AAABC;ABACA
DEHNY;HYNDE
DEHOO;OOHED
DEHOP;EPHOD,HOPED,POHED
DEHOR;HORDE
DEHOS;DOSEH,HOSED,SHOED
DEHOT;DOETH
DEHOV;HOVED
DEHOX;HOXED
DEHOY;HOYED
DEHPT;DEPTH
DEHPY;HYPED
DEHRS;HERDS,SHERD,SHRED
DEHRT;DERTH
DEHSS;SHEDS
DEIIM;IMIDE,MEDII
DEIIN;INDIE
DEIIT;TEIID
DEIIV;IVIED
DEIIX;DIXIE
DEIJO;EJIDO
DEIJR;JERID
DEIJS;JEDIS
DEIJV;JIVED
DEIKL;KIDEL,LIKED
DEIKM;MIKED
DEIKN;INKED
DEIKP;PIKED
DEIKR;DIKER,DIRKE,IRKED
DEIKS;DIKES,SKIED
DEIKT;KITED
DEIKY;DIKEY,YIKED
DEILM;LIMED
DEILN;ELDIN,LINED
DEILO;OILED,OLDIE
DEILP;LEPID,PILED,PLIED
DEILR;IDLER,RILED
DEILS;DEILS,DELIS,DIELS,EILDS,IDLES,ISLED,SIDLE,SIELD,SILED,SLIDE
DEILT;LITED,TILDE,TILED
DEILV;DEVIL,LIVED,VILDE
DEILW;DWILE,WIELD,WILED
DEILY;YIELD
DEIMM;MIMED
DEIMN;DENIM,MINED
DEIMO;DEMOI
DEIMP;IMPED
DEIMR;DIMER,MIRED,RIMED
DEIMS;DEISM,DIMES,DISME
DEIMT;DEMIT,TIMED
DEIMX;MIXED
DEINN;INNED
DEINP;PIEND,PINED
DEINR;DINER
DEINS;DENIS,DINES,NIDES,SDEIN,SINED,SNIDE
DEINT;IDENT,TEIND,TINED
DEINU;INDUE,NUDIE
DEINV;VINED
DEINW;DWINE,INDEW,WIDEN,WINED
DEINX;INDEX,NIXED
DEINZ;DIZEN
DEIOS;EIDOS
DEIOV;DOVIE,VIDEO
DEIOW;DOWIE
DEIOX;DOXIE,OXIDE
DEIPP;PIPED
DEIPR;PRIDE,PRIED,REDIP,RIPED
DEIPS;PEDIS,SIPED,SPIDE,SPIED
DEIPT;TEPID
DEIPW;WIPED
DEIPZ;PIZED
DEIQU;EQUID
DEIRR;DIRER,DRIER,REIRD,RIDER
DEIRS;DRIES,RESID,RIDES,SIDER,SIRED
DEIRT;TIRED,TRIDE,TRIED
DEIRU;RUDIE
DEIRV;DIVER,DRIVE,RIVED,VIRED
DEIRW;WEIRD,WIDER,WIRED,WRIED
DEISS;DESIS,SIDES
DEIST;DEIST,DIETS,DITES,EDITS,SITED,STIED,TIDES
DEISV;DEVIS,DIVES,VISED
DEISW;WEIDS,WIDES,WISED
DEISZ;SIZED
DEITW;WITED
DEITY;DEITY
DEIVW;WIVED
DEJKO;JOKED
DEJKU;JUKED
DEJLO;JODEL,JOLED
DEJOW;JOWED
DEJOY;JOYED
DEKKO;DEKKO
DEKNO;KENDO
DEKNU;NUKED,UNKED
DEKNY;KYNDE
DEKOP;POKED
DEKOR;DROKE,ROKED
DEKOS;DOEKS
DEKOT;TOKED
DEKOY;YOKED
DEKPU;PUKED
DEKRS;DREKS
DEKRY;RYKED
DEKSS;DESKS,SKEDS
DEKST;TSKED
DEKSU;DUKES
DEKSY;DYKES,SKYED
DEKUY;YUKED
DEKYY;DYKEY
DELLS;DELLS
DELLW;DWELL
DELLY;DELLY
DELMO;LOMED,MODEL,MOLED
DELMS;MELDS
DELMU;LEDUM,MULED
DELNO;LODEN,OLDEN
DELNS;LENDS
DELNU;UNLED
DELNY;DYNEL
DELOO;DOOLE,LOOED
DELOP;LOPED,POLED
DELOR;DROLE,OLDER
DELOS;DELOS,DOLES,LODES,LOSED,SOLDE,SOLED
DELOT;TOLED
DELOU;LOUED
DELOV;LOVED,VOLED
DELOW;DOWEL,DOWLE,LOWED,OWLED
DELOX;LOXED
DELOY;ODYLE,YODEL,YODLE
DELPS;SPELD
DELPU;DUPLE,PULED,UPLED
DELRU;LURED,RULED
DELRY;REDLY
DELSS;SLEDS
DELST;DELTS
DELSU;DUELS,DULES,DULSE,LEUDS,LUDES,SLUED
DELSV;VELDS
DELSW;WELDS
DELSY;LYSED
DELTU;LUTED
DELTV;VELDT
DELTW;DWELT
DELTY;LYTED
DELUX;LUXED
DELWY;WYLED
DEMMO;MODEM
DEMMU;UMMED
DEMNO;DEMON,MONDE
DEMNS;MENDS
DEMOO;MOOED
DEMOP;MOPED
DEMOR;DROME,MODER
DEMOS;DEMOS,DOMES,MODES,MOSED
DEMOT;MOTED
DEMOU;ODEUM
DEMOV;MOVED
DEMOW;MOWED
DEMOZ;MOZED
DEMPT;DEMPT
DEMPU;UMPED
DEMRS;DERMS
DEMRU;DEMUR,MURED
DEMSU;MUSED,SEDUM
DEMSY;EMYDS
DEMTU;MUTED
DEMUX;MUXED
DENNO;DONNE,ONNED
DENOO;ODEON
DENOR;DONER,DRONE,REDON,RONDE
DENOS;NODES,NOSED,SONDE
DENOT;NOTED,TONED
DENOV;DEVON,DOVEN
DENOW;ENDOW,NOWED,OWNED
DENOY;DOYEN,NOYED
DENOZ;DOZEN,ZENDO,ZONED
DENPS;PENDS,SPEND
DENPU;PENDU,UPEND
DENPW;PWNED
DENPY;PYNED
DENRS;DERNS,NERDS,RENDS
DENRT;DRENT,TREND
DENRU;NUDER,RUNED,UNDER,UNRED,URNED
DENRY;DERNY,NERDY
DENSS;SENDS,SNEDS
DENST;DENTS,STEND,TENDS
DENSU;DUNES,NUDES
DENSV;VENDS
DENSW;WENDS
DENSY;DYNES,SYNED
DENTU;TENDU,TUNED
DENTY;TYNDE,TYNED
DENUU;UNDUE
DENUV;VENDU
DENUW;UNWED
DEOOP;OOPED,POOED
DEOOR;RODEO
DEOOW;WOOED
DEOOZ;OOZED
DEOPR;DOPER,PEDRO,PORED,ROPED
DEOPS;DOPES,POSED,SPODE
DEOPT;DEPOT,OPTED,POTED,TOPED
DEOPU;OUPED
DEOPX;PODEX,POXED
DEOPY;DOPEY
DEORR;DERRO,ORDER
DEORS;DEROS,DOERS,DORES,DORSE,DOSER,REDOS,RESOD,RODES,ROSED,SORED
DEORT;DOTER,ROTED,TRODE
DEORU;UREDO
DEORV;DOVER,DROVE,ROVED
DEORW;DOWER,ROWED
DEORX;REDOX
DEORZ;DOZER
DEOSS;DOSES
DEOST;DOEST,DOTES,TOSED
DEOSU;DOUSE
DEOSV;DEVOS,DOVES
DEOSW;DOWSE,SOWED
DEOSX;DOXES
DEOSZ;DOZES
DEOTT;TOTED
DEOTU;OUTED
DEOTV;DEVOT,VOTED
DEOTW;TOWED
DEOTX;DETOX
DEOTY;TOYED
DEOTZ;TOZED
DEOVW;VOWED
DEOWW;WOWED
DEOWY;YOWED
DEOXY;DEOXY
DEPPU;UPPED
DEPRS;SPRED
DEPRU;DRUPE,DUPER,PERDU,PRUDE,PURED,URPED
DEPRY;PERDY,PREDY
DEPSU;DUPES,PSEUD,SPUED
DEPSY;SYPED
DEPTY;TYPED
DEPXY;PYXED
DERRU;RUDER
DERRY;DERRY,DRYER,REDRY
DERSS;DRESS
DERST;DREST
DERSU;DRUSE,DURES,RUDES,SURED
DERSV;DERVS
DERSY;DREYS,DYERS,YERDS
DERTU;TRUED
DERTY;TYRED
DERUX;REDUX
DESST;STEDS
DESSU;SUSED
DESTU;DUETS,STUDE
DESTY;STYED
DESUX;DUXES
DETTU;DUETT
DETUV;DUVET
DETWY;WYTED
DFFIS;DIFFS
DFFOS;DOFFS
DFFSU;DUFFS
DFGUY;FUDGY
DFILU;FLUID
DFINS;FINDS
DFINU;FUNDI
DFIOR;FIORD
DFIOS;FIDOS,FOIDS
DFIRT;DRIFT
DFJOR;FJORD
DFLOO;FLOOD
DFLOS;FOLDS
DFNOR;FROND
DFNOS;FONDS
DFNOU;FONDU,FOUND
DFNSU;FUNDS
DFNUY;FUNDY
DFOOR;FORDO
DFOOS;FOODS
DFOOY;FOODY
DFORS;FORDS
DFOSU;FOUDS
DFRSY;FYRDS
DFSUU;DUFUS
DGGOO;DOGGO
DGGOY;DOGGY
DGHIT;DIGHT
DGHOU;DOUGH
DGIIR;RIGID
DGIIT;DIGIT
DGILS;GILDS
DGILU;GUILD
DGIMY;MIDGY
DGINO;DINGO,DOING
DGINR;GRIND
DGINS;DINGS
DGINU;DUING
DGINY;DINGY,DYING
DGIRS;GIRDS,GRIDS
DGIRY;RIDGY
DGISU;GUIDS
DGJUY;JUDGY
DGLOO;GOOLD
DGLOS;GOLDS
DGLOY;GODLY,GOLDY
DGNOS;DONGS
DGNOU;UNGOD
DGNRU;GRUND
DGNSU;DUNGS
DGNUU;UNDUG
DGNUY;DUNGY,GUNDY
DGOOR;DROOG
DGOOS;GODSO,GOODS
DGOOY;GOODY
DGOPY;PODGY
DGORU;GOURD
DGORY;GRODY
DGOSW;GOWDS
DGPUY;PUDGY
DGRSU;DRUGS
DGRUY;DURGY,GURDY
DHIKR;DHIKR
DHIMU;HUMID
DHINS;HINDS
DHIOT;DHOTI
DHIOY;HYOID
DHIRT;THIRD,THRID
DHISW;WHIDS
DHISY;DISHY
DHITU;DHUTI
DHITW;WIDTH
DHKSU;KHUDS
DHLLO;DHOLL
DHLOS;DHOLS,HOLDS
DHNOS;HONDS
DHNOU;HOUND
DHNSU;DUNSH
DHNUZ;NUDZH
DHOOR;HOORD
DHOOS;HOODS
DHOOY;DOHYO,HOODY
DHORY;HYDRO,RHODY
DHOSW;DHOWS,SHOWD
DHOSY;YODHS
DHOSZ;DZHOS
DHOVZ;VOZHD
DHOWY;HOWDY
DHRSU;HURDS
DHSTU;THUDS
DIILL;DILLI
DIILP;LIPID
DIILV;LIVID
DIIMO;IDIOM,IMIDO,MODII
DIIMR;MIRID
DIIMS;IMIDS,MIDIS
DIIMT;TIMID
DIINO;IODIN
DIINR;INDRI
DIINT;NITID
DIIOT;IDIOT
DIIRS;IRIDS
DIIRV;VIRID
DIISV;DIVIS
DIITX;DIXIT
DIIVV;VIVID
DIJNN;DJINN
DIJNS;DJINS
DIJRS;JIRDS
DIKNR;DRINK
DIKNS;DINKS,KINDS
DIKNU;UNKID
DIKNY;DINKY,KINDY
DIKRS;DIRKS
DIKSS;DISKS,SKIDS
DILLR;DRILL
DILLS;DILLS
DILLY;DILLY,IDYLL
DILMS;MILDS
DILMY;DIMLY
DILNO;INDOL
DILNS;LINDS
DILNU;UNLID
DILNY;LINDY
DILOR;DROIL
DILOS;DIOLS,IDOLS,LIDOS,LOIDS,SLOID,SOLDI,SOLID
DILOT;DOILT
DILOV;VIOLD
DILOY;DOILY
DILRS;DIRLS
DILRT;TRILD
DILRU;LURID
DILRY;DRILY
DILSS;SILDS
DILSW;WILDS
DILSY;IDYLS
DIMNS;MINDS
DIMOS;MISDO,ODISM
DIMOU;DUOMI,ODIUM
DIMOY;MYOID
DIMPS;DIMPS
DIMRU;MUDIR,MURID
DIMST;MIDST
DIMSU;MUIDS
DIMSY;MYSID
DIMTU;TUMID
DINOP;POIND
DINOR;NIDOR
DINOS;DINOS
DINOT;TONDI
DINOW;INDOW
DINRS;RINDS
DINRU;UNRID
DINRY;RINDY
DINSS;SINDS
DINST;DINTS,TINDS
DINSU;NIDUS
DINSW;WINDS
DINWY;WINDY
DIOOT;OOTID
DIOOV;OVOID
DIOOZ;ZOOID
DIOPS;DIPSO
DIOPY;PYOID
DIORR;RORID
DIORS;DORIS,ROIDS
DIORT;DROIT
DIOST;DOITS,ODIST
DIOSV;DIVOS,VOIDS
DIOSX;OXIDS
DIOTT;DITTO
DIOTV;DIVOT
DIOWW;WIDOW
DIPPY;DIPPY
DIPRS;DRIPS
DIPRT;DRIPT
DIPTU;PUTID
DIQSU;QUIDS,SQUID
DIRST;DIRTS
DIRSU;RUDIS,URSID
DIRSY;YIRDS
DIRTY;DIRTY
DIRUZ;DURZI
DIRVY;YRIVD
DISSU;SUIDS
DISTT;DITTS
DISTU;DUITS
DISTY;DITSY
DITTY;DITTY
DITYZ;DITZY
DIVVY;DIVVY
DIYZZ;DIZZY
DJLOS;SLOJD
DJOOS;DOJOS
DJOSU;JUDOS
DKMUY;DUMKY
DKNOO;DONKO,KONDO
DKNOY;DYKON
DKNRU;DRUNK
DKNSU;DUNKS
DKNSY;KYNDS
DKOOR;DROOK
DKOOS;DOOKS
DKORS;DORKS
DKORU;DROUK
DKORY;DORKY
DKOSU;DOUKS,KUDOS
DKOSY;SKODY
DKSSU;DUSKS
DKSTY;KYDST
DKSUU;KUDUS
DKSUY;DUSKY
DKUUZ;KUDZU
DLLOR;DROLL
DLLOS;DOLLS
DLLOY;DOLLY
DLLSU;DULLS
DLLUY;DULLY
DLMOS;MOLDS
DLMOU;MOULD
DLMOY;MOLDY
DLNOU;LOUND,NOULD
DLNOW;LOWND
DLOOR;DOLOR,DROOL,LOORD
DLOOS;DOLOS,DOOLS,SOLDO
DLOOW;WOOLD
DLOOY;DOOLY
DLOPS;PLODS
DLORS;LORDS
DLORW;WORLD
DLORY;LORDY
DLOSS;SOLDS
DLOST;DOLTS
DLOSU;LUDOS
DLOSW;DOWLS,WOLDS
DLOSY;ODYLS,SLOYD
DLOUW;WOULD
DLOWY;DOWLY
DLOYY;DOYLY
DLPUY;DUPLY
DLRYY;DRYLY
DMMUY;DUMMY
DMNOO;MONDO
DMNOU;MOUND
DMOOS;DOOMS,DSOMO,MOODS,SODOM
DMOOU;DUOMO
DMOOY;DOOMY,MOODY
DMORS;DORMS
DMORY;DORMY
DMOSU;DOUMS,MODUS
DMPSU;DUMPS
DMPUY;DUMPY
DMRSU;DRUMS
DMRUU;DURUM
DNNOU;DUNNO
DNNOY;DONNY
DNNUY;DUNNY
DNOOR;DONOR,DOORN,RONDO
DNOOS;SNOOD
DNOOT;TONDO
DNOPS;PONDS
DNOPU;POUND
DNOPW;POWND
DNORU;ROUND
DNORW;DROWN,ROWND
DNORY;DRONY
DNOSS;SNODS
DNOST;STOND
DNOSU;NODUS,SOUND,UDONS,UNDOS,UNSOD
DNOSW;DOWNS,SOWND
DNOSY;DONSY,SYNOD
DNOTU;DONUT
DNOUV;VODUN
DNOUW;WOUND
DNOUY;OUNDY
DNOWY;DOWNY
DNRSU;DURNS,NURDS,RUNDS
DNRSY;RYNDS
DNRUY;NURDY
DNSSY;SYNDS
DNSTU;DUNTS,TUNDS
DNSWY;WYNDS
DOOPR;DROOP
DOOPS;POODS
DOORS;DOORS,ODORS,ORDOS,ROODS,SORDO
DOORU;ODOUR
DOOST;STOOD
DOOSW;WOODS
DOOTU;OUTDO
DOOUV;VODOU
DOOWY;WOODY
DOOYZ;DOOZY
DOPRS;DORPS,DROPS,PRODS,SPROD
DOPRT;DROPT
DOPRU;PROUD,PUDOR
DOPSS;SPODS
DOPSU;DOUPS,UPDOS
DOPSW;DOWPS
DOQSU;QUODS
DORRS;DORRS
DORSS;DROSS,SORDS
DORST;DORTS,TRODS
DORSU;DUROS,SUDOR
DORSW;DROWS,SWORD,WORDS
DORTY;DORTY
DORUY;DUROY
DORWY;DOWRY,ROWDY,WORDY
DOSTU;DOUTS
DOSTW;DOWTS
DOTTY;DOTTY
DPPUY;DUPPY
DPRUY;UPDRY
DPSSU;SPUDS
DPSUU;PUDUS
DPSUY;PUDSY
DRRSU;DURRS
DRRUY;DURRY
DRSSU;SURDS
DRSTU;DURST,TURDS
DRSUY;DRUSY
DRUXY;DRUXY
DSSTU;DUSTS,STUDS
DSSUY;SUDSY
DSTUY;DUSTY,STUDY
DSUUW;WUDUS
EEEFS;FEESE
EEEFZ;FEEZE
EEEGL;GELEE
EEEGS;GEESE
EEEHZ;HEEZE
EEEIR;EERIE
EEEJZ;JEEZE
EEEKV;KEEVE
EEEKW;WEEKE
EEELM;MELEE
EEELN;NEELE
EEELP;ELPEE
EEELS;LEESE
EEELV;LEVEE
EEELZ;LEEZE
EEEMR;EMEER
EEEMS;SEMEE
EEEMX;EXEEM,EXEME
EEENS;NEESE
EEENT;TEENE
EEENV;EEVEN
EEENZ;NEEZE
EEEPP;PEEPE
EEEPS;EPEES
EEEPT;TEPEE
EEEPV;PEEVE
EEEPW;PEWEE
EEERS;RESEE
EEERV;REEVE
EEETW;ETWEE,WEETE
EEFHM;FEHME
EEFHT;HEFTE
EEFIR;FIERE
EEFJS;JEFES
EEFKL;FLEEK
EEFKS;KEEFS,SKEEF
EEFLM;FLEME
EEFLR;FLEER,REFEL
EEFLS;FEELS,FLEES
EEFLT;FLEET,LEFTE
EEFMM;FEMME
EEFMS;FEMES
EEFNS;FEENS
EEFRR;FERER,FREER,FRERE,REFER
EEFRS;FEERS,FERES,FREES,REEFS,SEFER
EEFRT;FREET,TERFE
EEFRV;FEVER
EEFRW;FEWER
EEFRY;FEYER,REEFY,YFERE
EEFSS;FESSE
EEFST;FETES
EEFSU;FUSEE
EEFSZ;FEZES
EEFTW;WEFTE
EEFUZ;FUZEE
EEGGL;LEGGE
EEGGR;EGGER,GREGE
EEGHN;HENGE
EEGHS;GHEES
EEGIL;LIEGE
EEGIN;EIGNE,GENIE
EEGIR;REGIE
EEGIS;SIEGE
EEGIV;VEGIE
EEGKL;GLEEK
EEGKR;GREEK
EEGKS;GEEKS
EEGKY;GEEKY
EEGLM;GEMEL
EEGLO;ELOGE
EEGLR;GERLE,LEGER
EEGLS;GLEES,LEGES
EEGLT;GLEET
EEGLY;ELEGY
EEGMN;MENGE
EEGMR;EMERG,MERGE
EEGNR;GENRE,GERNE,GREEN
EEGNS;GENES
EEGNT;GENET,TENGE
EEGNV;VENGE
EEGNW;NGWEE,WENGE
EEGOS;OGEES
EEGOY;YOGEE
EEGPR;REPEG
EEGPS;GEEPS
EEGRS;EGERS,GERES,GREES,GRESE,REGES,SERGE
EEGRT;EGRET,GREET
EEGRV;GREVE,VERGE
EEGRY;GEYER
EEGSS;GESSE
EEGST;EGEST,GEEST,GESTE
EEGSU;SEGUE
EEGSV;VEGES
EEHIR;HIREE
EEHKT;THEEK
EEHLS;HEELS,HELES,SHEEL
EEHLT;LETHE
EEHLV;HELVE
EEHLW;WHEEL
EEHMR;REHEM,RHEME
EEHMS;HEMES
EEHMT;THEME
EEHMV;VEHME
EEHNP;PHENE
EEHNS;SHEEN
EEHNT;ETHNE
EEHNW;WHEEN
EEHOV;EVHOE,EVOHE
EEHPR;PHEER
EEHPS;PHESE,SHEEP
EEHPW;WHEEP
EEHRS;HERES,HERSE,SHEER,SHERE
EEHRT;ETHER,THERE,THREE
EEHRW;HEWER,WHERE
EEHRX;HEXER
EEHRY;HERYE
EEHST;HETES,SHEET,THEES,THESE
EEHSX;HEXES
EEHSY;YEESH
EEHTT;TEETH,THETE
EEIJT;EEJIT
EEIJW;JEWIE
EEIKV;KIEVE
EEILM;ELEMI
EEILR;RELIE
EEILS;EISEL,ESILE
EEILT;ELITE
EEILV;LIEVE
EEILX;EXILE
EEIMS;SEMIE
EEIMV;MIEVE
EEINP;PENIE
EEINS;SEINE
EEINV;NEIVE,NIEVE
EEINW;NEWIE
EEINX;EXINE
EEINZ;EZINE
EEIPS;PEISE
EEIPZ;PEIZE
EEIRS;SIREE
EEIRT;RETIE
EEIRV;REIVE,REVIE,RIEVE
EEIRY;EYRIE
EEISS;SEISE
EEISV;SIEVE
EEISW;WEISE
EEISX;EXIES
EEISZ;SEIZE
EEITV;EVITE
EEIWZ;WEIZE
EEJLS;JEELS
EEJLW;JEWEL
EEJLY;JEELY
EEJNU;JEUNE
EEJPS;JEEPS
EEJRS;JEERS
EEJSS;JESSE
EEJST;JETES
EEJSU;SUJEE
EEKKS;KEEKS
EEKLN;KNEEL
EEKLP;KELEP
EEKLR;KEREL
EEKLS;KEELS,LEEKS,SLEEK
EEKLV;KEVEL
EEKLW;WELKE
EEKMS;SMEEK,SMEKE
EEKNO;KEENO
EEKNR;KERNE
EEKNS;KEENS,KNEES,SKEEN,SKENE
EEKNT;KENTE
EEKOP;PEKOE
EEKOV;EVOKE
EEKPR;KREEP
EEKPS;KEEPS,PEEKS,PEKES
EEKRS;ESKER,REEKS,REKES,SKEER
EEKRT;TEREK
EEKRV;KERVE
EEKRW;KREWE
EEKRY;KEYER,REEKY,REKEY
EEKSS;SEEKS,SKEES
EEKST;KEETS,KETES,SKEET,STEEK
EEKSW;WEEKS
EEKSX;KEXES
EELLM;LEMEL
EELLS;SELLE
EELLV;LEVEL
EELMM;LEMME
EELMN;ELMEN
EELMR;MEREL,MERLE
EELMS;LEMES,MESEL
EELMU;EMULE
EELNO;LEONE
EELNS;LENES,LENSE
EELNV;ELVEN,NEVEL
EELNW;NEWEL
EELOP;ELOPE
EELPR;LEPER,REPEL
EELPS;LEEPS,PEELS,PELES,SLEEP,SPEEL
EELPX;EXPEL
EELRS;LEERS,LERES,REELS,SLEER
EELRT;RELET
EELRV;ELVER,LEVER,REVEL
EELRY;LEERY
EELSS;LESES,SEELS,SELES
EELST;LEETS,SLEET,STEEL,STELE,TEELS,TELES
EELSV;ELVES,LEVES,VELES
EELSW;SEWEL,SWEEL,WEELS
EELSX;LEXES
EELSY;SEELY
EELSZ;LEZES
EELTT;ETTLE
EELTU;ELUTE
EELTW;TEWEL,TWEEL
EELTX;TELEX
EEMMN;MNEME
EEMMR;EMMER
EEMMS;MEMES
EEMMT;EMMET
EEMMW;EMMEW
EEMNR;REMEN
EEMNS;MENES,MENSE,MESNE,NEEMS,SEMEN
EEMNU;NEUME
EEMNW;ENMEW
EEMNY;ENEMY
EEMOT;EMOTE
EEMOV;EMOVE
EEMOX;EXOME
EEMQU;QUEME
EEMRR;MERER
EEMRS;MEERS,MERES,MERSE
EEMRT;METER,METRE,REMET,RETEM
EEMRU;EMURE
EEMRX;REMEX
EEMRY;EMERY
EEMSS;MESES,SEEMS,SEMES,SMEES
EEMST;MEETS,METES,STEEM,STEME,TEEMS,TEMES,TEMSE
EEMSU;EMEUS,MEUSE
EEMSV;MEVES
EEMSW;WEEMS
EEMSZ;MEZES,MZEES
EEMZZ;MEZZE
EENNP;PENNE
EENNR;RENNE
EENNS;NENES
EENNT;TENNE
EENPR;NEPER,PREEN
EENPS;NEEPS,PEENS,PENES
EENQU;QUEEN
EENRS;ERNES,REENS,SNEER
EENRT;ENTER,RENTE,TERNE,TREEN
EENRU;ENURE
EENRV;ERVEN,NERVE,NEVER
EENRW;NEWER,RENEW
EENRY;RENEY
EENSS;ESNES,SENES,SENSE,SNEES
EENST;ETENS,NETES,SENTE,STEEN,TEENS,TENES,TENSE
EENSU;ENSUE,UNSEE
EENSV;EEVNS,EVENS,NEVES,SEVEN
EENSW;ENEWS,ENSEW,SEWEN,WEENS
EENSY;EENSY,SEYEN
EENTT;TENET
EENTU;TENUE
EENTV;EVENT
EENTW;TWEEN
EENTY;TEENY,YENTE
EENUV;VENUE
EENVY;VENEY,YEVEN
EENWY;WEENY,YEWEN
EEOPP;OPEPE
EEOPT;TOPEE
EEOPY;PEEOY
EEORS;EROSE,SOREE
EEOWW;WOWEE
EEOWZ;ZOWEE
EEOXY;OXEYE
EEPPS;PEEPS
EEPRS;PEERS,PERES,PERSE,PREES,PRESE,SPEER,SPREE
EEPRT;PETER,PETRE
EEPRU;PUREE,RUPEE
EEPRV;PERVE,PREVE
EEPRY;PEERY
EEPSS;SEEPS
EEPST;STEEP
EEPSU;UPSEE
EEPSV;VEEPS
EEPSW;SWEEP,WEEPS
EEPSY;PEYSE,SEEPY
EEPTW;TWEEP
EEPWY;WEEPY
EEQRU;QUEER
EEQSU;EQUES
EEQUU;QUEUE
EERRS;SERER,SERRE
EERSS;ERSES,RESES,SEERS,SERES
EERST;ESTER,REEST,RESET,STEER,STERE,TEERS,TERES,TERSE,TREES
EERSU;REUSE
EERSV;EREVS,SERVE,SEVER,VEERS,VERSE
EERSW;EWERS,RESEW,SEWER,SWEER
EERSX;REXES,SEXER
EERSY;EYERS,EYRES
EERSZ;REZES
EERTV;EVERT,REVET
EERTW;REWET,TWEER
EERTX;EXERT
EERUV;REVUE
EERVV;VERVE
EERVX;VEXER
EERVY;EVERY,VEERY
EESSS;ESSES
EESSW;SWEES
EESSX;SEXES
EESSY;SESEY,YESES
EESTT;TESTE,TETES
EESTU;SUETE
EESTV;EVETS
EESTW;EWEST,SWEET,WEEST,WEETS
EESTX;TEXES
EESTY;TYEES
EESVX;VEXES
EESVY;YEVES
EESWX;WEXES
EESXY;YEXES
EESXZ;ZEXES
EESZZ;ZEZES
EETTU;TUTEE
EETTW;TWEET
EFFFO;FEOFF
EFFIO;OFFIE
EFFIR;FIFER
EFFIS;FIEFS,FIFES
EFFJS;JEFFS
EFFMS;MEFFS
EFFOR;OFFER,REFFO
EFFRU;RUFFE
EFFST;TEFFS
EFFTU;TUFFE
EFGIN;FEIGN
EFGIO;FOGIE
EFGIR;GRIEF
EFGIU;FUGIE
EFGLO;FOGLE
EFGLS;FLEGS
EFGLU;FUGLE
EFGNO;GONEF
EFGOR;FORGE,GOFER
EFGOY;FOGEY
EFGRU;GRUFE
EFGUU;FUGUE
EFHIT;THIEF
EFHLS;FLESH,SHELF
EFHLT;THELF
EFHNO;FOEHN
EFHRS;FRESH
EFHST;HEFTS
EFHTT;THEFT
EFHTW;WHEFT
EFHTY;HEFTY
EFIIR;FIRIE
EFIIW;WIFIE
EFIKN;KNIFE
EFIKR;KEFIR
EFIKS;FIKES,KIEFS
EFILL;FILLE
EFILN;ELFIN
EFILO;FOLIE
EFILR;FILER,FLIER,LIFER,RIFLE
EFILS;FILES,FLIES,LIEFS,LIFES
EFILT;FILET,FLITE
EFILX;EXFIL,FLEXI
EFIMR;FERMI
EFIMT;METIF
EFINR;FINER,INFER
EFINS;FENIS,FINES,NEIFS,NIEFS,NIFES
EFINT;FEINT,FIENT
EFINX;ENFIX
EFIOX;FOXIE
EFIPR;PREIF,PRIEF
EFIQU;FIQUE
EFIRR;FIRER,FRIER,RIFER
EFIRS;FIERS,FIRES,FRIES,FRISE,REFIS,REIFS,SERIF
EFIRT;FREIT,REFIT,RIFTE,TREIF
EFIRV;FIVER
EFIRX;FIXER,REFIX
EFIRY;FIERY,REIFY
EFIRZ;FRIZE
EFISS;SEIFS
EFIST;FEIST,FIEST
EFISV;FIVES
EFISW;WIFES
EFISX;FIXES
EFITT;FITTE
EFIWY;WIFEY
EFKLS;SKELF
EFKLU;FLUKE
EFKNS;FENKS
EFKRS;KERFS
EFKSY;FYKES
EFLLS;FELLS
EFLLY;FELLY
EFLMU;FLUME
EFLNO;FELON
EFLOR;FOREL
EFLOS;FLOES
EFLOT;FLOTE
EFLOU;FOULE
EFLOX;FLEXO
EFLOY;FOLEY,FOYLE
EFLPS;PELFS
EFLPY;FLYPE
EFLRU;FLEUR
EFLRY;FERLY,FLYER,REFLY
EFLSS;SELFS
EFLST;FELTS,LEFTS
EFLSU;FLUES,FUELS,FUSEL
EFLSW;FLEWS
EFLSY;FLEYS,FYLES
EFLTU;FLUTE
EFLTY;FELTY,FLYTE,LEFTY
EFLUY;FLUEY
EFLYY;FEYLY
EFMMY;FEMMY
EFMOR;FORME
EFMOS;FOMES
EFMRS;FERMS
EFMRU;FEMUR,FUMER
EFMSU;FUMES
EFMTU;FUMET
EFNNY;FENNY
EFNOR;FREON
EFNOS;FONES
EFNOT;OFTEN
EFNOY;FOYNE
EFNRS;FERNS
EFNRY;FERNY
EFNST;FENTS
EFORR;FRORE
EFORS;FORES,FROES,ORFES
EFORT;FETOR,FORTE,OFTER
EFORU;FOUER,FUERO
EFORX;FOREX
EFORY;FOYER
EFORZ;FORZE,FROZE
EFOSS;FOSSE
EFOSX;FOXES
EFOTU;FOUET
EFRRY;FERRY,FRYER,REFRY
EFRSS;SERFS
EFRST;FRETS,TERFS
EFRSW;SWERF
EFRTY;TREYF
EFRUZ;FURZE
EFSST;FESTS
EFSSU;FUSES
EFSTT;FETTS
EFSTU;FETUS
EFSTW;WEFTS
EFSTY;FESTY
