AABB;BO,CO,CU,HL,LL,LO,LR
IMRU;BE,BL,CE,CN,CO,CU,EF,EH,EM,EN,EP,EV,FN,GN,KN,LN,NY
IMRV;DE,EL,EN,EU,OP
IMRY;AC,AD,AE,AF,ES,NU,RS
IMSS;
IMST;
IMSU;AA,AB,AH,AM,AO,BE,EH,EO,EV,GM,MO
IMSV;CI,CU,EE,EO,EU,KO,OT
IMSW;DO,EM,MY
IMTT;AA,AE,AN,EN,OT
IMTU;AA,AL,AN,EH,EK,EL,EN,EP,GN,GO,HN,LO,LU,MO,NN,NX,NY
IMTX;AD,AR,AS,IR,NU
IMTY;CE,CO,DI,EO,EZ,OV,OY
IMXY;DO
IMZZ;EL,EN,EO,ES
INNO;BE,BG,DE,DG,EJ,EK,EL,EY,GG,GH,GM,GW,GY,GZ,MW,WW
INNS;AG,AM,AP,GI,GY,HT,HY,IK,KY,PU,PY,RU,TU
INNW;DE,DI,DU,EG,EL,ER,GI,GO,GP,HY,MO,OR,OT,OW
INOP;CH,CI,CO,HO
INOR;FI,FL,FX,IV,JU,KO,KW,OZ
INOS;AG,AX,GG,GH,GO,GS,HI,QU
INOT;AA,AK,AL,EH,EL,ET,EW,FI,FY,LL,LU,UW,VY
INOV;DG,GH,GL,GM,GR,GT,GW,IL,IR,TY
INOW;AN,BF,ET,EV,FL,KR,MN,NR,NT,NW,TU
INOY;EN,FM,FT,HM,NO,TV
INPR;AA,AG,AH,AI,AW,GI,GY
INPS;HI,HU,HX,IL,JU,LU,NU,PU,UZ
INPT;GY,HL,HY,IX
INPY;AG,AM,AT,BU,CC,CH,GH,GL,GM,GR,GT,GX,HT,LU
INQS;AB
INQU;CI,IN
INRS;CI,IM,XY
INRT;CI,DI,GI,IL
INRU;FF,FM,JO,JY,KM,LM,MR,MY
INSS;CO,FF,LY,OR,OV,OZ
INST;
INSU;BK,EF,EK,EL,EN,EP,EW,EX,FL,FO,HJ,HP,HW,JP,LO,LP,NO,NP,OV,PP,PY,PZ
INSV;CI,GI,GY,LY
INSW;
INSY;CC,CD,DE,DG,EG,ER,EW,FF,GN,GV,GW,QU,RX
INSZ;PU
INTT;BU,GI,GO,IU,IW,OP,OR
INTU;BG,BT,GM,GO,HM,IT,MX
INTV;AA,AE,AY,DE,EE,EI,EL,EN,ER,GO,OY,RY
INTW;GO,NO
INTY;AD,AP,AV,CE,EH,EJ,HP,OP,OV
INVY;AM,AT,FI,OT,RT
INWY;
INXY;EG,GP,RS
IOPS;BH,GK,GP,HM,HP,MR,OR,PZ,RR
IOPT;BR,DE,DR,EJ,EP,ER,EU,FF,FR,GU,KU,PP,PZ,RU
IOPV;AR,MR
IOPY;AM,CL,CM,CW,KL,LM,LP,LR,LT,RR
IORS;AI,AO,AU,AX,KO,OP,SU
IORT;EE,EH,EM,EO,EP,ET,EU,EW,FP,HP,MP,OP,PU
IORV;AH,AP,BI,CD,DI,IN,MP
IORZ;AA,BO,CE,CN,DE,EF,EO,NO,RZ
IOSS;BE,BG,BN,CC,CD,CE,CN,CR,CT,DT,EN,ER,ET,FT,FY,GN,NR,NV,NZ,OS,RT,RU,RV,TT,TV,TZ
IOTT;BR,CC,CI,CR,EH,EL,EN,ER,ET,EU,FU,GN,HU,IK,IO,LW,MT,NR,UW
IOVV;ET
IPPR;AA,AI,AR,AY,DY,GY,LY,NO,TY
IPPS;CU,GO,HO,HU,LU,NO,NU,OZ
IPPY;AE,AR,EE,EI,ER,EU,QU
IPQU;PY
IPRS;OO,OR
IPRT;BO,CO,FO,IU,MO,OO,OU,RU
IPRU;CC,DG,DT,EI,EK,EL,EM,EO,EP,ER,FY,GT,HO,IR,IT,OT,RT,TY
IPSS;
IPST;
IPSV;DE,EL,ER,VY
IPSW;AL,AR,AT,LO,NO,RT
IPSY;DM,FF,LM,VV
IPSZ;AZ,NU,OP
IPTT;RS,SY
IPTU;AJ,AO,GO,GR,IR,OR,PY,RR,RY
IPTY;AA,AN,FY,GN,LO,NO,TU
IPXY;GN
IQTU;AC,AD,CH,GH,IV
IQUZ;EN
IRRT;AC,AD,AY,IT,PU
IRRY;AA,AB,AT,HW,OP,OT
IRSS;CO,LW,NO,OV
IRST;II,JU,QU,UV,UZ
IRTT;CO,CY,GY,HY,II,IR,NO,UX
IRTW;AH,GH,NY,OR
IRTZ;EH,ES,PS,SU
IRWY;AA,AE,AL,DE,EN,GN,HL,HR,IL,LS,LT,NT,PT,ST
ISSS;AA,AC,AL,AN,AO,CU,HO,HU,IM,MU,OO
ISST;DO,IV,IZ,JO,OT,OV,OZ
ISSW;AL,AN,KN,LL,LR
ISTT;CH,EH,EK,EP,ES,EY,GH,HY,PU,PY,TU
ISTU;FH,FR,HZ,JR,OR,OT,RV,RZ,TT
ISTW;
ISTZ;HU,HV,RU
ISWY;EF,EL,EN,EO,FT,GN,HK,HM,HS,LR,LT,MM,RT,TT
ISWZ;AB,AR,AT
ISYZ;AN,AO,CH
ITTW;AG,CH,GH,IN,OU
ITVY;AC,AN,EL,ER,MO,NO,NR
ITZZ;ES
IVYZ;
IZZZ;AB,AP,DE,EL,ES,MU
JJUU;BE
JKNU;DE,EI,ER,ET,GI
JKOO;DE
JKOU;AD,DE,IM
JKOY;IL
JKUU;
JLLO;FO,OP
JLOS;AP,AU
JLOT;DE,ER
JLOW;DE,ER
JMOO;BU,IT
JMPU;DE,ER
JNXY;ES
JORS;AK,AM,AW,DF,EH,EK,ES
JORU;BE,IN,NO
JOSS;DL,EH,ER,ES
JOST;BE,EM,EN
JOSU;BI,BM,EL,NP,OY
JOSW;AR
JOSY;AN,OU
JRUY;IN
JSTU;AD,AH,AN,AR,IR,LY,NU
KKNO;AI,BE,DE,EE
KKOO;AK,AP,DE,EI,LZ,MU,PU
KKUU;IY,LM,MM,MT,NR,OT
KLNU;EI,EO,IN,IO
KLOO;AG,AH,CH,DE,EI,ER,HZ,IT,KZ
KLOP;DE,ET,IY
KLOS;GN,LN
KLOU;AG,AN,CN,EN,IN
KLOV;
KLOY;AX,BC,CN,HI,IJ,IP,LN,NP
KLPU;
KLRU;BE,CE,DE,ER,MY,TU
KLSU;DE,EF,EG,EM,FI,IT
KMNO;EY,IO,IR
KMOO;AB,AI,CC,EP,GU,IN,KU,OR
KMOS;BU,HU,KU,UX
KMRU;AA,AE,AI,AP,CE,DE,ER,IN
KMSU;AD,AN,AO,AZ,BO,DE,EG,EL,ET,HO,KO,OX
KNOO;AN,EI,HU,IM,LP
KNOP;DE,DO,DU
KNOR;GI,IM,IW
KNOS;LL
KNOT;FY,GI,IP,TY
KNOW;AC,IR,RU
KNOZ;DE
KNPU;CI,DO,EI,ER,ET,GI,IN,IT
KNRU;BE,EF,EH,EJ,EP,IM
KNSU;NU
KNTU;AC,AI,CU,IN,IP
KOOP;DN,EM,HU,IT,KU,TU
KOOR;EH,EL,ER,ET,MO
KOOS;
KOOT;BE,DE,ER,IL,IP,PU,TU
KOPR;AA,UW
KOPS;GI
KOPU;AD,CC,CM,DN,HO,IT,KO,OT,RW
KOPY;IL,LN,LO,LU,OS
KORS;
KORU;CH,EY,IO,PW
KORW;BY,IN,NU,PU
KORY;AN,BW,NU
KOSS;FF,NP,NT,NW,PR,RT
KOSU;AM,HM,IM,KM,MX
KOSW;AP,AY,ET,OT
KOSY;
KOTU;DE,IP,KU,OP,OT
KOUY;DE,EN,ER,NR
KOUZ;
KPUU;AH,CF
KPUY;CL,LO
KRSU;DE,EE,EF,EP,ER,RY
KRSY;RU
KRTU;BU,EY,GI,LU
KRUU;BT,KN,LT
KSST;CO,KT,NO,OO,OR
KSSU;KU
KSTU;BE,DE,EM,EP
KSUY;KN,NP,RR
KTUU;AM,BR,CN,KM,KO,LR
KUUZ;BI
KUYY;
LLLO;AT,DE,ER,EZ,OP
LLLU;DE,ER,FI,FY
LLMO;EI,EW,IU
LLMU;DE,EI,EN,EP,ER,ET,EV,EY,GY,II,IO,MU
LLNO;BE,BI,EI,EP,ER,EV,EY,GY,IT,IY,RU
LLNU;DE,EM,EU,EW,GI,IW,OR
LLOP;AC,AD,AG,AN,AO,AW,CO,DE,DO,EE,EN,EX,GO,IW,JO,LO
LLOR;BI,BY,GI,NU
LLOT;CE,DE,EF,EI,EX,IN,OU
LLOZ;AA,EL
LLPU;AB,AF,AP,AR,DE,EM,ER,ET,EW,OR,PU
LLUU;AN,BB,EN,MM,PP
LLUW;AF,DE,EN,EP,FI,IN
LLUZ;AI
LMOO;CE,CH,DE,DU,EP,FR,OO,RU
LMOS;CP
LMOT;
LMOY;FR,HI,IP
LMPU;
LMRU;BI,IN,OO
LMSU;BU,MY
LMSY;CU,GU,HP,MU,PU
LNOO;AD,AZ,BD,DE,DI,EI,ET,EW,FU,FW,IT,KP
LNOR;BY,DU,FI,GI,LU
LNOU;AK,AM,AN,AZ,BT,CI,CK,CM,CO,CT,CW,FM,FO,HY,IK,IM,IQ,IT,LR,PT
LNOW;GI,TY
LNOY;CK,GL,GU,HU,KL,TW
LNRU;CE,CU,DE,DO,EE,EG,EI,EN,ET,EU,EZ,FU,GI,IM,IP,LO,UY
LNSU;DI,FI,IM,IP
LNTU;AF,AP,AW,AY,CO,DO,OP,PU
LNUV;AC,AI,DE,EE,EI,EO
LNUY;BB,BE,BM,CK,DE,DU,EI,FK,GI,GJ,GO,GS,HO,IP,KP,KR,RU
LNXY;EE,ES,ET
LOOP;DE,DL,DZ,EM,EP,ET,EZ,JL,LL
LOOR;AG,AI,AJ,EI,EK,ES,ET,EW,GY,IT,MU,OT
LOOS;OV
LOOT;AG,DE,EF,EI,EN,EP,ER,GU,HI,IK,IN,IR,LU,OR
LOOW;EI,EN,ER,FL,FN,HL
LOPP;AR,AT,CE,DE,EE,EH,EO,EP,ER,ET,IN
LOPS;
LOPT;CO,DE,EK,EN,EO,EP,ER,ET,EY,HY,RY,TY
LOPU;BW,DF,DH,FW,GH
LOPW;AL,BU,DE,FU
LOPY;AA,AJ,AR,CI,CM,DI,HT,IK,IM,IR,IT,KU,RR,RT,TT
LORT;BE,BU,CE,DE,DY,EF,EH,EJ,EM,EN,EO,EP,ET,EU,EV,EW,EY,OO,PY,TY
LORU;AB,AG,AI,AM,AT,AV,BT,DN,DO,IQ,IT,LN,MO
LORY;BL,BN,CO,EP,ES,ET,EV,LP,LT,OP,PP,PT,TT
LOSS;MR
LOST;
LOSU;GH,HL,LQ
LOSV;OO
LOSW;
LOSY;AB,AH,AR,BB,BH,FO,ZZ
LOSZ;CE,EG,EN,EO,EU,EZ,IR,TY,YZ
LOTT;BY,CY,IW,PY,RY
LOTU;AQ,AR,AW,AY,DE,DI,DN,EI,ER,ET,EV,EZ,IN,IR,LO,LY
LOTV;
LOTW;AC,AK,AL,AM,AU,IT,NY
LOWY;AG,AI,ET,EY,NT
LPPU;DE,EE,EF,EN,ER,LU
LPRU;AB,AL,AR,AW,CU,FU,FY,HU,IN,MY,PY,RY
LPSU;FF,SY
LPUU;AC,CE,CF,CR,EQ,FR,GN,HR,LP,NT
LPUY;CK,ER,ES,FF,FR,HS,IN,KN,KO,RR,RS,SS
LRSU;IQ,IT,LT
LRUY;AL,AN,DE,EF,EP,EW,FF,FP,KN,NU,PP,UX
LSTU;BR,HR,PR
LSUU;BM,CO,CT,EF,FR,GV,IT,NO
LSUV;EE,EL,EM,EO,ER,GU,IL
LTUZ;AH,EO,ES
LUUZ;
MMMU;AI,AO,DE,ER,HU
MMOS;HO,IM,IN,IO
MMPU;AW,DE,EL,ER,ET,LY
MMSU;DE,ER,GI
MMUU;DD,DR,HH,HM,KK,LL,LT,RR,TU,UU
MNOO;AA,AM,AO,CE,CM,CN,PP,PT,TU,TW
MNOR;
MNOS;CY,HT
MNOU;AL,CL,FL,NW
MNOW;GI,IN,NU,OT
MNOY;CS,FI,GI,HI,HP,IS
MNSU;
MNTU;AA,AB,AI,AR,AT,GI,HI,IN,IR,IX,IY,PY
MOOP;AT,DE,EK,EL,MP,NP,NT,TT
MOOR;CH,CM,DI,FL,IM,KO,LU
MOOS;IM
MOOT;AP,BC,BY,CD,CM,CP,DE,GU,IJ,IN,IV,NP,NU,NW
MOOV;IL,IT
MOOZ;AB,DE
MOPP;DE,ER,ET,MO,NO,RT
MOPR;AA
MOPS;AG,HI,HW
MOPU;CE,CK,DE
MOPY;AI,CI,CL,HN,IL,OR
MORS;
MORT;
MORU;DE,EG,EV,LO,QU
MORW;IL,OR
MOSS;CH,LR
MOST;GN
MOSU;FU,HK,HU,IK,KK,KX
MOSV;AH,IK,IT,NU
MOSW;DI,HO,HP
MOSY;BO,CN,DI,DO,GG,GI,HT,IN,NO,OT,RT
MOTT;AC,AZ,IT,NU
MOTU;AC,AZ,DI,GI,GO,IM,QU
MOUV;EL,ER
MOXY;AL,AM,BB,DI,EL,EN
MOZZ;
MPPU;DE,ER,ET
MPRU;AK,AW,BE,DE,EH,EI,EJ,EL,EM,EP
MPSU;
MPTU;AC,DE,EI,EM,EP
MPTY;AN,AR
MPUY;EI
MRRU;MU
MRSU;BH
MRTU;AA,AB,AJ,AN
MSSU;
MSTU;CU
MSUU;AF,AR,BG,BL,DO,DR,FO,GJ,GN,IR,NT,OT,PR,PT
MSUV;AE,AR,CI,EI,EL,NO
MSUW;EN,HP
MSUY;BE,CL,DG,EL,GL,RR
MTTU;AA,AE,AN,CE,EN,ER,LU,NO
MUZZ;AE,DE,EL,ES
NNOO;AD,AK,AX,BB,CE,CM,CR,DE,DJ,DT,EG,ER,GM,GR,HP,PT,RY,TW
NNOU;AL,BE,BR,EG,EP,ER,JT,KT,NR,RT
NNOW;AI,AR,AT,DE,ER,ET,GI,IM,IR,IT,IW,OT
NNSU;DE,EE,EI,EK,EP,ER,ET,EW,GU,IP,IR,IT,KU,PU
NNWY;HI
NOOP;CE,CI,CU,DK,IT,KL,LY,MP,MT,NT,UY
NOOR;FU,GG,GN,IN,IZ,JU,NY
NOOS;FI,UY
NOOT;AB,BE,BU,EG,EL,HP,MP,MU,MW,NP,NW,TU,UW
NOOW;AD,DE,DG,EL,FL,GI,MT,NT,TU
NOOZ;AL,CI,DI,IR
NOPR;PU,TU
NOPS;AC,AL,AN,AY,LY
NOPT;HO,MO,NO,OR
NOPU;CE,CO,EG,EH,EL,EN,EP,ER,GI,GP,GR,HO,IR,PR
NOPW;EG,TU
NOPY;OS
NORS;BD,GY
NORT;BU,DU,NU,PU,UU
NORU;AG,AT,FF,FO,GP,HO,IJ,IP,IT,JO,LL,NN,NT,NW,OT,PP,PT,TU
NORW;HT,IK,IN,KU,NU
NORZ;AY,BY,CI,IO
NOSS;AC,AK,AL,AM,CI,IK,IP,IV,IZ,KO,KP,LO,OP
NOST;HM
NOSU;AG,AY,FG,FI,GH,GY,IQ,IV,OY
NOSW;AC,AM
NOSY;BB,BF,MO,OP,OU,OZ,PR,PU
NOTT;BE,BU,CO,EG,EI,EJ,EL,EP,ER,ES,EU,GI,IP,IR,IS,KY,MU,OU,SY
NOTU;BB,BL,BO,BR,BT,BY,ER,ET,IL,IR,IW,NR,NW,OR,OT,OW,RU
NOTW;AN,DE,EE,EI,EN,GI,HR,IN,IU,MO,NO,NU,OU,PU
NOTY;BU,FI,FK,GH,GI,HR,IV,KT
NOWY;BR,FR,GI
NOXY;AS,AU,EG,EM,ES
NPSU;CE,DE,EI,EM,EN,HI,IJ,IL,IN,IP,IY,IZ
NPSW;
NPTU;DE,EE,EK,EL,EN,ET,EU,EW,LU
NPUY;BI,CH,ER,HM,IL,IS
NRRU;AB,AC,GI,IM
NRSU;
NRTU;DO,FU,HU,NO,NU,OO,OU
NSSU;AA,AE,AF,AY,CE,DO,EE,EL,EM,EO,ER,EW,FF,OR,OW,PR,PU
NSTU;JU
NSWY;GI
NTUY;CO
NUXY;AO,ES
OOPP;DE,DI,EL,ER,II,MM,MN,RT,TU
OOPR;CE,EG,EH,EP,ER,EX
OOPS;AJ,EV
OOPT;AM,BW,BY,DE,EL,EY,KU,MN,NN,PU
OOPY;EH,ET
OORS;RW
OORT;CD,CE,CI,DE,DI,EF,EI,EK,EL,FG,GG,IL,LO
OORZ;BE,BI,CO,DE,EI,HU,IN
OOST;
OOSW;AZ,BX,KT,RR,RT
OOSY;AH,CH,DH,DM,DW,JU,LM,MN,NU,NW,NZ
OOSZ;AG,AW,CC,DI,HH
OOTT;AT,CN,DE,EE,II,KU,NU
OOTW;BP,BU,MN,NN,NU
OOTY;CE,EP
OOTZ;ES
OOUZ;FL,HR
OOYZ;FL,IL,NS
OPPR;CY,IN,LY,MT,NU,OT,PU
OPPS;AK,AP,GI,HI,HU,IN,IZ
OPQU;AE
OPRS;IR,LL
OPRT;BI,CI,FI,IN,IU,NU,TU
OPRU;BE,EH,EI,EN,ER,ET,HI,IN,IT,KW,NP,NT,OT,PP,TT
OPRW;AH,AN,AR,GU,KU
OPRY;CP,HY,IL,IR,LL,LP,LR
OPSS;KN
OPST;AA,AC,AD
OPSU;BW,EG,EP
OPSW;AK,BU
OPSY;DD,FF
OPTT;AN
OPTU;AI,CO,DE,EE,EI,ER,EV,FF,GI,IK,IR,KO,MR,OR
OPTY;BO,HL,IL
OPXY;
OPZZ;
ORRT;AC,AG,AM,AP,AW,GU
ORRY;EK,EN,EP,ER,IP
ORST;
ORSU;BG,BO,BR,GI,GU
ORSV;MO,OT
ORSW;OR
ORSY;AC,AF,AL,AM,AN,AV,CN,DS,DW,FW,IL,IN
ORTT;BI,CI,GY,IN,LY
ORTU;AF,AL,AN,AQ,AW,DN,IL,IN,IP,NN,NP,NU
ORTV;AC,AN,AO,AY,OS
ORTW;AB,AD,AR,AU,IR
ORTY;CH,GT,HN,HW,LL,LT
ORUV;AE,AF,AL,AP,DE,DY,EE,EG,EL,EM,EN,ET,EY,GI
ORUX;
ORUY;EK,EV,FZ
ORVW;AY
ORXY;ES
OSSS;AB,AF,AI,AL,BE,CE,CU,DE,EF,EG,EH,EJ,EK,EL,EM,EN,EP,ES,EU,EW,HI,IO,KU,PY
OSST;DI,IJ,IV,IZ
OSSU;AF,BN,DN,NW
OSSV;AE,AI,AL,AR,AY,EH,EL,ER,ET,EW,IN,IR,IT
OSSW;AR,DR
OSSY;CE,DR,EE,EH,FI,HU
OSTT;
OSTU;IQ
OSTW;AA,AB,AU,KO
OSTY;AD,AK,CK,IX
OSUY;AC,AN,GN,JO,NO
OSVW;EL,EN,ES
OSWW;AB,DI,DN,EN,ER
OSWY;AK,DO,DR,FR,OP
OTTU;BN,DE,EG,EI,EJ,EL,EN,EQ,FI,HI,IW,JU,KO,MN,NO
OTTW;AT,DE,HR,IL,IU
OTWY;AK,EL,ER,HR
PPSU;CI,DE,EO,ER,ET,HI,HO,IN
PPTY;AR
PPUU;II,IQ,LL
PRRU;AA,AL,AO,II,IT,LY
PRSU;
PRSY;LY
PRTY;EE,EL,ET,EW
PSST;HU,MU,RU
PSSU;AL,AS,AT,AW,HL,HT,IT,KN,NU
PSTU;CL,CU,DU
PSUY;GG,IN,KN,LP
PTTU;AK,DE,EE,EN,ER
PTUZ;AH,DE,ES
PTYY;FI
QSSU;BI,DI,EG,ET,EU,HI,HU,IT
RRTU;AC,AG,GO,IP
RRUU;EF,FF,GG,MM,MO
RSTU;IJ,IL,IQ,IV,IZ,LL
RSUU;AM,AO,CS,DM,FL,FO,IM,ST
RSUY;BE,EN,ER,EV,KR,MR
RTUY;
SSSU;AL,AP,BY,CH,CI,CO,HI,IM,IT,KO
SSUU;CC,CM,CR,EQ,ER,HQ,HR,HW,KK,NP,PR,RT
SSUW;AP,AQ,HU,NO,RT
STTU;CE,DE,EE,EL,ES,EY,IL,IT,LY
STUU;AG,CH,CL,CM,CP,DP,EQ,ER,HN,IL,IN,JN,MN,MO,MP,RS
STXY;AE,AN,AR,EP,ER
SZZZ;EI
TTUU;AA,CO,DE,JO,LM,OP
TUYZ;ES,HM,KL
TUZZ;ES
UUYZ;
