AAAARR;CC,CJ,JK,PP
AEHLMT;EP,FI,GI,II,IO,LY,NO,PP
AEHLNO;AZ,DE,DI,IP
AEHLNS;MM,PR
AEHLNT;CI,CP,HU,IL,IX,IZ,LU,PY,UZ
AEHLNU;AC,CD,CO,CR,DE,DI,DK,DV,HT,IR,LT,MY,TZ
AEHLOS;BW,EM,EU,IM,JW,MU
AEHLOT;AB,BU,BY,EG,GX,IM,IZ
AEHLPS;GI
AEHLPY;GO,NT
AEHLRS;GG
AEHLRT;DL,GU,PP,RU
AEHLRU;CN,CO,CT,OV,RT
AEHLRV;IO,OU
AEHLRW;AB,AN,DL,EG,LO
AEHLSS;AV
AEHLST;FU
AEHLSU;AG,BC,CH,CL,EO,FM,FT,IV,MO,PT
AEHLSV;AB,AS,BE,DI,IS,IU
AEHLSW;AB,BO,JO,MP
AEHLSY;AG,AM,CR,CT,DL,IM,IN,IT,NT,OR,TT
AEHLSZ;IW
AEHLTW;
AEHLTY;BO,CG,CK,CS,ET,LL,LM,NO,NP,NS,ST
AEHMMR;CN,DE,ER
AEHMMY;
AEHMNS;AD,AR,DE,DR,DU,EK,EP,ER,FR
AEHMNT;AA,AL,AP,AR
AEHMNU;BD,CI,DS,ET,IN,IS,IT,IZ,LY,OS,ST
AEHMOS;BI,CT,DP,DR,DT,DU,DY,EL,IL,LR,LU,PT,RT,TT,TU,TW,TY
AEHMPR;AO,EE,EG,IT,NO,NU,OT,PY
AEHMRR;EM
AEHMRS;AN,BU,FN,GO,NO
AEHMSS;BE,BL,BU,EL,EP,GU
AEHMST;DO,OP,OW,OY
AEHMTU;AL,EN,EX,IN,IY
AEHMUW;
AEHNNS;BE,CE,CI,CL,CR,CT,DW,ES,GT,IS,JO,KU,PU,UV,UW
AEHNPP;BE,DE,IY,NU,OY
AEHNPS;GW,OW,OY
AEHNPT;AM,CL,CN,DU
AEHNRT;AM,DG
AEHNSS;BE,EN,OX
AEHNST;AB,AK,BK,BU,UW
AEHNSU;BT,ER,ET,IM,KN,MO,MT,NV,RT
AEHNSV;DU,NU
AEHNSW;CR,DN,DR,EG,ET,FR,GP,HR,KO,KW,OP,ST
AEHNSY;BR,CI,CK,GR,IL,OP
AEHNSZ;GI
AEHNTU;BL,BS,EM,ES,HL,IM,LL,LZ,MS,OQ,SW
AEHNTW;CM,DU,IR,IS,SS,SU
AEHNUW;DT,IR
AEHNUY;LM
AEHORS;BE,BJ,DE,DK,DM,DP,DW,ES,IP,KO,PP,PS,SW,UV,UW,VW,WY
AEHORX;
AEHOSV;CU,RR,RU,RW
AEHOSX;BT,BY
AEHOTW;
AEHPPU;DE,NN
AEHPRR;CE,CO,EK,ET,IT,OY
AEHPRS;AZ,UX,UY
AEHPRT;GI,GU,IM,IR,LP
AEHPSS;AD,BU,KU,PU
AEHPST;AB,TT
AEHPSW;GN,LM,NO
AEHPTY;CE
AEHRRS;
AEHRRT;BE,DE,DI,EE,EG,EI,EL,EP,EW,IP,IW,TW
AEHRSS;AS,AY,GG,QU
AEHRST;AU,UU
AEHRSU;AT,BG,BK,BM,DN,EK,EN,IT,MT,NT,OT,OV,OW,PX,PY,RT,TU
AEHRSV;OR,OU
AEHRSW;AD,DN,DO,FN,HN,OR,OU
AEHRSY;BN,GN,IT,LO,PU,RT,TT
AEHRSZ;AP,IS,TV
AEHRTT;AI,AL,DO,DW,GU,NU,RW
AEHRTU;AS,BY,CG,CL,DG,GL,GP,GT,IS
AEHRTV;
AEHRTW;AX,RT
AEHRTY;EF,EH,EM,IS,IZ,RS,ST
AEHRVW;DI,ET
AEHSSS;AR,IY,QU
AEHSST;BO,OU,UX
AEHSSU;BD,BM,BP,CI,CR,CS,GM,GO,IT,KP,MS,OT,PP,TX
AEHSSV;AL
AEHSSW;AK,IL,LY
AEHSTT;CC,CH,CN,CS,CW,EE,EW,NS,OP,PT
AEHSTW;EN,ET,IN,IT,NU
AEHTWY;CE
AEIIKS;AN,BL,DD,HT,NR,NT
AEIILS;FM,FN,MN,MP,NN,NZ,QU
AEIIRR;AS,BR,CT,GT,IT,ST,TT
AEIJLR;FZ,GN
AEIJLZ;FR,KZ
AEIJMM;
AEIJNR;CR,GL
AEIJNT;CH
AEIJRV;OZ
AEIJSS;BN,CK,LL,LM,MN,PS
AEIJSX;
AEIJSZ;TZ
AEIKKP;EL,LR
AEIKLN;
AEIKLR;CH,CP,DL,KP
AEIKLS;AL,EL,EM,EV,HM,KM,LM,OP
AEIKLT;IL,MT
AEIKLX;DO,FL
AEIKMN;CN,ET,FN,HZ,KO
AEIKMT;AC,DR,EN,HR,LO,LT
AEIKNS;AB,AI,CP
AEIKNT;GW
AEIKNY;
AEIKNZ;HM
AEIKOR;CR,DT
AEIKOS;BL,CP,LN,LP,NS
AEIKPR;AT,KL,LT
AEIKRR;AM,CC,CE,CO,CV,EF,FM
AEIKRS;BE,EF
AEIKRT;AP,BE,EW,HI,HM,IY
AEILLM;AB,AM,AR,AX,BK,BL,BM,BS,DY,IR,KP,KS,LO,LS,SS,SY
AEILLN;AC,AK,AT,CC,CD,CT,DN,DV,DW,ET,FH,FI,FT,HT,NO
AEILLS;AK,EK,KM,LM,MY,QU,UV,YZ
AEILLT;AN,AP,AT,AV,BC,BF,BL,BN,BT,CH,CL,CM,CN,CO,EN,FH,FN,FO,HK,HN,OV,QU,UZ
AEILLV;AK,AR,AT,CC,CR,IT,NY,PS
AEILLW;BL,DN
AEILMM;AL,AX,BL,CO,ET,OT,TU
AEILMN;DE,DI,DY,EZ
AEILMP;CH
AEILMR;AL,DY,HU,QU,UV
AEILMS;FI,FL,FT,FY,KK,KL,KT,LL,LY,OT,OV,OW,TT,TU,TY,UV
AEILMZ;EK,EN,ET,OR
AEILNO;BC,BJ,DG,DH,DN,DZ,LN
AEILNP;AH,LY,NU
AEILNR;AB,AU,BD,BU,DF,DN,FN,FU
AEILNS;AN,AZ,IN,IZ
AEILNT;BD,BL,BY,CC,CH,CL,DD,DN,HL,HX,HZ,IZ,NY
AEILNV;AC,AM,BE,BI,CC
AEILNW;BD,BN,CG,DK,DL,FK,GK,GN
AEILNX;GH,GT,HT
AEILOP;AC,BC,CC,CF,CL,CT,GT
AEILPP;AL,AZ,BT,CY,FH,GU,IT,NT,QU
AEILPR;AX,BZ,EG,ER,FX,GU,KK,XY
AEILPS;EW,FW,KW,UV
AEILPT;AL,GO,IP,IX,OP,YZ
AEILQU;ES,EX,EZ,IS,KY,MR,PP,RS,SY
AEILRR;BO,BU,BW,UZ
AEILRS;FO,FU,FZ,OY,OZ,QU
AEILRT;AV,FO,OV,OZ,VV,XZ
AEILRW;CR,DD,DR,EV,GG,GV
AEILRY;AL,ES,GS,GZ,LR,LS,MS,OS,OZ,PX
AEILRZ;BP,CO,DY,MO,OP,OS,OT,OV,OY,RU,TU,TX
AEILSS;
AEILST;AX,EM,ET,MM,MT
AEILSU;AR,BF,BM,BX,CM,CO,CP,CR,CV,EQ,FR,GO,HR,HV,IQ,JO,LQ,LR,LV,MV,PR,PV,QR,QY,RR
AEILSV;BE,EK,EM,EW,HU,LP,LU,MO,MU,PU
AEILSW;AY,CV,DY,EG,EP,EV,FP,FY,MO
AEILSY;AW,ER,FM,FW,GR,HM,LM,LR,LZ,MR,OR,QU,RV
AEILSZ;AN,CI,CO,DO,DU,DY,ER,FR,GL,GN,GR,HW,IN,IR,LY,NS,OR
AEILTY;AF,BC,BN,CC,CD,CP,DI,NN,NP,PZ,QU
AEILUV;CR,CS,DS,ET,FF,MR,MS,PS,RT
AEIMMM;DL,FR,RZ
AEIMMN;CP,DU,ET,NO,NT,OT
AEIMMR;EK,FM,MZ
AEIMMS;IX,ZZ
AEIMMT;CG,CT,EL,EN,IX,LN,LO,LU,NN,NO
AEIMNO;AG,AX,BH,GN,KK,MN,WZ
AEIMNP;AD,AS,AT,DO,DW,OT,SX
AEIMNR;AZ,IU,QU
AEIMNS;BP,IZ,PX,UV
AEIMNT;TU,VZ
AEIMPR;
AEIMPV;
AEIMPY;HH,LT
AEIMRS;AC,CC,CI,CK
AEIMRT;FO,HK,OT,OZ
AEIMRU;BB,BO,DN,HL,IN,LN,LP,LQ,LV,NQ
AEIMRW;BC,BL,FF,FR,GO
AEIMRY;CL,NT
AEIMRZ;AC,AN,CE,DE,DN,LO,MM,NO,NP,OT
AEIMSS;AD,DF,DO,IO
AEIMST;BL,FL,LU,LY
AEIMSV;EL,LO
AEIMSZ;IN,MZ,NS
AEIMTT;AC,AR,CH,CM,CR,CU,DD,DR,KL,LR,LU,NR,NU,OP,OR,OV,UV
AEIMXX;
AEINNN;GH,GI,GX,OX
AEINNO;BS,BZ,CM,CS,CZ,DL,DM,DV,LL,LM,LS,MM,NX,PS,PV,RS,RW
AEINNP;DL,DU,HZ,KL,LM,LU,OS,OV
AEINNR;BF,BK,BR,FL,OW
AEINNS;AL,BO,EL,EM,LL,LM,LO,LY,OP
AEINNT;DL,DU,EH,EV,HI,HX,IV,LY,UV
AEINNV;CG,DG,DO,ET,GG,GH,GR,IT,OP,OT,SS,TU
AEINNZ;AL,BO,CO,DR,HP
AEINOZ;AB,BN,BT,CN,MR,MT,MW,RT
AEINPP;DO,DX,HY,LT,OT
AEINPR;AB,RU
AEINPS;BM,MX
AEINPT;GO,IZ,MO,OP,OZ
AEINRS;BU,BW,BZ,EU,UZ,ZZ
AEINRT;AZ
AEINRV;AC,BC,CH,CO,CT,CY,FI,IR,RT,TW
AEINRW;AR,HS,NO,NS,OR,PS,SS
AEINRZ;AM,AT,CF,DM,DN,DO,FR,IT,MO,MP,OT,SZ
AEINSS;FI,IX,WX
AEINST;
AEINSV;AI,EG,EW,GM,GW,GY,MU
AEINSX;DN,DO,EM,FR,MP,OS,OZ,RS,SW
AEINSZ;AD,AL,BR,CY,DI,FI,HS,IL,IM,LS,MS,RU,RZ
AEINTU;BT,HM,IM,IT,MT,TU
AEINTV;IM,IN,MZ,NO,OX,RR
AEINTZ;AM,AR,BO,ET,HI,HL,IL,IP,IR,MO,MV,OP,OR,QU
AEIOPS;CK,GH,MO,MX
AEIOPT;GL,GN,HT,LN,LP,LR,MN,MT,NP,NR,NZ,OT,RR,RX,TV
AEIOPZ;DL,HR,LR,RV
AEIORR;BL,BN,BS,BZ,CK,CL,DN,DP,DT,FG,GN,GP,LT,NT,NW,PT,PV,PW,SS,ST,SV
AEIORS;AL,FL,GL,GS,HL,LS,LY,LZ,RR,RS
AEIORT;BF,BL,BV,DK,DL,DM,DR,DT,DV,FL,FM,FV,HL,HU,LM,LP,LR,LT,LV,LZ,MT,MZ,PR,PX,TV
AEIPPT;BL,ET,EZ,IL,LN,LO,NO
AEIPPY;CL,HN
AEIPRR;NU,OV,OW,PZ
AEIPRS;FF,XY
AEIPRT;BZ,FI,GH,GY,IZ,OX,QU
AEIPSS;AC,CI,CU,CZ
AEIPST;DI,EK,EX,IX
AEIPSV;CC,DN,LL,LU
AEIPSW;CK,EF,EL,FL,KL
AEIPTT;CH,DU,EH,EP,HO,MO,OO,OV,UV
AEIPTU;CM,DL,DR,DT,MR,QR,TV
AEIPTW;CH
AEIPZZ;IR,SZ
AEIQSU;BN,DD,DL,DR,DY,EL,ER,ET,FR,GR,IL,IN,KT,LL,LN,LR,LT,LY,MR,NT,RR
AEIRRS;AF,AG,AI,FI,FR,GU,GZ,OR,QU
AEIRRT;FI,GI,GM,II,QU
AEIRRV;AT,BY,CK,EW,GN,HO,NT,OP,PT,WY
AEIRRW;AN,DH,DL,DS,DW,DZ,FM,HI,HS,NO,NU,OP,OR,VY
AEIRSS;CD,CO,CV,DI,DV,OV
AEIRST;UZ
AEIRSV;AB,AI
AEIRSY;BL,BT,DH,DL,DN,EL,ET,GL,GN,GU,HT,HW,IN,LL,LN,LO,LV,PR,PT,PV,PX,RS,TV,WW
AEIRSZ;DI,EL,FL,IL,IT,LO,NZ,PP,TT
AEIRTT;MO
AEIRTV;CL,CN,CU,FO,IZ,LN,LO,LU,LV,NR,NU,NW
AEIRTW;DE,EK,FG
AEIRVW;DH,DY,EL,ER,GL,GN,NT,RY
AEIRWX;GN
AEIRWY;DG,DV,GG,RV
AEISST;AB,AT,BB,BT,TT,TU,WZ
AEISSV;BE,EW,OR
AEISSX;AR,DO,DP,IN,LM,LO,NO,NR,NW,PR
AEISSZ;CP,EM,HN,LN,MN,MT,NN,OT,TW
AEISTT;DS,EL,GG,GS,LL,LS
AEISTV;BO,EH,GI,IZ
AEISTW;CG,CK,EM,GK,GS,HS,KM,SS,SZ
AEISTX;BU,CH,CU,DO,EP,EU,GO,IL,IP,IR,MO,MP,MR
AEISTY;BR,CN,DM,DN,ER,KN,MR,MZ,NP,PP,PR,PS,RV,SS
AEISVW;CL,DO,EL,EN,ES,GN,NS
AEISVZ;IT
AEITTT;AN,HN,IN
AEITTV;AX,LO,MO,MU,OP,PU
AEITTW;
AEITTX;AV,EU
AEIUVX;
AEJJNU;
AEJKNR;
AEJKST;PU
AEJKSY;
AEJLPS;IO
AEJLSV;IN,NU
AEJMMR;
AEJMRT;
AEJMST;CI,IM
AEJNNY;DE
AEJNST;AR,CO,CU
AEJNSU;IT,LV
AEJPRS;AO,DO,EI
AEJPRY;DO
AEJPSS;IS
AEJRVY;
AEJRZZ;
AEJSSS;IP
AEJSSY;
AEJSZZ;IT
AEJTWY;
AEKKMS;IL
AEKKNR;
AEKKRY;CN
AEKLNR;
AEKLNS;NS,PP
AEKLNT;CU,PR
AEKLNW;BO,DI,FI,GI
AEKLNY;BR,BT
AEKLPS;IN,IO,IW,NP,PT
AEKLPY;IL,OT
AEKLRR;
AEKLRS;MO,OY
AEKLRT;EM,NP,OP,OV
AEKLRV;CO,OT,OW
AEKLRW;AC,AD,AM,BO,CE,CO,DO,OP,OV
AEKLSS;BC,BE,CH,CN,CS,EL,EM,EW,FO,NN
AEKLST;AH,BE,EL,EY,PP
AEKLSW;BD,ES
AEKLSY;BI,ET,OR
AEKLTU;CN,DP,IN
AEKLWY;EK,IR,KL
AEKMNU;BT
AEKMOT;AR,EY,IL,PR,RW
AEKMPU;CH,CL
AEKMRR;FI,PV
AEKMRS;GY,IN,IP,LO,MN
AEKMRT;AH,AO,AR,CN,DI,HI,OP,OW,PU
AEKMRU;CK,IZ,KK,LW,LY
AEKMSS;BU,EE,EL,EN
AEKNNR;BI,DE,DU,EG
AEKNNT;BO
AEKNOS;BX,DU,EK,FR,GK,GR,IL,IS,LY,NP
AEKNOW;BL,CN,DT,ER
AEKNPS;AC,CE,CI,CS,EN,ET,EW,GI,IL,IT,LP,NO,PS
AEKNRR;EH,OV
AEKNRS;FO,MM
AEKNRT;AP,CM,LP
AEKNRU;CP,OY
AEKNRW;
AEKNRY;BL,OU
AEKNSS;AB,AC,BY,CL,CP,LN,LT,PP,TW,WY
AEKNSV;BE,DY,IT,LR
AEKNSW;HW,ST
AEKNSY;BS,CH,DV
AEKOPS;BE,BH,CC,CH,CI,CJ,IL,NN,TU
AEKORS;AK,BG,BO,CG,CL,CM,CW,DE,DH,DM,GN,HO,LM,LY,OV
AEKORT;AM,AY,BU,CO,EV,FU,LP,LV,MP,MW,PR,UY
AEKOST;AC,BB,BU,CD,CG,CH,DH,DU,FF,HU,PU,TU
AEKOSY;LN,LR
AEKPRR;AB,AT,DE,EH,FN,MV,OT
AEKPRS;AB,AT,BU,MU
AEKPSS;AD,AE,BE,CN,HU,IM,NP,NU,PU
AEKPTU;DL,ER,MR
AEKQRU;
AEKQSU;AE,CL,DE,DW,IT
AEKRRS;EW
AEKRRT;AM,AP,OP
AEKRRY;CT,EF
AEKRSS;
AEKRST;
AEKRSW;FO,OT
AEKRSY;AB,AH,GM,LO
AEKRUW;FI
AEKSST;DF,HI,IM,IN,IO,NW
AEKSSU;BM,CW,HP,PP
AEKSSV;
AEKSTW;GI,IM,IN,IP,IR,NS,OR
AEKTWY;AA
AEKWYY;
AELLLS;AM,BY,DI,GI,IM,UV
AELLLY;BS,HT,IN,OR
AELLMT;AB,AE,BE,CE,CI,DE,EF
AELLMY;DI,IN,OZ
AELLNU;AP,BR,DG,DN,DW,FN,HT,PR,PT,RY,TY
AELLNW;OW
AELLNY;DE,DT,FR,MT,RU,TT,TU
AELLOR;BL,BM,FL,FU,FW,HW,MR,PP,PW,WW
AELLPP;AB,AD,AI,EE,IR,OR
AELLPS;GN,NO,OO,OX
AELLPT;CE,DE,EL,ET,FR,NT,OR
AELLPX;
AELLPY;AB,SS
AELLRT;BH,CE,DE,DH,ER,FP,LU
AELLRU;CL,CN,FO,FW,FX,LT,NY
AELLRW;CO,DH,EF,FO,FU,HO,OP,OW,YY
AELLRY;BI,DF,FN,IN,IR,NU,WY
AELLSS;AG,CF,CH,FG,HR,HS
AELLST;FO,KU,UU
AELLSU;BC,BT,CH,CT,IQ,IV,KT,LV,OV,TU,VV,XY
AELLSY;AB,BE,BL,CC,DH,IZ,PS,UX
AELLTT;AI,BE,BI,DO,EL,EO,EP,GO,OR,RY
AELLTU;CO,CS,HN,IQ,IR,IZ,LR,NY
AELLTW;CY,DO
AELLTY;AC,AK,BO,CW,DE,DN,GI,HL,NT,NU
AELLVY;BO,CO,DE,DO,GI
AELLWY;AD,AW,AY,CT,KK,RY
AELMMR;OW
AELMMS;EL
AELMNO;AX,BE,BN,BZ,DE,GN,GY,LO,LZ,NU,WY,YY
AELMNR;AT,NY
AELMNS;AD,AW,AY
AELMNT;LY
AELMNW;AH,AS,EH,ES,OY
AELMNY;AB,AS,BC,CC,CI,DI,GI,GO,IL,IM,LT,NR,OW,OY,ST
AELMOR;BL,LR,LT,MW,TZ
AELMOS;AU,BC,BK,BU,BV,CI,CL,CU,EF,EG,EH,GP,GU,HI,HU,IP,IV,IW,KU,PU,PX
AELMPR;AX,FR
AELMPS;GO,NO,OX,OY
AELMPU;AL,BJ,BP,CK,IR,LU
AELMRS;AW,AY
AELMRT;AN,OZ
AELMRU;BL,IP,IQ,IV,KW,KY
AELMRV;DE,ER,IP,IU
AELMRY;AK,AS,DI,DK,EG,EK,FK,IS,KU,LS,NN,OS,ST,TU
AELMST;BI,FI,IK,IT,IY
AELMSU;AO,FH,FW,GO,HO,IV,KO,QU
AELMSY;BS,CP,DI,DS,DU,EN,FI,HI,IR,IT,NT,PR,RT
AELMTU;AH,AM,DO,DU,FO,GI,GO,IM,IT
AELMTY;AP,BO,DT,NS,OS,OZ,RS,RU
AELNNP;CI,GI,GT,IK,IM,OO,OT
AELNNR;AE,BO,CI,DI,EG,FI,GI,GO,MY
AELNNW;BI,GI
AELNOR;BN,BZ,EP,ET,FP,FT,GJ,GN,GY,PP,TT,TY
AELNOS;AS,AV,FV,FW,KY,LV,NU,SV
AELNOT;AN,ER,FN,FR,LO,OZ,RT,RU
AELNPR;BU,DO,DU,FO,LU,OV
AELNPS;AB,DL,DY,KP,PY
AELNPT;EH,EM,LT
AELNPU;BR,DD,DE,DI,DR,DY,LR
AELNRS;UU
AELNRT;AM,AX,DY,FO,OY,RY
AELNRU;AI,HI,IS,LP,LY,PS,WY
AELNRV;CE,CY,DE,EE,LY
AELNRY;AZ,FL,LU,LV,MN,OT,RT,UW
AELNRZ;AY,BO,BY
AELNSS;BB,BO,CK,CO,CT,FF,FT,KN,KT,NT,OV,ST,TY
AELNST;BL,FS,LS,SS
AELNSU;EQ,JV,NO,NR,OR,QU,RU,RV,UX
AELNSV;AC,AO,AS,FO,JU,LO,OS
AELNSY;EM,FU,PP
AELNTT;BE,DE,IO,IP,PU,PY,UX
AELNTU;AC,CE,CK,CO,FF,HH,HL,HZ,LU,LY,TX
AELNTV;DE,EM,EY
AELNTY;DL,DR,FN,IN,IR,IV,LM,LT,LU,RR
AELNTZ;GI,HI,HU,II,OO
AELNUW;RY
AELOOZ;BM,NT,PR,RT
AELOPR;FN,FY,KW,LW,OZ,YZ
AELOPS;FW,GM,HS,LO,MU,MY,PU,SS,SU
AELOPT;FP,GI,IP,KY,LY,MO
AELOPX;
AELORS;IV,IY,IZ,KY,UU,VY,WY
AELORT;AE,EI,EN,EW,IM,IN,OW
AELOST;AX,LY,TU,TW,UY
AELOSV;AN,EL,ER,FN,FO,IM,IR,KZ,LN,LR,LU,MR,NR,PR
AELOSW;CL,HJ,IM,LR,RY,TT
AELOSZ;CI,CN,DI,DM,GO,IR,KV,OX
AELOTZ;AM,BU,HI,IT,MV,MY,NO,UY
AELOVV;
AELPPR;DE,HT,PU
AELPPS;EN,KN,NY
AELPPT;BI,DE,FO,HM,HR,II,IN,IO,NR
AELPPU;BM,CO,DE,GI,IQ,PR
AELPPY;AM,CI,OX
AELPQU;DX,IP,OY
AELPRR;DU,FM,GP,IT,MT,RU,TT
AELPRS;BB
AELPRT;BU,DU,FL,HP
AELPRU;CI,CO,DI,DN,DO,DR,DT,IM,PP,RR
AELPRW;AN,AY,DO,KO,LO
AELPRY;AW,AZ,BO,ER,GO,IX,OV,OZ
AELPSS;DO,OU,OX
AELPST;EV
AELPSU;FU,IV,OS,UV
AELPTT;IN,LN,NU,NY
AELPTU;BR,CU,CY,DI,DK,DR
AELQSU;BB,BU,DI,DL,II,IL,IN,IR,IT,IY,LR,MU,NU,RR,RV,RY,TT
AELQUZ;EI
AELRRT;BU,DU,HU,LY,MP,NY,VY
AELRRY;BN,DE,DH,DI,EP,IL,IT,LO,LT,NT,TV
AELRSS;
AELRST;
AELRSU;AI,AO,BB,BG,BK,BO,BZ,GN,GO,IN,IQ,KW,NN,NO,NU,OU,QY
AELRSV;AP,LO,OP
AELRSW;AF,AM,EE,EF,EG,EN,FF,GG,GN
AELRSY;AD,AM,CC,CD,CH,CO,DD,DI,HO,IM,IO,KO,MO,QU
AELRTT;AH,EH,LY
AELRTV;CE,CI,DE,EI,ER,IP,IV,LY,RY
AELRTY;AB,FT,MU,NR,RV,TU
AELRUV;CI,GR,HO,IM
AELRVV;
AELRWX;
AELRWY;AC,AP,AY,DE,LY,NU
AELRYY;AW,BI,LT,LW
AELRZZ;AU
AELSSS;BE,BU,DN,EE,EM,MS
AELSST;NN
AELSSU;FO,JO,OP,PP
AELSSV;AG,AH,AN
AELSSW;AC,DD,ZZ
AELSSY;AB,AM,AN,BM,CC,DI,DM,DN,IP,LP,MM,MO
AELSTT;CE,CI,CO,EI,FI,FK,FO,FU,IK,IM,IO,MO,OU,QU,UU
AELSTU;AV,GU,GV,LU,OT,OV,OY,QT,QZ,TU,TY
AELSTV;GU,LY
AELSTW;AB,BE,BO,BY,DD,DN,EV,FU
AELSTX;AB,AI,AO,DR,FI,II,NP
AELSTY;AD,DG,MO,OU
AELSUV;AT,CI,CO,GT,HI,IL,IM,IN,IP,JN,LL,LO,LV,NT,OT,PU
AELSUX;BI,FF,LY,MP,NU
AELSVV;LU
AELSVY;AG,IT
AELSYZ;AN,BI,DI,IL
AELSZZ;AT
AELTTT;EF,EO
AELTTW;BE,NR
AELTTY;AC,BU,CO,CR,DM,FR,IR,LN,LR,NP,RU
AELTUX;AB,AP,FG
AELUUV;DN,OT,VZ
AELUVV;IN,UZ
AEMMMR;FI,IZ,TY
AEMMMT;OU,RY
AEMMMY;RT
AEMMNR;AG,AT,BE,CH,EG,ES,GO,PS,RY,TU
AEMMRR;EH,EY,GU,NY
AEMMRY;DE,ER,MT,NR,TU,TW
AEMMRZ;IM
AEMMST;AO,AT,EG
AEMMSU;AN,BL,GR,SW
AEMMSY;
AEMMTU;AL,EL,IL,IR,MO,RY
AEMMTW;RY
AEMNNP;HY,IL,OW
AEMNNR;CH,DE,DU,GI,LY
AEMNNT;
AEMNNV;
AEMNOP;CH,DI,DT,GH,IT,NW
AEMNOR;BE,EZ
AEMNOS;AW,EW,EX,OZ,WY
AEMNOT;AZ,CE,DE,DP,OZ
AEMNOY;BG,CG,DG,GL,GX,LW,LY,MN,SW
AEMNPR;AS,AT,BU,HU,MS,SS,SU
AEMNPU;BR,DD,DP,HR
AEMNQU;IR
AEMNRS;AH,AP,BY,CH,FH,KM,MP,PS,SW
AEMNRT;
AEMNRU;BP,CI,CY,EV,GI,II,IQ
AEMNRW;AT,DU,ES,ET,OP,SS,ST
AEMNSS;CH,GW,GY,RW
AEMNST;CK,FF
AEMNSU;AM,HI,HO,IO,IV
AEMNSV;ER,GI,IU,OR,RT
AEMNSX;GO,IP
AEMNSY;AL,CI,EL,GS,IR,OR,OW,RU
AEMNTU;BK,CI,EH,HI,II
AEMNTV;EL,EP,II,IZ
AEMNTX;AU,EH
AEMOOV;IL
AEMOPZ;AX
AEMORR;AG,CL,CP,CT,GG,LL,LP
AEMORS;PP
AEMORT;AD,AK,AT,AX,CD,CP,CR,CY,DI,DR,DU,DW,GG,IL,IT,IZ,KP,KW,LL,LP,LU,LZ,PW,TU
AEMORW;CE,CH,DG,DH,DT,EH,FL,FV,GI,GP,IN,KT,NP,PT
AEMORX;AT,CU
AEMOST;AM,AY,BU,DH,DP,EG,GP,HP,HU,HY,MU
AEMOSV;BL,IL,LR,NR,RR,RT,RW
AEMOSW;AN,FU,IL,IN
AEMPPR;DE,ER
AEMPRR;AG,DE,EP,EV,FL,KV,LO
AEMPRS;AG,AN,NO,NS
AEMPRT;HO,KO,NO,OW
AEMPRV;DE,ER,KR
AEMPSU;CD,DO,ET,GT,TT
AEMQRU;GI,IL,IN
AEMQSU;LU
AEMRRR;EK
AEMRRS;AB
AEMRRU;EQ,GM,OR
AEMRRV;AG,DE,EL,EP,KP,TU
AEMRRW;AG,AK,DE,FI
AEMRSS;BW,MP,NP,NW,PW,RW
AEMRST;
AEMRSU;AF,BF,BH,CH,FF
AEMRSY;AD,AL,BN,EP,GK,LL,LO,LP,NO,NU,OR,OS,PR
AEMRSZ;
AEMRTT;AI,AN,AO,AU,CI,DE,DI,ER,IN,IO,NO,OO,OU
AEMRTU;MY,OT
AEMRUV;EN,IL,RT
AEMSSS;LO,LS,LT,OR
AEMSST;CT
AEMSSU;BH,BI,BK,EG,FO,GH,GI,OZ
AEMSSY;AL,CP,DL,DO,GN,LM,LO,OR,OW,RT
AEMSSZ;EI,IN,IT,OU
AEMSTT;AG,AM,LN,PT
AEMSTU;AQ,BO,DI,EP,GI,GP,IZ,OO
AEMSTY;AO,CH,DI,HO,HT,IL,IZ,LO
AEMSUV;
AEMSYZ;IT
AEMTTU;AO,AR,CI,EQ,IL,IV,OR
AEMUZZ;
AENNNO;CD,CL,CU,EG,IX
AENNOS;ET,IL,IR,IT,LU,RT,RU,TT,TU,TX
AENNOV;CT,DI,IP,IT,RY
AENNOY;FL,MM
AENNPR;AJ,CY,GT,HU,OO,OT,OX
AENNPS;CE,CI,EK,EM,ET,HU,IT,NT,SU
AENNRT;BE,CE,EU
AENNRV;EE,EG,GI,OY
AENNRW;DU,GT,IO,IS,OT,SY
AENNSS;AA,CR,DK,EH,EL,EM,ER,ES,ET,FF,KL,KR,LR,LT,PR,PU
AENNST;MO,NP,OP,OU,OX,QU
AENNTT;CO,DE,NU
AENOPS;CH,EG
AENOPT;IM,IP,IZ
AENOPV;IN,LL,LR
AENOPW;DE,LT,MN,MR,NU,RY
AENOPY;LP,RW
AENORS;FK,JZ,NY,WZ
AENORT;EL,EO,FF,FL,LT,LY,TX,TY,WW
AENOSS;AL,AP,BB,BG,BL,BY,DG,DH,DP,DY,GY,HX,LV,PU,UU
AENOST;EN,NX,OZ
AENOSW;AM,BC,BJ,EM,FL,GR,IM,MY,RT,RZ
AENOSX;BK,DI,EM,GM,IL,IS,IT,IZ,NT
AENOTT;AN,BR,EU,FI,GR,HI,II,IL,IN,IR,KU,LR,PR,RV,RX,RY,UU
AENOTV;IN,IX
AENOTZ;AM,BE,BI,CN,IM,IP,IR,SS
AENPPR;
AENPPS;AM,EG,EL,KL,KS,LY,MO
AENPPT;DU,ET,IL,IO
