AAABC;AABDRR
CDHNU;
CDHNY;AAAPRS,AABMOR,AAGHMO,ABOORR,ABOORT,ADEOOP,AEIMMO,BEEMOO,CEOORT,DEOOOR,HNOORT
CDHOR;HNNOTY
CDHOT;ABIRSW,AIIPYY,GHIINP,HNNORY,IIMOST
CDHTU;AABGKR,ABIIRS,AFILPS
CDHUY;AELMOS,EINNOS,ELNOOS
CDIIN;AAACEM,BEEENO,EHKLLU,EILUVZ
CDIIO;AALRTT,AGHIPR,EMMOTZ
CDIIR;
CDIIS;BEEMRS,CEELMR,GLLOPY,LOPTUU
CDIKS;AINOOT
CDIKY;ABCDHI
CDILO;FLSUUU,IJSUUY,OORUUU
CDILU;AAAQRT,CCOOPS,FLOSUU,HIPRSU,HOOOPS,IJOSUY,KNOPSS,OOORUU
CDIMO;
CDIMU;CEMRRU
CDIOR;LOOUUU
CDIOS;
CDIOT;
CDIPU;AEGGNO,AGORRT,GMNNOO
CDISS;DDEEEN,DEEGNN,EIIMRV
CDIST;
CDISU;AACLLY,AEETTX
CDITY;DEELUV,EEEFLV,EEELPV,EEIIMP,EIIRTV,IINTUV
CDKOS;AIINOT
CDKSU;AABGLR
CDKUY;
CDLOS;AGTYYZ,AHLLPY,ALPTYY,HMMNOO
CDLOU;AIIJNN,IOORUU
CDNOO;
CDNOY;AACCEJ,AAGHHM,AAIPRV,ABHORR,ABHORT,ADEHOP,AEGMOT,AEHIMM,AIILLT,BEEHMO,BEEIRT,CCEIIN,CEEFIK,CEHORT,DEHOOR,EEIMPT,EFIRTU,GIORRU,IIMMOT
CDNUY;AAMORT,AEEHKN,AIMORS,BEELMT,BIIRTU,CGILNO,DDEEIL,EEILNQ,EIILTV,FINOST,GIOORR,IIILTT,IIITTV
CDOOS;AMORRU,GIILST
CDORS;
CDORU;ILOOUU
CDORW;
CDOSU;
CDOSY;AAILUU,ABIILS,ABILOU,AGLTYZ,AHLLLP,ALLPTY,IIJLUU,ILLRUU
CDRSU;AABGKL,ACHHRW,ACHHRY,CCIMTU
CDRUY;AAMNOT
CDSSU;
CDSTU;BIIRST
CEEEM;ACFILN,AFFKOR,AHINTV,AHNNNT,ALLNOT,ALLNOV,ALMNPT,CHNNOY,EIMNPT,LMOTTU,MNOOTV,NNNOTT
CEEEP;AAHLNP,ABILTT,ACHLLO,AEEKPR,AFLLRU,ALMMNT,HHKLNO
CEEFN;IKKOPT
CEEFS;BIIJOT,CCIIOP
CEEGR;AFLLRU
CEEHK;DGNORU,OQRRUW
CEEHL;
CEEHN;CEMNOY,DGKORU
CEEHP;ACELLO,CMOTYY,IIMOOT
CEEHR;
CEEHS;
CEEIN;
CEEIP;
CEEJT;
CEEKL;
CEEKP;FIKNOT
CEEKR;
CEELP;ACEHLO
CEELR;
CEELT;
CEELV;DDITUY,DGIINY,IINNTY,IINPTY,IINTVY
CEELX;AAHHTU,ACHNOY,ANPTTY,DEGINY,EFITUV,EITUVY
CEELY;AAGILL,AINQUV,AIOTVV,BIJOTV,CDLLOT,DEGINX,DGIINV,EITUVX,ELLNTX,IINPTV,IINTVV
CEEMR;
CEENP;
CEENR;
CEENS;CEELLX
CEENT;
CEEOO;ABCILN,AHILRZ,AHLRRU,ALRRTW,CINNRV,CNNRRV,GLLRTY,HIIMPT,ILNNNV,KRRRTT,PRRTTV
CEEPR;
CEEPS;
CEERS;
CEERT;
CEERW;
CEESS;
CEEST;IIIVVV
CEESX;CCEENR,CCENRY
CEESY;IOORUU
CEEUV;AIINNT,AILNQY,CDINNO,DGIINN,EINPRT,INORTW
CEEVZ;BIIJOT,IIINNT,INOORY
CEFHI;
CEFHL;AABDKS,AOPRRU
CEFHS;EEFOOU
CEFHT;AADDNR
CEFIS;CEEFIN,EIMNNU,GIKNPR,IIKNNS
CEFIT;ALLLOU,BEIJOS,CCLMRU,EELUVX,EOOPSS
CEFKL;
CEFKS;ACCHOR,CEINOY,DHIIIT,GIINPR,HIIIST,HIOSST,IIINNS
CEFLS;DENOSY,NOORRW,OOOPRU
CEFLT;ABMOOR,AILLOU,CCIMRU,EEFIVY,EEIUVX
CEFOR;AILLUW
CEFSY;CEIKNO,CFIINU,DELNOS,HILORU,ILOORU
CEGIN;
CEGIO;BLMORY,CCLLPY,MOORRV
CEGIR;BILOOP,BLMOOY
CEGKO;ABFINO
CEGKS;AHHIJR,IIIMMR,IIIMMT,IILNST
CEGLS;EEFFNU,EEFNRU,EEGINN,IMOOOS
CEGNO;
CEGOU;ABCINN,ADGINP,EIPRRT,HILNOO
CEGRY;AAAIRW,AEHHPR,AEIRRT,AHHIPP,DHIOPT
CEHHN;AAGOTT,AIINTY,AILOTT,BEOOPT,BILOOT,CEIOTT,CIRRTU,CLOORY,EEKLOP,EILOPT,IIORRT,MORSSY
CEHHT;BCELOR,BENOOP,BILNOO,EILNOP,OOOPRR
CEHHU;AAELTX,ACDEKL
CEHIL;BHIOOP
CEHIM;BENTTW
CEHIN;
CEHIS;
CEHIT;
CEHIV;
CEHKN;AABCLN,AADLNR,ADEHRR,ADLNST
CEHKO;ENOPPT
CEHKS;BHISSU
CEHKT;BLNOOU,ENOOPP
CEHLO;BHIIOP
CEHLP;BHIIOO
CEHLT;
CEHLU;AAEHTX
CEHLW;ABDKLU,ABKSSU,ACOOSS,ADOORS,AGGKOO,AOORSS,BDOORT,BOORST,DIINRT,FINOSS
CEHLY;OOPRRU
CEHMO;CEENNY
CEHMR;
CEHMS;
CEHMY;ACENNO,ADNORR,BOORTT,CEENNO,DIORRT,GIORRT,LOORRT,NOORRT,NORTTU
CEHNO;
CEHNT;
CEHNW;AABLTU,ACOOSS
CEHOO;ACILPZ,AELRRU,AGGKLW,AGHPRR,AGIPRR,CILTTY,DIILTT,LPRRUY
CEHOP;BHIILO,BHIIOR
CEHOR;
CEHOS;
CEHOW;CHMNRU,EKQRRU
CEHPR;
CEHPS;
CEHRT;
CEHRU;
CEHSS;
CEHST;
CEHSU;
CEHSW;
CEHSY;IIOSSV
CEHTU;
CEHTV;
CEHTW;
CEHTY;
CEHVY;IIOPRS,IIOSSS
CEHWY;EEENRV,GILNNR
CEHYY;ACDOPT,ADORRT,AIMNOS,AIPRTU,BLORRS,CEMOPT,EORRTT
CEIIL;AGHRRU,AKLOOR,BBEGLR,DDEGRY,FMMORR
CEIIR;AAGHHS,ABBLLP,AGHLOS,AGHLPX,BBEGLL,BHHOOP
CEIIV;AABNPU,ALLNRU,BDEENT,BJOTTY,EEPRRT,EMOPTT
CEIJU;AAELTV,AAGLNT,AALNOT
CEIKL;
CEIKR;
CEILL;BBEGIR,EKNRSS,EPRSSY
CEILM;EFIRTT,ENRTTU,FIMORR,GHOOOR
CEILN;
CEILO;
CEILP;
CEILR;
CEILS;
CEILT;
CEIMN;
CEIMR;
CEIMS;
CEIMT;
CEIMX;DHNOOU,ILSSUV,MNNOOU
CEINR;
CEINS;
CEINU;
CEINW;ALMOOP,ELMOOP
CEINX;EINSTY,ELSUUV
CEINY;ABEFIR,CCDINO,CCINOP,CDEFKO,CEFKOS,CFFISU,EFNQRU,IOOSSS
CEIOS;
CEIOV;BIJTTY
CEIOZ;
CEIPR;
CEIPS;
CEIRR;
CEIRS;
CEIRT;
CEIRU;
CEIRX;ABEELN,AGHILP,AGINPS,AIPSST,ALPSTU,FILTUY
CEIRY;AAAGRW,ABEFIN,ACHMTT,BGLMOO,EFNNQU
CEISS;
CEIST;
CEISV;
CEITU;EHMPTY
CEITV;BIJOTY
CEITW;ACGHHT
CEKKS;AABCPR,AABMRR,AHISSW,BDINNU,BOORRT,DOORRW
CEKLO;
CEKLR;
CEKMS;
CEKNS;
CEKOR;
CEKOS;
CEKPS;
CEKPY;AADDDW,ABDGGI,AHILMO,IILOOT
CEKRS;
CEKRT;
CEKRW;
CEKSU;
CELLO;
CELLS;CEEENX,EIKNRS,EIPRSY
CELMO;
CELMS;
CELNO;
CELNU;
CELOR;
CELOS;
CELOT;
CELOU;
CELOV;
CELOY;ACGILP,AGILLL,BGIKNN,CCGILP,HOPRRU
CELOZ;EELRTY,IMNTYY
CELPT;DLMOOR,EGLOOS,ESSSSU,LMOORR,OOORRS
CELPU;IIILMN
CELPY;HOORRU
CELRU;
CELST;
CELSU;CESSSS
CELSW;ABHKSU,ACHOOS,AMMNOO,FHINOS
CELTU;
CELTY;DEEFIV,EEFFIV,EELLNX,EIINNV,EIINVV
CELUX;AAEHHT,AAILMP,AEIORT,AGINPT,EEFITV,EEITVY,FIIRTY,IIMSSV,IISSTV,IISTVY
CELUY;ABIRRS,AEGILN,AELSSS,AGINNS,AIINPR,BEHKRR,EHKNOS,EILSSV,EILSVX,GINRRR,HOOPRR,IILNSV,ILLOSV
CEMOR;
CEMOS;
CEMOT;BEMRYY,ENRRUU
CEMRS;
CEMRY;BELNTU,BEMOTY,BGILOO,BHOOTT,DIIPPU,EHOPST,EIILPS,EILLSS,GLMOOY,HHILOO,HHILSU,HHNOSS,HLOORT,HOPSTY
CEMSY;BCEIRR
CENNO;
CENOP;
CENOR;
CENOS;
CENOT;
CENOU;
CENOV;
CENOY;AAILTT,ADHIMM,AILLTT,BGIKLN,CCDIIN,CCNRRU,CEEHMN,DDHOOR
CENOZ;ACIMTY,ILMTYY
CENPU;GIIIRZ
CENST;
CENSU;EEJNTV
CENTU;EEJNSV
CEOOR;
CEOOY;ADDHNP,CHHLNR,DDHNOR,DDLLLM,HHILMR
CEOOZ;DHIIMT,DIIMMT
CEOPR;
CEOPS;
CEOPU;
CEORR;
CEORS;
CEORT;BEMMYY
CEORU;
CEORV;
CEORW;
CEORY;ACCNNN,BEMMTY,BGILMO,CCNNRU,DLNOTT,GLMMOY
CEORZ;AABOTT,EELLTY
CEOSS;
CEOST;
CEOSU;
CEOSV;
CEOSW;ALMMNO
CEOSX;
CEOSY;AGGHPU
CEOSZ;
CEOTT;
CEOTV;BIIJTY
CEOVY;BIIJTT
CEOYZ;ACCILN,ACIMNT,AGHIPT,CHIMNT,EELLRT,EINORV,ILMNTY,IOPRTT
CEPRS;
CEPRT;
CEPRU;GIIINZ
CEPRY;
CEPSS;
CEPST;
CEPSU;BCFIIS
CERRU;
CERRY;BDIILU,EFGINN,ENOPPP
CERSS;
CERST;
CERSU;
CERSW;AADDDI,AAFRTT
CERTU;
CERTY;BEMMOY,CKMOOS
CERUV;
CESST;
CESSU;
CESSY;
CESTU;EEJNNV
CESTY;
CESUZ;ABILOV,ADHINT,AINNNO,CDIKLO,ILLOOQ
CETUY;CEIIMN,EHIMPT,EIIPPT,EMMNOP
CFFHU;
CFFIL;CLNOTU
CFFLO;CILNTU
CFFOS;
CFFOU;ACEIIS,EEEHOS,GINORS
CFFSU;
CFHIL;
CFHIN;ABOOST,CEEEKR,GIMOSS,GMORTU
CFHIT;ANNOUX
CFHIU;GILNNN,GMNORT
CFHOO;ABENPR,AENNPR,EEMRRR,ILNRRT
CFIIN;DEEFHR,EGHITZ,EITTVY
CFIKL;ANOORT
CFILO;DEESST,DGINNY,DLSUUU,EENNSS,FIOSUY,HINOSS,LLOSUU
CFILS;DLOUUU,HINOOS,LLOOUU
CFILT;AAARTU,AGNTUU,CCEMRU,EEEUVX
CFIOS;LLLOUU
CFISS;DEELOT,DMOORT,EEINTV,EELNNO,EEOOPT,EGHILN,EHIIKT,EIIKNN,MMNOOR,MNOORT
CFISU;ABLSSY,ACLMOR,ALMORV,EEENQR,EEIMNN,ELLLOO,LLLOOU
CFKLO;AINORT
CFKOR;AILNOT
CFKSU;
CFLOS;AAEGMU,AAMORR,AGIUUY,DEEIST,DEENSY,DEGHIN,DILUUU,EEINNS,EMORST,ENORRW,HIINOS,HLOORT,HMOORR,IIINNT,ILLOUU,RTUUUY
CFMOY;AABELN,AABLNY
CFNOS;AAADII,AAAMRU,AADIIO,AAMRTW,CCEIIP,CEEIKY
CFOOS;AADIIN,AALMRR,ABINTU,ABRTUY,AFIIRT,AFINTU,AINRRT,ARRRTT,CEINNT,DEEMNT,DEIIMM,DEINRV,EEFIRV,EGILNR,EILLLU,ELNRRW,FGINRU,IINNNT,ILLLUU,NRRTTU
CFORT;
CFOSU;AAAMNR
CFRSU;AAAMNO,ADDHIO
CFRTU;
CFSTU;
CFSUU;AEIRRT
CGGIY;AALNOS,AALOPT,EENNOT
CGHIN;
CGHIT;AADGIS,ACEHTW,DDEGIR
CGHLU;ACIIRR
CGHNO;AADHMY,AAEHTT,ADENRU,AELPTT,AHMRSU,AHOPRR,AHOPYY,AOOPRR,ELOORR,GIIITZ
CGHOO;AABIPR,AANPPR,AANPRR,ACINNR,ACIPPR,ADHIPR,ADIPRX,AEGKLW,AEHPRR,AGILPR,AHILPR,AHNPRR,AHNPYY,AHPRRY,ANOPRR,EILNOU,ELNORR,GIILPR,HILTYY,IMOTYZ,IMPRYZ
CGHOS;AAALPR,AACIMM,ABNRYZ,ACIIIP,ACLPRY,AHIPRR,AIMPRR
CGHOT;
CGHOU;
CGHSU;BDENRR
CGIIN;
CGILN;
CGILO;CHPTYY,GHIOPR,HHOTYY
CGIMO;BBORRY,EHRRTY,ELOOSS,ELOSSU,EOORRV,HOOTYZ,HOPRYZ,LOOSST
CGINO;
CGINU;
CGIOR;BBMORY,BEILOP,BLOOYY,DLOTTY,EMOORV,GHILOP,HMOPYZ
CGIOY;AACDRZ,AAGLPT,AALSSU,ACELMT,ACMPRT,ADEMRT,AEPSTT,AFLSUU,AHHPPT,AHHPRR,AHPPRR,ALLPSU,BBMORR,BLOORY,CHLPTY,DILSST,DLORTT,EHMRRT,HHLOTY,HMOPRZ,ILLSST
CGKSU;AABDLR,ABDNOR,ABHLOP,AEFILR
CGKUY;
CGLNU;
CGLOO;AABILT,AAGILL,AAIILX,AAMNPY,ACGIIL,AEGHKW,AHHIPR,DIRTTY,GHIIPR
CGLOS;AAAHPR,ACHPRY,ADTYYZ,AERRSV
CGNOO;AAHLRY,AAHPPR,AAHPRR,AALMPY,AHHPRR,AHHPYY,AHOPRR,CEERRT
CGOOS;ARRRTU
CGORS;
CGOSS;AALLTY,EEEENN,EEHIMT
CGOSU;
CGSSU;
CHHIL;ABIOTT,ABOOOP,AEGOPR,AENOTT,AGOOPR,AIIMPP,ALMOOT,ALOOOT,AOPRSS,BCOOOP,BEIOOP,BENOOT,DIOPRY,EEMOOR,EENOPT,EMOORY,GOOTYY,IOOPPS,IOOPPT,LMOOPY,MOORTY,OPPSYY
CHHIS;ILOOPP,LMOOPR,LOPPYY
CHHIT;AAANPX,AAEIMP,AAIMPP,AAIMPR,ABEOOP,ABEOPP,ABILOT,ABOOPT,AEETTT,AELNOT,AEMOOP,ALLMOO,ALLOOO,BELNOO,BOOOPP,EELNOP,ILOOPP,NOOOPP
CHHIW;ACEGTT,ELOSTT
CHHNU;
CHHOO;BDIPRY,BEMOPR,EMOPRR,ILLMPY,IMMOPR,IMPPRY
CHHOT;AAEGNT,ABEIPP,ADIPRY,AGIPPY,BCEELR,BIIMRY,DIPRYY,EEILNP,EIILTY,EIINRR,GIPRYY,IILPTY,IIMRSY,IINRSY,IMSTYY
CHHTU;AAEELX,AGOSTT,AIORSY
CHIIL;AAAPPR,AACGRR,ACGRRU,AEGPRX,AEGRRU,AFNOOR,AHIMPP,AOOPPR,BEHOOP,CNOPRR,COOPPR,GGOOPR
CHIKN;
CHIKO;
CHIKR;
CHIKS;
CHIKT;AAAPPR
CHILL;ABGNUU,ENNOPU
CHILM;
CHILN;GIMOPS
CHILO;GGILNU,GHOTYY
CHILP;BCHOOO,BEHIOO,CINORR,CIOOPR,CIOOPS,GGIOOR,GMOOOR,HIOOPS
CHILR;
CHILT;CCMOYY,CMOPYY
CHILY;
CHILZ;ACEIOT,ACEOOP,ADOOPS,AEGIMN,GIMNOO
CHIMO;GOOTYZ,NOPPPY
CHIMP;AAHIPT,AAHIRT,ACIIMT,AHIILP,ARRTTY,BELOOT,CLOTYY
CHIMR;
CHIMS;
CHIMT;AADIRT,AAHIPP,AAHIPR,ACIIMP,ADIIRT,AGLOOR,AHLLOO,BEENTW,DOOORR,EINOQU,FGNOOR
CHIMU;AAGGHN,AAGGNR,AOPPPS
CHINO;
CHINP;
CHINS;
CHINT;
CHINW;AIJKRS
CHIOR;
CHIPR;
CHIPS;CILOOP,EEEFIS,HILOOP
CHIPT;
CHIQU;
CHIRR;ADGRYY,CDHOOY,CILNOP,FLNOOT,INOTTY,OOOPTT
CHIRT;ADIIMT
CHIRU;DELPTU
CHIST;
CHISU;DLOOOP
CHISV;ACDLOR,DIMOOT
CHITT;
CHITW;
CHITY;
CHIVY;AEEPRT,EIOPRS
CHIZZ;
CHKNU;
CHKOO;EENPPT
CHKOS;
CHKOT;EENOPP
CHKOW;EEQRRU
CHKOY;
CHKSU;
CHKTU;BELNOO,DEEINN
CHLMU;AAGOOR,ABNOPR
CHLNU;
CHLNY;AAARRT,AAEENP,ABIIRT,ACHMRU,AEFGLU,CIMOOR,EEIIKM
CHLOO;ABHNPR,ACEIPZ,AEERRU,AGGIPR,AGHIPR,AIIPPR,BCHIOP,BEHIIP,CEHNRY,CIIPPR,EGNORR,EPRRUY,GGIIPR
CHLOS;
CHLOT;CCIMYY,CGIPYY,CIMPYY
CHLRU;ABMNOP,ACGIIR,AMMOPY
CHLSU;
CHMNU;AAGGHI,FGIISS,OOOTTT,OOPSTT
CHMOO;ACNNYY,GIOTYZ,INPPPY,NOTTTU
CHMOP;AEETTY,BEELTY,BEILOT,CEETYY,CILTYY,HOORTY,INOPPY,LOOTYY
CHMOS;
CHMOU;AAGLOR,ALMPRY,NOOTTT
CHMOY;AAAGLZ,AADGHN,AAIMNT,ACEENN,ACHPSY,ACILTY,ACNNOY,ADEIMN,AEELPS,AEGIPS,CCILTY,CEEENN,CEINTZ,CILPTY,GIOOTZ,HISTTY,INOPPP,LOOPTY
CHMPU;ABLNOR,ALMORY,EEITTY
CHMSU;
CHMTU;NOOOTT
CHNOO;MOTTTU
CHNOS;
CHNOT;MOOTTU
CHNPU;MOOSTT
CHNRU;
CHNSY;AAADPR,AABRRU,AAGIMR
CHOOP;ABHILO,ABIITX,ACEILZ,ACGIIS,ACITTT,AEGHRR,AEHIMT,AEITTV,AEITTX,AGHRRY,AGMSUY,ALLLOY,BCHILO,BEHIIL,BEHMOR,EEIIMT,EHMORR,EHORRT,ELRRUY,GIILSY,HILLMY,HMORTY
CHOOS;
CHOPR;EELNNU,HMOOTY
CHOPS;
CHOPT;HMOORY,MOORSY
CHOPU;AADGRS,AAGIRT,AAGRSS,ABLMNR,AEFLRR,AIMORT,AIMPPS,AIORTX,DILOOS
CHORT;
CHORY;ABRSUU,ACCRSY,IILPPS
CHOST;
CHOSU;AABIPQ
CHOSW;
CHOTT;AACEIL,AADEIN,AADENN,AAEGHN,AAHLRT,AAIMNP,ACCEIM,ACIOPT,AEHILN,AEILNN,AEIOPV,AEIOPX,AMOORY,BEMORY,CEEHIN,CEILOY,DEEIIL,DEEILY,DEIILY,EEFHNR,EERRYY,EHIILY,EIIPPY,EIMOPY,EMNRUY,EPPRYY,HIILPY,MNOOTU
CHOTU;AFINNX,MNOOTT
CHOUV;
CHOUX;AELPSY,AFINNT,AIOPRT,DEIMNO,HNRSYY
CHPSY;AAADNR,AADDKW,AAGHRT
CHRRU;EEIMTY
CHRSU;
CHRTW;
CHSTU;
CHSUY;AABNRR,ABORRU,ACDHRR,AEGGOP,EEKNOR,HNORXY,NNOORS
CIILT;BIIMSY
CIILV;ELLNOO,GMOOTY
CIILY;AACFLP,AAGLNP,AALMMS,ABBMNO,ABDEMM,ABLLMU,AEGNPP,AFGNSS,AFMSSS,AGLLLO,ALMNPU,ALMOSU,ALQUZZ,BDEIRT,CCEIST,CGHLNN,DDEEGR,EGJNOR,ESTUVX,FFOOSU,GMNOOR,GMOOTV,NORSUU
CIIMM;ACHIPT,AFORRU,AOOPRR,BEHOPR,DDEFOO,EHHOPR
CIINO;
CIINR;
CIINV;BDEEET
CIIPP;ADEEOS,EEISTT
CIIRR;AABDGN,AABDLY,AABLUU,AACHMT,AADFLT,AADOTV,AAGNOT,ABLOSU,ACFMOO,ACHOPZ,ADLOOS,AFMMOU,AGMNSY,ALLMOV,AMMOOP,AORSTT,AOSTUU,BFILMO,BGNOPS,BOOOTX,CHLNOP,CLMOUU,CMOOPS,HNOTTY,HOPPTY
CIJUY;AGLNOT
CIKKL;ADGNUW,AGGINO
CIKKS;
CIKKY;
CIKLN;IIIKKL
CIKLS;AABIOU,AGILPR
CIKMS;AEKNOP,CIILTV
CIKMY;AGHOPR
CIKNS;
CIKOS;AABILU
CIKOY;AOPRRT,BEOTTT
CIKPR;ABGLNU
CIKPS;
CIKPY;
CIKQU;
CIKRS;
CIKRT;
CIKRW;
CIKSS;
CIKST;
CIKSW;
CIKSY;
CIKTY;
CIKWY;AGHNST
CILLS;CCOPYY,EEKNRS,EEPRSY
CILMS;CIIKTV,CRRUUU,ILORUV
CILNO;
CILNT;FHOORR
CILOR;
CILOS;
CILOT;CCHMYY,CGHPYY,CHMPYY,GHHOYY
CILOU;
CILOW;ADERST,AEFLRU,AEMNOP,EEMNOP,EHHSTT
CILPS;CCLOYY,HHIOOP
CILPT;CHMOYY,DIMSUU
CILPU;
CILRS;AACFII
CILRU;DIMOST
CILRY;BGOOOY,CFMORU,DGOOTT,EFITUX,EITTUV
CILST;BIIIMY
CILSU;IIINNQ
CILTU;AAALQY
CILTY;AAALQU,AEGMOO,BBMOSU,BEMNNO,BEMNNU,BEPSSU,BIIIMS,BOPRRU,CCHMOY,CHMOPY,DDEEUV,DEEEPV,DEESUV,EEEUVX,EEGINS,EEINNV,EEINVV,EELMNN,EEMOST,EENQSU,EISUVX,GIMOOV,MNOTUU,NOPRRU
CILXY;ABENSU,AGHOPR,DEEEGN,EEESSV,EEETUV,EEGNPT,EELSUV,EERSUV,EFIRTU,EISTUV
CIMNO;HOPPPY
CIMNU;
CIMNY;CEEITU
CIMOR;ACCCLO,AILLRV,AIMOPR
CIMOS;
CIMOX;AIILLN,AILLNY,ALOPST,DEHNOU,HIOPRT
CIMPR;AIMOOR
CIMRS;
CIMSU;LLOOQU
CIMYZ;GHIINT,GHOOPR
CINNO;
CINOR;
CINOS;
CINOT;
CINOV;
CINOY;AADPRV,ABOTTT,CEFLLO,EIOSSS,ELMTYZ,EOPTTT,LMTTUU
CINOZ;ELMTYY
CINQS;IIILNU
CINRU;CFIIOX
CINSU;IIILNQ
CINSZ;AAGILU,AEILMU,AGILLU,AHHSTU
CINTT;BOOPRY,BOORRU,DIILUY,DIIUVY,EEEIKL,EFIIVY,EHILMU,EILLMU,HILLOO,IIMORU,LMOUUY
CINTU;IMMOOX
CINYZ;ACILOT,EEOORV,EHNORS
CIOPS;CCLLYY,GHILOY,HHILOP,HHLPYY
CIOPT;
CIOQU;BDEILT,CEENNT,EEELNN,EGLNOR
CIORR;AAHMPP,AAPPPY,ACHOPT,ACOPTY,AFIPTU,AIMMOP,BBGMOY,BDHMOY,BFIILM,BGINPS,BIOOTX,CDHHOY,CHILNP,CHSSST,CILMUU,CIMOPS,FLLMOO,HHOPTY,HMNOPS,HOOPPS,HOOPTT,HOPTTY
CIORS;
CIORT;
CIORU;AAGHPT,ADGPRT,AFIPRT,AHOPTT,AHOPTX,CFIINX
CIOST;
CIOTX;ABHIOP,AFHNNU,AHOPRU,BIOORR,CGILOO,DIINOR,HIMOPR,HIOPRT,LOPRRU
CIPRS;
CIPRY;
CIPSS;
CIPSY;AACLOU,AGLLOU,CCLLOY
CIPTY;BLORRU,DNNOOR,LNORRU
CIRST;
CIRSU;
CISST;
CISSY;AAGLOU,ABDILO,AGJKKN,AGLORU,CGOOPR,CHORTT,HIORRT
CISTU;
CIVVY;AILLNO,AILOSU
CJKOO;
CJKOS;ABBERW
CJKOY;
CJNOU;
CJOOS;AGNRTU
CJOSU;ADERST,EEPRRT,EIOORS
CKKNO;AGGIIL,AGIMPR,BEELNU,CGIITT,EEFIPT
CKLNO;
CKLNU;
CKLOS;
CKLPU;
CKLSU;
CKLUY;BEEHRR
CKMOS;ORRTTU
CKMSU;OORRTT
CKMUY;AEHIRT
CKNOR;ABCILM,AINSYY
CKNOS;AINRYY,IMOPPU
CKNOY;AINRSY,EEHRSU
CKNRU;
CKNSU;
CKOOR;AIPRTY
CKOOS;
CKOOY;AIPRRT
CKOPS;EEEERR,EEERRW
CKOPY;
CKORS;
CKORT;
CKORY;EEHNSU
CKOSS;CCEKRU,LLORRW
CKOST;
CKOSW;EEEPRR,EELRRW,EIKRRW
CKOSY;
CKOTY;ABCNRU,AEEMRT,AIOPRR
CKOUY;EEHLNS,EEHNRS
CKPSU;
CKRSU;
CKRTU;AABDGH,AILPTY
CKSSU;
CKSTU;
CKSUY;EEHLNO
CKUYY;
CLLOS;BHIPYY,CCIPYY
CLLOY;AAMMPS,AEENRT,BIRSUU,CCEFNU,EEERTT,EEERTZ,EENPPR,EFNNTU
CLLSU;COOORT
CLLUY;CCEFNO,DDENOU,DELOSS,EEISSV,EEISVX,EEMNOW,EILOSV
CLMOP;GHIOOR
CLMOU;CEIRVV,CFIRRY,EEEMTT,EIMPRY
CLMOY;AAAGHZ,AADGRT,ACHITY,ADIIIR,AIILNX,AIILTT,AILORT,AIMNTU,CCHITY,INTTUU
CLMPU;AAAELL,AAEILX,ACIORR,EIIILN
CLMSU;
CLMTU;BEINNY,CCEFIR,EEEMOT,ILMNOU,INOTUY
CLNOO;
CLNOS;
CLNOW;AEIMOP,EEIMOP
CLOOP;AAGMNY,ABGHIN,ABHHIO,AGHINN,BEHHII,FIMPRY,GGHIIR,GHIMOR,HIMPRY
CLOOR;ACCCIM,CHIIPP,GGHIIP
CLOOS;FFIIUY,FILLUU
CLOOT;AABGIL,AGILMY
CLOOY;ABDISU,CEHITT,CEIOPS,FFIISU
CLOPS;BHILYY,EHLLRY,HHIPYY,HIIPRY
CLORU;
CLOST;
CLOSU;
CLOSW;EHHITT
CLOSY;HHLOPR
CLOTU;
CLOTY;AADMNO,AAGLNO,AIMMNU,CCHIMY,CGHIPY,CHIMPY,FIIIPR,GIIMOV
CLOYY;AABFMN,AACLNR,AAMRRT,ACDILL,ACHIMT,ACILNR,ADILNS,AEIRTV,AELNPV,AGILTZ,AHNPST,AIMNNS,ALPRST,BEHRRS,BGIOOR,CCHIMT,CDEINX,CDHIOP,CGHIPT,CHIMPT,EEPRTT,EMOPRT
CLPSU;
CLRSU;
CLRUY;BEEHKR,CFIMOR,EGINRR
CLSSU;CEESSS,GIIINT
CLSTU;
CLTUY;ABBIIL,ACIINV,AGIJNO,AILNNO,BBIMOS,IMNOTU
CMMOO;
CMMOS;EETXYY
CMMOY;ADEHIN,AHLPRU,BEELOT,BEERTY,EENPTU,EGLORY,EILPRU
CMOOP;AGILLO,AHILLR,AIIMRR,BEHHOR,CDEIIR,CHIINR,DHIIIR,DHIIPR,EELRVX,EHHORR,FILPRY,GHILOR,GHIRYZ,HHILLY,HHIMOR,HHIPRY,HILPRY
CMOOS;
CMOOY;AABNNT,AEHRTT,AEPRRT,AGINNR,AGPRSS,AHORTT,AILLNR,AILLRT,ALLNRU,ALLRSU,AOPRTT,BBGIRR,BDHIRR,BDIIRT,BEHRTT,BILNNS,DDELLL,EILRRT,FILPPR,GHIOTZ,GHIPRZ,HHILLP,HHIPPR,HHOPRT,INNNSY
CMOPS;
CMOPT;CHILYY
CMORS;
CMORU;AADNTY,AAFNTY,ACHHNW,AGOPRT,BEEPRR,EENRTU
CMOSU;
CMPRU;ABHLNO,ACILOR,AGOORT,AHIOOT
CMRSU;
CMSSU;CEEENP
CMSUU;
CNNOS;
CNOOR;
CNOOS;
CNOOT;
CNOOV;EEEMMT
CNOPY;CLOOOS
CNORS;
CNORT;
CNORU;
