AABB;AINRR,EIRRZ
OPSS;
OPST;
OPSU;
OPSW;
OPSY;
OPTT;AAHHR
OPTU;BGHRU
OPTY;CDIII,CFGHI
OPXY;AAILL,AHOTT,HLMOP,ILMNY
OPZZ;AAAPR,AANOV,ACIIT,DEILO,DELMU
ORRT;AABDD,AFFKN,DNNUU,KKNUW
ORRY;BCCMU,BDNNO,BEHIV
ORST;
ORSU;
ORSV;
ORSW;
ORSY;MNOOX
ORTT;DIIPY,DIIRY
ORTU;KKNRW
ORTV;LSUUU
ORTW;ILLQU,KKNRU
ORTY;
ORUV;AABDI,ACINT,AIMNN,CEIKQ,CFIMR,FILMV
ORUX;AEEMT,AEOPS,AHOPT,BCEKT,CDEII,CEELS,CEINS,CELSY,DEENP,DHIMY,EFHNT,ILSUU,IMSVY
ORUY;BCCMR,BEEHM
ORVW;DIOOY
ORXY;ABILM,AILLU,AILMV,BCCMO,CEERT,CEETU,DDEHI,DHIMU,DHOOT,DLMOO,EELMT,EGINT,IMSUV
OSSS;AACRW,AARVV,ACMRR,ACRWY,ADPRW,AGHPW,ANQRU,BCORW,CIIIL,CIILM,DIINU,DIMNU,DLOOP,ILLPP,ILNPW,RRUUU
OSST;
OSSU;ADISU
OSSV;AACPT,AAMPS,ADNOW,BEEIS,EEGNN,ENOOX,KOORT
OSSW;AAAKY
OSSY;EFRUV,ERRUV
OSTT;
OSTU;
OSTW;
OSTY;CIIIV
OSUY;
OSVW;BEIKO,DEGIO,DEHIO,DEOOT,IILTZ
OSWW;AADEX,ADDOR,ADELO,ADEOX,ADPRR,AMRRT,ARRTT,CIIRR,CIORR,CORRY,DDORY,DEEOT,DKOOR,DMOOR,FKLOR,KLOOR
OSWY;CORRW
OTTU;BGHOU,FGHOU,ILLMO
OTTW;ACEHI,ACIMR,AEEGN,AINNW,BEINY,CEINR,CHIKN,EEELT,EEPRY,EIMRR
OTWY;ARRRW
PPSU;EEEIS,NOOOS
PPTY;ACEEN
PPUU;ALNOR
PRRU;CCHHO,GKOOW
PRSU;
PRSY;
PRTY;
PSST;
PSSU;ABHHI
PSTU;
PSUY;
PTTU;
PTUZ;ABEIN,AEIMR,AEIRR,CEIIR
PTYY;ACHOT,ACILL,AHIRS,AHNOS,ALMOS,ALORR,CHIMS,CHLOO,CHLOP,CILOP,CILOR,CLLOO,CMNOR,DHORS,GIILN,GNOOR,GORSW,HNOOP,HOOPT
QSSU;CEEEN,CIILM,EEENR,GIILN,IILOU
RRTU;AAFIO,ABIIM,ABINT,AFIIO,AFIMO,AIMMY,ANNTU,CCIIY,CILOO,CMOOO,DNNOU,FIIMO,FIMOW,GINNU,KKNOW
RRUU;AACIL,ABHNO,ACCIL,ACETV,ACFTY,ACILT,AEIQT,AHHUU,ANNTT,BBETT,BDELN,CEIOT,CEOPR,CNOPT,DEHIN,EGNNN,EMNNR,GINNT,GINPT
RSTU;
RSUU;AACLL,AADQT,ILOUX
RSUY;
RTUY;IIMRV
SSSU;AAANQ,AAMOR,ANOQR,DIINO,IOORV
SSUU;ACGPP,ACIOT,ADEET,ADEMN,AIMMR,AOOPT,DEEGN,DNORR,EEHIP,EHIPT,EHOOT,EHOPT,EJNTT,FFGIN,GNOTT,IMMMP,NOTTT
SSUW;BDHMO,BDLOR,DFINR,DOOOR,GIINT,HJMOP
STTU;
STUU;AAANQ,AADQR,AALNN,ADEES,ADELN,AOOPS,AOPRR,AOQRZ,BBDNO,BDNOO,BLSSU,CCDNO,CDIRR,DDEEE,DEFFN,EHIMS,GIJOR,LOPSU
STXY;CEEOO,CEMOY,EMNOT
SZZZ;
TTUU;ACEFL,ACEFR,ACENP,ACFLN,ACILR,AEOOR,ANNRR,CELNR,EGNOO,FGHOO
TUYZ;AGMNR
TUZZ;ADELO
UUYZ;
