AAAARR;0
AHLLRT;264
AHLLUX;
AHLLWY;10937
AHLMNY;2809,16791,16792
AHLMOO;5235,6518,10915,15631
AHLMOS;1247,17152
AHLMSS;6999,15721
AHLMSU;11347,15833,17158,17159,17160
AHLMUY;4706,8343,9924,10979,11033,14183,15721,17092,17159
AHLNOP;1368,2151,3940,4705,5650,10728,15827
AHLNOS;
AHLNSU;
AHLOOP;3555,4109,4557,5650,5682,5685,6617,7477,8623,10728,10943,10984,12377,12680,13216,14193,15157,15636,15736,16762
AHLOPS;1070,2358,4546,5651,6527,13694,14053,15082,15091,15611,15662,15663,16533,17071,17129,17152
AHLORT;473,1398,3555,16742
AHLOSS;1055,1070,16610
AHLOST;11026
AHLOSY;3556,4546,5690,7677,8647,9619,12036,13234,16741,16818,16820,16821,17071,17089,17097,17129,17131,17152
AHLOTY;11424,12742,12744,12745,13234,14181,14182,16742,17161
AHLPRS;7000,10732,16610,16737,17157
AHLPRY;345,3028,12685,15083,15190,15731,16563,16738
AHLPSS;4687,16610
AHLPSU;5697,6989,10732,11547,12456,12690,14099,14200,15091,15662,16533,16741,16820,16821,17117,17159
AHLPSY;16741,16820,16821
AHLRSY;14178,14202,17089
AHLSSU;6639,10627,10977,14203,17121
AHLSSW;6988
AHLSTU;1119,12047,14203,15820
AHLTUZ;17156
AHMMOW;
AHMMSU;
AHMMSY;16683
AHMMWY;
AHMNNU;
AHMNOS;16763
AHMNPY;3502,10995,11039,16743
AHMNSU;11039,13760
AHMNSY;2159,2675,4717,7342,8637,9945,9951,10995,11039,14126,17074
AHMOOP;1236,1242,6286,10998,10999,14206,15754,15844,17073
AHMORS;4731,17152
AHMORY;2412,2813,6635,7735,9131,11033,11040,15620,15633,15835,17092,17159
AHMORZ;
AHMOSS;
AHMOSU;7344,8581,10700,10771,10967,11001,11039,13220,15212,16772,17108
AHMOSV;6605,9134,10038,14221,14226
AHMOSY;7710,9628,9945,9951,10771,11039,17108,17152
AHMOTU;5050,11539,12048,17085,17113,17122,17156
AHMOTZ;17156
AHMOWY;6635
AHMPRS;5702,17152,17157
AHMPSS;2812,4732,4734,10772,15210
AHMPSU;4129,4726,5697,6989,10771,10979,11001,11039,12666,13220,14217,15212,15772,15773,15833,17117
AHMRRU;14183,14213,17102
AHMRST;
AHMRSU;2681,12666,15212,17108
AHMRSY;470,2159,2417,2675,5702,7342,8637,10036,17108,17152,17159
AHMRTW;
AHMSSU;6999
AHMSSW;4124,15695
AHMSTU;
AHNNOS;6122,12014,12374,12752,13078,13221,13222,13231,14096,14185,14186,14228,15192,15674,15724,15779,17114,17141
AHNNSU;11041,15784
AHNNSY;483,2043,4738,7891,9945,10010,10729,10982,11010,11041,12752,14230,16758,16764,17114
AHNOPR;6872,16743,17083
AHNOPY;483,3502,3559,4501,4555,4564,4738,4742,10702,11010,11035,11039,13237,16743,17083
AHNORS;4692
AHNORT;11613,13125,16670,16747
AHNOWY;2816,10039,13233,15861,16794
AHNPSS;6995,17075
AHNPSU;5697,10956
AHNRSS;4739
AHNRSY;890,2159,2417,2675,4544,4738,5652,5706,7342,10036,11028,13492,15850,15861,17161,17166,17167
AHNRTW;24,11613,15861
AHNRVY;
AHNSST;17165
AHNSTU;4740,4741,17164
AHNSTY;4717,13207,16783,16809,17161,17166
AHNTUW;773,11613,13105
AHOORS;889,1211,1245,2819,4113,4719,6525,6629,7346,7742,9125,9618,9652,10052,10768,10990,11020,14209,15183,15184,15221,15222,16814,16831,17110,17139,17141,17144,17157,17160,17170
AHOORY;1071,6120,13202,13237,16746,16747
AHOOSW;11437,14068,15699,17110
AHOOSY;6979,9647,9653,10053,10771,13219,15828,16682,16741,16818,16820,16821
AHOPRS;4729,15221,15222,17129,17152,17157
AHOPRW;3491,4729,14228,17112
AHOPST;455,483,1415,4566,4740,6987,7000,16815,16828,17166,17169
AHOQTU;
AHORRW;6302,13496,14238,14837,15626
AHORRY;2686,3497,4691,5706,5715,6309,7150,8350,9131,10045,10699,10743,10752,10774,10928,11005,11044,12763,16794,17130
AHORST;
AHORTT;1398,1416,2765,3722,4728,6646,11016,13228,13400,13660,14151,14837,15629
AHORTU;11613,13105,16670,16752,17070,17113
AHORTW;7336,13496,15629,15684,16606
AHORTX;4725,13202,16752
AHOSST;6126,6854,7147,17165,17168,17169
AHOSTW;
AHOSTZ;15628,15813,15814,16814
AHOTUU;16670
AHOTWZ;
AHPRSS;
AHPRST;2659,7000,17157,17161,17164,17166
AHPRSU;2687,4726,15091,17169
AHPRSY;5702,6278,6996,15099,15223,15688,15775,15776,16671,16753,16830,17106,17166
AHPRTU;2677,4129,8345,9090,10005,10998,13214,14197,14213,15772,17169
AHPSST;878,4724,6984,7147,10926,10949,11024,17098
AHPSSW;2820
AHPSUW;
AHPTUZ;
AHQSSU;
AHRRSU;8883,10012,14166,17144,17162
AHRRUY;13124,14183,17130
AHRSSU;4739,4743,6616,6639,6854,10977,14111,17078,17119,17147,17148,17167,17169
AHRSSY;3093,4544,6312,7512,8637,9117,9154,10056,10772,10925,10964,11023,14178,15870,16822,16830,17099,17106,17167
AHRSTT;149,243,4736
AHRSTW;2019
AHRSTY;7003,13492,14178,17106,17161,17166,17167
AHRSUU;3560,3561,6853,17062,17108,17162,17167
AHRSUW;2019,5474,6991,7001,7265,15651,15693,15820
AHRTTW;14056,15629,16606,17080
AHRTWY;16606
AHSSTU;4743,17153,17169
AHSSTW;17165
AHSSWY;8646,17165
AHSTTU;4711,4736,4741,7003,10705,10923,11041,16756,17160
AHSTUY;6632,12047,15825,16756,17065
AHSTWY;2816,10039,16756
AHSUZZ;
AIIKKW;
AIIKNT;578,4751,7684,8671,10606
AIIKPT;895,4751,9662,10606,16879
AIIKRS;4576,6131,17171,17176
AIILLM;485,1419,2828,5028,6132,6479,8622,9867,10100,10102,11048,11049,11076,16620,16621,16622,16623
AIILLR;485,896,2436,4173,4567,4952,5064,6655,7278,8666,9161,9509,9868,10090,10110,10111,10116,10707,11087,11088,13151,14268,14840,15657,15883,15933,16620,16621,16623,16625,17089,17221,17225,17227,17228,17231
AIILMN;15978
AIILMS;4177
AIILNN;471,2768,4777,6095,7010,7027,7755,7764,8667,10592,11109,13079,13273,16612,16614,17192,17193,17224,17261,17263
AIILOS;894,896,1436,2358,2767,5027,5066,5738,7007,7031,9598,9666,9866,11054,13875,14279,14305,15016,15041,15256,15314,15610,15663,17176,17230
AIILRY;13165
AIIMMN;12092
AIIMMS;6666,7029,14279,15886,17285
AIIMNP;2651,4764,8677,10711,12384,12663,15978,16055
AIIMNS;460,10584,16636,17103
AIIMNT;11614,11621
AIIMNV;6513,6713,9660,10823,13134,15248,15331
AIIMOR;3331,3545,4164,4773,5066,6314,6605,6860,7658,7706,10638,10954,11076,11134,13203,14279,14280,14286,15970,16072,16074,16076,16620,16621,16623,17255,17303
AIIMPR;4764,4799,7041,7706,8677,11134,13203,16620,16623,17245,17290,17291,17303
AIIMPS;7026,10940
AIIMRS;460,470,3966,4604,5136,15668,16636,16915,16916,16917
AIIMST;
AIINNP;4213,12093,12777
AIINNZ;10082,14293,14898,17213,17312
AIINPR;4764,4802,7041,7750,7767,10140,10643,15978,16055,17188,17245,17291,17310
AIINRS;2622,3579,3585,4692,4760,11056,11111,16631,16640
AIINST;17311
AIINSX;10834,10841,11156,16583,17194
AIINTT;7014,7020
AIIORS;3585,4692,4760,4773,5066,6515,6605,12799,14279,15041,15663,15668,15675,15922,16013,16640,17176,17225,17322
AIIPPR;6697,13806,15123,15653,16074,16623,17087,17202,17303,17328
AIIPRS;17171
AIIPTW;15367,16906
AIIRTV;3861,7547,9687,16077
AIITUW;
AIJJMM;
AIJKNS;4628,11990
AIJLMS;4482,16717
AIJLOR;10845
AIJLOV;
AIJLSW;4628
AIJLTW;
AIJMNS;
AIJMOR;4164
AIJNNS;5747,8704,16695
AIJORS;3523,16695
AIJORW;
AIJOSU;1443,2884,3523,3591,5747,6937,7022,7052,8668,8704,16964,17108
AIJPRU;8094,8370,8422
AIJPSS;15245
AIJPTU;8094,8422
AIKKLU;4222,4223,8600,10225
AIKKMS;5526,6935,6939,10850
AIKKNO;10684,10849
AIKKOS;
AIKKST;10851
AIKLLS;5670,9606,10789,10790,15691,16966
AIKLMN;4535
AIKLMS;17111
AIKLMU;4223
AIKLNO;5146
AIKLNS;
AIKLOS;16149,17111,17176
AIKLPS;10790
AIKLSS;11069
AIKLST;11069,16969,17176
AIKLSU;894,5999,6893,14346,15936
AIKLSV;4702,11068,11069,15382
AIKLTU;6986,11172,16588
AIKMMS;16783
AIKMNS;
AIKMNW;4537,16967
AIKMOO;16967
AIKMOS;7153,10234,10967,13808,14351,16877,16878,17112
AIKMPR;
AIKMRU;9905,15390
AIKMSS;
AIKMST;6942,13115,16783,16785,16968,16971
AIKMSU;
AIKMSV;11068,14351,15382
AIKNNN;3982
AIKNNP;
AIKNNU;6037,6725,6986
AIKNOT;451,1016,1273,3357,4226,4537,4751,4753,5669,8671,10093,10846,15692,16588
AIKNPR;
AIKNPS;493,4821,6610
AIKNRT;4751
AIKNSS;
AIKNST;
AIKNSU;6725,6893,8705,10850,10967,14346
AIKNTU;6986,16588
AIKOPS;6610,15391,17112
AIKOPT;4226,4751,10846,11174,15129,15692,16973
AIKORR;11174
AIKORT;1273,4751
AIKOST;
AIKOTW;4537,5532,7023
AIKPPS;493,4821,11575,13146,14355,16146
AIKPQS;
AIKPRS;17171
AIKPSU;14346,15394
AIKRRS;494,615,17171
AIKRST;13115,16785
AIKRSU;6881,8705,10615
AIKSST;11069,13511
AIKSTT;11069,16785
AIKSUZ;
AILLMS;
AILLMU;2828,10254,14369,15946
AILLNV;16167
AILLNW;
AILLPR;60,151,2672,4466,4830,10969,11087,11188,16620,16623
AILLPU;5729,11083,16975,17177,17337
AILLRV;4829,4833,10707,13516,15966,16161,16176,17182
AILLRY;4634,4830,14088
AILLST;2894,6844,6856
AILLSV;6041,7028,11184,11981,11993,13240,13241,13516,14276,17182
AILLSZ;414,495,3764,6021,6319,6915,9165,14275,14278,15960,16685
AILLTT;119,2833,3565,3595,4825,13662,13862,13895,14931,14932,15229,16162,16839
AILLUZ;4706,8431,11090,16885
AILLYZ;4706,4830,10251,11090,11185
AILMMS;11195
AILMNO;
AILMNR;5146,17188
AILMNS;
AILMNU;
AILMNY;4772,8678,15978
AILMOP;17366
AILMOT;6228,6560
AILMPR;335
AILMPS;
AILMPU;
AILMRS;
AILMRT;
AILMRU;1076,4465,5755,5758,7059,8267,14939,15946
AILMSS;17067
AILMST;120,257
AILMSU;
AILMSX;503,7058,11213,12790,14404,16222
AILMSY;
AILMTU;907,5819,11427,15946,16622
AILMTY;4633,4706,4825,6905,7004,7006,11198,16622
AILMUV;13243,14935,15652,16162
AILMYZ;4706,10251,10856,11185,15140,17366
AILNNP;2925,4273,4764,6366,10982,11092,11186,11219,13460,13686,14290,14424,14425,16001,17114,17123,17224
AILNNU;6095,6609,6986,7027,13079,16976,17351,17372
AILNOP;
AILNOS;
AILNOT;17173
AILNPS;
AILNPT;
AILNPU;13185
AILNRT;28
AILNRU;9218,10243,16711,16854,16904,16994,17070,17346,17371
AILNSS;
AILNST;
AILNSU;
AILNSV;
AILNSW;17120
AILNSY;11179,17353,17357
AILNTT;471,4521,11908,12910,13895,16162,17180
AILNTU;6986
AILNTY;15616,15714,16158,16181
AILNUV;1081,4829
AILNVY;1081,1082,7772,13273,17269,17371
AILNYZ;507,3308,3574,7133,7771,10251,17275
AILOOR;4846,6543,6568,6617,6750,7090,10090,10693,10725,10917,10943,10969,11191,12680,13077,15736,17336,17366
AILOPS;10863,10945,17064
AILOPZ;10984,16708,17366
AILORS;16149,17129
AILORT;17273
AILORU;5755,6617,6952,7059,7527,7794,10689,11096,11217,13262,14939,17070,17221
AILOSS;
AILOST;
AILOSV;3577,6041,11583,11993
AILOSX;16222,17129
AILOSY;2075,2740,6862,8279,10617,11126,13183,13315,15406,16174,16294,16295,16703
AILOTX;4114,4708,6348,6701,12821,14425,14479,15714,15952,16255,17173
AILOTY;507,916,1729,2519,2657,4254,7031,7038,7444,7569,7771,10284,11198,11200,14933,16294
AILOWY;7023,13181,16794
AILPPS;3601
AILPRS;10622
AILPSS;2885,17229
AILPST;
AILPSU;
AILPSW;17120
AILPTU;5729,6231,6379,7581,15474
AILQSU;
AILRST;
AILRSU;
AILRSV;
AILRSW;3548,17176
AILRSY;6862
AILRTU;4520,4638,7059,16529,16854,17070,17221
AILRTY;
AILRWY;7023,16794,16906
AILSSS;13306
AILSSV;7070
AILSSW;13309
AILSTU;
AILSTV;1430,7028,13241,17226
AILSTX;6285,6960,9268,10365,13529,14404,14458,14459
AILSUV;3577,11126,13241,16295
AILSVY;1430,7028,14448
AILSVZ;2527,4629,13414,16857
AILTXY;4708,6701,12821,14418,15714,16181,17116,17348
AILVWY;11583
AILWXY;
AIMMMU;
AIMMNO;13264,13279,15248,16725,16912,17219,17281,17283,17351,17352
AIMMOS;16717,17117
AIMMSS;
AIMMSU;3532,4652,10283,10690,12178,12439,12827,13188,14387,15481,16195,16306,16916,16917,16918,17117,17285,17390
AIMMSX;17391
AIMNNO;5070,14510
AIMNNS;495
AIMNNT;5056,5070,16613,16971,17013
AIMNNU;2728,4652,5124,5756,6762,7536,8474,8676,11135,11196,12903,12954,12955,12956,14958,15909,16195,16199,16319,16842,16843,16976,16979,17281,17351
AIMNNY;291,4179,4486,4586,4587,4633,4715,4866,6735,10381,14092,14956,15387,15744,16055,16568,16924
AIMNOP;1242,15019
AIMNOR;
AIMNOS;
AIMNOT;11621
AIMNPS;14529,16300
AIMNPT;
AIMNPW;10291
AIMNPY;4538,11075,14092,15978,16055
AIMNRS;
AIMNRT;
AIMNRU;439
AIMNST;
AIMNSU;4868,17281
AIMNSV;6713,13134,14537
AIMNSZ;495,16894,16929,17248
AIMNTT;975,4879
AIMNTU;907
AIMNUV;13243
AIMNUZ;10285,12592,12908,12955,12962,15915,16843,16900
AIMNVY;804,4802,9781
AIMOPT;6286,12970,15620,17104,17303
AIMOPY;2778,4104,7698,9901,10239,15620,16055,16228,16229,16230,16348,16983,17255,17365,17366
AIMORS;
AIMOST;
AIMOSU;3783,4652,7289,8719,10185,10234,11001,11248,12200,13220,13317,14954,16306,16350,16638,16654,17108
AIMOSW;6964,12889,12972,16152,17111
AIMOSX;503,4793,7058,11213,12198,16773,17391
AIMPPS;2764,4719,11001,14391,15612,17120
AIMPRS;5767,7157
AIMPRT;16983,17303
AIMPSS;1087
AIMQSU;2456,3783,10391,15773
AIMRRS;10652,10654,13320,17175,17285
AIMRSS;4487
AIMRST;
AIMRSU;17108
AIMRSZ;6060,13472,14284,16894,16917
AIMRTU;7059,10998,16726,17303
AIMRTX;9963,10383,13474,14418,17291
AIMSST;
AIMSSW;16928
AIMSSY;469,4868,10995,11257,17391
AIMSTT;
AIMSTU;16306,16350
AIMSTX;503,7058,11213,16773,17391
AINNNT;2190,2196,2801,2843,2868,2869,2924,2950,2962,3409,4271,4486,4845,4846,4885,7595,9055,9970,10309,10310,11265,13316,14512,14551,14955,14956,15899,15995,16080,16198,16358,17240,17309
AINNOP;3682,4715,7819,11186,15019,17073
AINNOS;4159,11173
AINNOT;478,4753,5070
AINNOW;2724,6943,11618,13181,15402,16787
AINNPS;13686
AINNPU;7819,9972,15168,15506,15781,17025
AINNRU;5150,7799,7819,8676,11217,17025
AINOPR;
AINOPS;
AINOQU;4809,14510,17205,17210
AINORS;
AINORT;
AINOSV;1061
AINOSX;6623,17143,17194
AINPRS;
AINPRU;13086,13185,16385,16885
AINPRW;
AINPSS;6974
AINPST;
AINPSV;1639,3788,10437,14355,15923,16120
AINPTU;
AINPTY;4550,7702,11285,13174,13211,17321
AINQRT;
AINQSU;
AINQTU;
AINQUY;9256,14904
AINRSS;
AINRST;
AINRSU;
AINRSV;17380
AINRSW;10297,10932
AINRSZ;4016,13225,13256,13408,13530,14329,14437,15238,15727,16917,17077,17124
AINRTU;6934,16854,16959
AINSSS;3599,7779,10968,13090,13306,16607,17252
AINSST;
AINSSV;10953,10963
AINSSW;4893
AINSTT;
AINSTU;
AINSTW;
AINSTY;5073,6141,13299,14126,16333,16399,17321
AINSUX;5374,5559,6393,9268,12022,14459
AINSYZ;6915,13993,17275
AINTVY;4802,7005,7772,13273
AIOORS;513,1245,1414,2081,3550,4719,6525,6629,6843,6866,6996,7152,7742,8329,8642,9549,10595,10990,10997,11020,11137,11550,12719,13317,15070,15183,15393,16342,16411,16813,17139,17390
AIOPRV;
AIOPST;17143
AIOPTU;2679,8614,10645,10998,11018,12970,16417,16419,17303
AIORRU;4649,7799,8614,16139,16284,16417,17130
AIORST;
AIORSU;14954,17108
AIORSV;
AIORSX;4725,5128,6398,8516,9086,12198,13222,13831,14614,14950,16384,17129
AIORTV;10466,13557
AIOSSS;580,2566,4873,8509,8703,11296,12712,13717,14137,14606,15482,16128,16607
AIOSSV;4815,6041,6757,15959,16130,17216,17229
AIOSTT;1069,1791,11019,11623
AIOSYZ;15433,15814,17275
AIPPRR;20,25,240,399,3379,17202
AIPPRY;1691,2981,3551,4551,10762,11087,16996,17129,17202
AIPPST;10985,17087
AIPPSU;7159,8606,11001,11588,13220
AIPPTT;17087,17328
AIPRST;
AIPRSU;16642
AIPRSV;16865,16873
AIPRSW;
AIPRSX;4238,4725,9695,10365,13222,13831,17129,17149
AIPRTY;14418,14486,15621,16351
AIPRUY;7062,10159,11172,11259,12970,15474,16351
AIPSST;6984
AIPSTT;17087
AIPSTW;16801
AIPSZZ;
AIPZZZ;
AIQRSU;
AIRRSS;4487
AIRRST;492,494,4481
AIRRSU;494,4481,6725,11479,11586,13320,16957,17040,17285
AIRRTY;1738,7828,11174,11235,13118,17202,17365,17400
AIRRZZ;
AIRSST;
AIRSSU;
AIRSSZ;4526,7743
AIRSTT;
AIRSTU;
AIRSTV;515,17280
AIRSWZ;4364,13483
AIRTTT;4862,17008
AIRTTY;4627,9069,12208,13212,16606
AIRVVY;
AISSST;7779,16540,16607,17000
AISSTV;2983,4815,7070,8613,16637,17417
AISSTW;11639
AISSTX;3607,4723,4724,17143,17391,17397
AISTTU;4711,11623,13299,16985,17005
AISTVV;2210,3185,6399,12116,14332,17280
AISTWZ;4364,13483
AISTZZ;15010
AISUWX;
AITTTU;3576,4816,11164,17005,17008,17387
AITTWX;
AJKNSY;4628
AJKORS;4957
AJLOOR;
AJLOPS;4482
AJLOPY;
AJLOSU;2884,7022
AJLRSU;1423,5589
AJMNSU;3608,11535
AJMOPT;8993
AJMORS;
AJMRSU;3608,4726,5589,17108
AJMRTU;13015
AJNORT;7614,13015,14634
AJNOSY;
AJNRTU;6879,7614,11170,13015,14634
AJNSTU;2884,5747,6880,6937,7022,11535,16963,16964
AJNTUY;5590,9816
AJOOPS;4482,16142
AJORSW;4957
AJOSSU;6971,10479,10480,17333,17334
AJRSTU;6969
AKKKOO;
AKKLSU;
AKKMOS;6935,6939
AKKNRU;
AKKNSS;825,10844,11298,16965
AKKNSY;
AKKOOP;
AKKOPS;10226,15690
AKKOQU;
AKKORS;9709,17110
AKKORU;
AKKOSS;4819,5593
AKKSUW;
AKLLNY;1646,15819
AKLLSY;6792,15819,16425,16966
AKLMMU;
AKLNOU;12626,13423
AKLNOX;
AKLNPS;1145,1326
AKLNRS;6941,10614
AKLNRY;
AKLNSU;1145,1326,6893,13734,15384
AKLOPS;5933,12257,13424,14635,17152
AKLOSS;4056,4895,4896,15822
AKLOST;4820,11026
AKLOTW;8821
AKLOXY;
AKLPRY;7616,10228,10791,11172
AKLPSU;1145,1326,5933,12257,14346
AKLPTU;11172
AKLPUW;
AKLRVY;
AKLSST;925,11069
AKLSTU;
AKLSTY;15819
AKLSUW;1692,6794,13734
AKMNSU;10850
AKMNSY;4630,16783
AKMORS;6843,16970,17111,17112,17152
AKMOSU;6795,7831,10234,10967,14642
AKMPRU;
AKMSUZ;
AKMTUU;
AKMUYZ;
AKNNOO;4516,16967,17419
AKNOPS;493,4821,6610,6796,9100,10226,10233,14346,15690,16147,17112
AKNORU;12626
AKNORY;5985,15824,17080
AKNOSS;4056,4058,4896,6294,10015,10484,12259,12733,14646
AKNPRS;
AKNPRY;16966,16973
AKNPSS;
AKNPSU;
AKNRRY;6946,15388,15824
AKNRSS;4896,8731,11298
AKNRST;
AKNRSU;
AKNRSY;6131,6946,16567
AKNRTZ;15253,16427
AKNSST;
AKNSSW;11298,16431
AKNSTW;17335
AKNSUZ;
AKNSWY;10722
AKNTWY;10722,17080
AKOOPS;6610,6987,16431
AKOORR;14972,15824
AKOORS;12365,15385,16426,16970
AKOOSZ;
AKOPPS;493,5266,16146
AKOPSW;4059,4729,4730,6796,14635,16431,17112
AKOPSY;17152
AKORSS;4895,4896,8731,11299
AKORST;
AKORSU;7831,10234,12256,12257,14166,14642,16434
AKOSTU;4730,14642
AKOSTY;4752,4820,6039,15825,16969
AKOSWY;5594,5776,6792,9363
AKOTWY;7023,17080
AKPRSS;4578,4895,11299
AKPRSY;
AKPSTU;4730
AKPTTU;11172
AKQRSU;
AKQSUW;
AKRSST;11299
AKRSTU;6881,15936,16434
AKRSUU;4897,17062
AKSSTT;7726,10935,11069
AKSUVZ;
AKSWYY;
ALLLOT;3359,3871,4139,4704,10240,11071,17045,17337,17420
ALLLSY;1715,4473,8647,9217,9373,10244,11301,14977,16436,17044,17338
ALLMOR;4517,5640,11076,13261,15881,16620,16621,16623,16644,17221
ALLMOS;2985,4055,5027,14365
ALLMOT;5401
ALLMOW;
ALLMSS;6999,7025
ALLMSU;581,4899,7082,17046
ALLMSY;161,441,2985,4899,11304,17046
ALLMUV;14369,16161,16162
ALLNOP;17081,17421,17422
ALLNOS;8528,12266,14636
ALLNSU;579,3082,4674,4754,5074,5141,6066,6732,7055,7082,8528,9820,10250,10499,10500,11179,11576,12892,13020,14655,14663,16180,16437,16442,17347
ALLNUU;1720,2890,5649,7055,11179
ALLOOP;31,4830,6583,6972,9725,10257,10649,10853,10864,10865,11186,11188,16762,17045,17224,17336,17421
ALLOPR;4382,10257,11188,15657,16620,16623,16644,17336,17421
ALLOPW;
ALLORS;
ALLORY;13077,17047,17346
ALLOSS;108,2906,5753,17229
ALLOST;13570,14636
ALLOSV;
ALLOSW;
ALLOSY;2985,4674,4899,6800,7619,8647,10499,11301,11304,11308,14015,15406,16440,16818,17046,17047,17338
ALLOTT;6729
ALLOTV;11050,17346
ALLOTW;
ALLOUY;2906,4674,4899,5147,5753,6950,6952,7056,10866,10906,11077,15574,16440,16546,16643,16974,17046,17047,17089,17225,17338,17342,17346
ALLOVY;4249,15953,16440,16546,17338,17346
ALLOWW;
ALLPPU;71,74,1201,1355,14669,14670
ALLPRU;
ALLPSS;466,1471,4758,4823,17229
ALLPSY;1020,1331,1337,2985,6417,10866,11301,13305,14015,14975
ALLQSU;
ALLRUY;14670,15574,16546
ALLSST;2694,2756,4823,6988,6999,16560,16626
ALLSTY;161,4899
ALLSWY;10862,10937
ALLUVV;
ALMMSS;2987,3442,6808,11032,14674
ALMMSY;516,4903
ALMMUW;
ALMMUY;6807,11033,11200,16622
ALMNOR;5146,11091
ALMNOS;
ALMNOU;4223,4769,11204,11591,13423,14652,16976,16980,17049,17085,17156,17351
ALMNRU;4673,7708
ALMNSU;
ALMOOS;3443,4482,10507,12911,13268,15431,15575,16447,16449,16901,17425
ALMORS;17152
ALMORT;5645,9855,13261,15631,17054,17155
ALMORU;17366
ALMOST;11026
ALMOSU;16547
ALMOTW;4906,6635,14017,16455
ALMOXY;11074,15714,16230,17156
ALMPSS;17067,17118
ALMPSU;17159,17428
ALMQSU;18,6736,14689
ALMQUY;15721
ALMRSU;
ALMRSY;1390,6074,16819,16982,17152
ALMRWY;6635,9822,13811,14414
ALMSST;6999
ALMSUY;1448,4899,7026,7031,14942,14978,16166,16437,17251,17342,17357,17425
ALMTUU;6415,13081,15378
ALNNOU;1724,2814,3915,5611,6077,6407,7204,7832,8667,10689,11196,11217,14825,15578,16787,16976,17056,17351,17425,17430
ALNNSU;6237,7832,9390,14702,17425
ALNOOS;7063,17425
ALNOOZ;5058,5541,10107,13246,16708,17192,17248,17419
ALNOPR;4382,10497
ALNOPS;
ALNOPT;
ALNORS;
ALNORT;17273
ALNOSS;4896
ALNOST;
ALNOSW;3083,4905,6633,6794,10668,13329,14637,14683,14695,15711,17120
ALNOSY;1353,4674,4902,4916,4918,7083,7832,11312,11315,15406,16169,16473,16703,17225,17430
ALNOSZ;4399,10784,11946,14437,15727,16704,17124,17248,17275
ALNOTV;7770,11050,17173,17363
ALNOUZ;13184,17156,17197
ALNPST;
ALNPTU;
ALNRSS;32,3481,4896,4910,4917,13330
ALNRSU;
ALNRSY;2643,4918,7013,11107,11315,16768,17125,17161,17228,17427
ALNRUY;7708,16609,16994,17348
ALNRXY;4401,6443,14461,17348
ALNSST;
ALNSTU;17426,17430
ALNSTY;17161,17427,17430
ALNSUW;
ALNSUY;1082,2130,3315,4674,6066,7832,10527,11179,16473,16575,17338,17347,17357,17425
ALNSVY;1077,1082,11581,14448
ALNSXY;403,474,4556,5559,11118,14371,14448,15406,16180,17082
ALNTUW;773
ALNTUY;4825,4911,7772,7832,10527,11187,11200,11307,11596,11597,12917,14468,16204,17156,17348,17430
ALOOPS;4482,11600,16278
ALOPPR;4557,10943,16623
ALOPPT;5264,5949,9393,9404,9405,11194,16471,17056
ALOPRR;3555,4557,17093,17255,17421
ALOPRS;
ALOPRT;3555
ALOPRV;2997
ALOPRY;7141,7616,7657,8541
ALOPSS;13578
ALOPST;16533
ALOPSU;6989,16533,16547,16741,16820,16821,17064,17117
ALOQTU;
ALORRW;6302,10485,13744,14167,14638,14972
ALORSS;
ALORST;
ALORSU;
ALORSV;4919
ALORSY;3556,6862,11107,11315,13234,17430
ALORTU;1457,4638,6952,16596,17070,17273
ALORUV;6427,15456
ALORVY;
ALOSSS;1474,2988,4915,5779
ALOSST;
ALOSSV;11314
ALOSTT;14725,16611,17052
ALOSTV;4919
ALOSTX;13570,14691,14697
ALOSVV;13595
ALOTUW;
ALOTUY;2943,6952,7803,7811,8462,9816,9824,11187,11200,11227,11307,14988,16204,17092,17156
ALPPSU;16820
ALPRRU;1342,5044,5318
ALPRSU;
ALPRSW;
ALPRTY;7016
ALPRUW;
ALPSST;33,925
ALPSSU;
ALPSSW;8784
ALPSSY;4895,16473
ALPSTU;16533
ALPSTY;
ALPSUY;1731,10866,10979,11318,11320,13327,13328,14671,14979,16188,16473,16741,16820,16821,17159,17428
ALRRSU;2791,6150,7001,7085
ALRSST;6988
ALRSTU;
ALRSTW;3548,10668
ALRSTY;17430
ALRSUW;1168,10297,13538,14025
ALRSWW;3548,12930,13489,14350
ALRTTY;4067,6274,13589,14734
ALRTUW;
ALRUUV;2991,4829,12412
ALRUVV;15456
ALSSSU;3599,4395,7061,7071,10128,10500,12284,12929,13315,13378,13590,13598,13743,14633,14702,14705,14713,15386,16006,16296
ALSSSY;5779,8827,9383,14177,14661,14671,14715,16425,16438,16473
ALSSTU;17153
ALSSUU;6273,11241,13315,17001,17382
ALSSVY;
ALSSWY;
ALSTTY;16611,17052
ALSTUV;13241,17226
ALSTVY;1430,6816,7028
ALSUUV;2595,3577
ALSUVV;11126
ALTTUY;4825,6129,7019,7038,11234,12917,14468,14974,16044,17233,17433
ALTUVY;2529,2946,7772,14369,14468,16044,16192,16295
AMMMNO;12633,15583
AMMMOS;3993,4558,4636,4903
AMMMOU;
AMMNOO;7621,9941,10987,16447
AMMNOS;9413,11132,14640,17281
AMMORT;22,1182,2132,4989,8973,9855,9942,10377,10544
AMMOSU;4652,5767,10987,11248,11322,11323,12178,12439,12827,13188,14675,14677,15481,15584,16195,16654,17117,17390
