AAAARR;8,24,33
AELLSU;3668,12932
AELLSY;8220,8222,12546,12795
AELLTT;6595,8369,11163,11172
AELLTU;2266,3694,3771,3774,7635
AELLTW;12186,12548
AELLTY;7643,8514
AELLVY;7824,8510
AELLWY;4957,12548
AELMMR;
AELMMS;
AELMNO;
AELMNR;
AELMNS;
AELMNT;
AELMNW;11292
AELMNY;5526,12820
AELMOR;
AELMOS;
AELMPR;
AELMPS;
AELMPU;8329,11355
AELMRS;
AELMRT;
AELMRU;
AELMRV;999
AELMRY;3705,4250,5321,9316,10251,11425,11847
AELMST;
AELMSU;
AELMSY;
AELMTU;
AELMTY;7913,9824,10251
AELNNP;3554
AELNNR;
AELNNW;1078,1203,2983,5273,11969,12813
AELNOR;5130
AELNOS;
AELNOT;
AELNPR;
AELNPS;
AELNPT;
AELNPU;
AELNRS;
AELNRT;
AELNRU;
AELNRV;
AELNRY;
AELNRZ;7648,8402,10071,11292,12098
AELNSS;
AELNST;
AELNSU;
AELNSV;
AELNSY;
AELNTT;12574,12705
AELNTU;
AELNTV;1913
AELNTY;
AELNTZ;5284
AELNUW;
AELOOZ;5425,10071
AELOPR;
AELOPS;
AELOPT;
AELOPX;3534,3797,7831,8150,8541
AELORS;
AELORT;
AELOST;
AELOSV;
AELOSW;7919,8128,12692
AELOSZ;
AELOTZ;2045,2951,3637,5284,5425,7860,8325
AELOVV;7277
AELPPR;
AELPPS;
AELPPT;
AELPPU;
AELPPY;12931,12932
AELPQU;323,1738,2907,4259,6684,6809,8568,9670
AELPRR;2355,3498
AELPRS;
AELPRT;
AELPRU;
AELPRW;5344
AELPRY;
AELPSS;
AELPST;
AELPSU;3668
AELPTT;5471,8369
AELPTU;
AELQSU;
AELQUZ;
AELRRT;
AELRRY;1032,1033,1091,2190,4266,4560,5321,5426,5514,5533,8423,8587,10961,11974,12036,12328
AELRSS;
AELRST;
AELRSU;
AELRSV;
AELRSW;
AELRSY;
AELRTT;
AELRTV;
AELRTY;
AELRUV;
AELRVV;
AELRWX;
AELRWY;
AELRYY;1833,3338,3773,4967,4968,6842,7044,8076,8131,8290,10923,11374
AELRZZ;
AELSSS;
AELSST;
AELSSU;
AELSSV;
AELSSW;
AELSSY;8589
AELSTT;
AELSTU;
AELSTV;
AELSTW;
AELSTX;12422,12425,12478
AELSTY;
AELSUV;
AELSUX;10282,11941
AELSVV;
AELSVY;
AELSYZ;1035,5725,10316
AELSZZ;
AELTTT;1952,5471,12159,12695
AELTTW;7459,12548
AELTTY;4628,5471,12574,12705,12940
AELTUX;
AELUUV;413,1103,2310,4651,5280,12853
AELUVV;11929
AEMMMR;8690
AEMMMT;8690
AEMMMY;1990,11847,12637
AEMMNR;1141,6195,7259,7703,8531,8532,10370,12719
AEMMRR;4245
AEMMRY;2756,3604,7703,11425,11847
AEMMRZ;2105,3322,8532,11665,12719
AEMMST;
AEMMSU;1473,10446,10449,10719,11848
AEMMSY;12280,12856,12857
AEMMTU;8147
AEMMTW;8292
AEMNNP;1502,2240,2312,3029,6233,8605,12498,12727
AEMNNR;
AEMNNT;10827
AEMNNV;1182,10140,11293,11806,12944
AEMNOP;3390,4562,5278,5729,7760,11036,11428
AEMNOR;
AEMNOS;
AEMNOT;
AEMNOY;2267,3741,5278,5526,5528,5979,6187,6989,8448,8672,11759,12663,12820
AEMNPR;
AEMNPU;5278,5729,8329,11355
AEMNQU;3255,5068,5105,7221,12303
AEMNRS;
AEMNRT;
AEMNRU;
AEMNRW;11292
AEMNSS;
AEMNST;
AEMNSU;10719
AEMNSV;691,1708,7275
AEMNSX;2229,5506,10384,11941,12478
AEMNSY;12820
AEMNTU;
AEMNTV;8503,8598
AEMNTX;3588
AEMOOV;4665,10939,11806,11808,12735,12861
AEMOPZ;
AEMORR;
AEMORS;
AEMORT;
AEMORW;237,10485
AEMORX;2895,10381,10433,10831,11689
AEMOST;
AEMOSV;7275,7717,8598,12179
AEMOSW;
AEMPPR;5970
AEMPRR;
AEMPRS;
AEMPRT;
AEMPRV;
AEMPSU;
AEMQRU;
AEMQSU;
AEMRRR;4502
AEMRRS;
AEMRRU;
AEMRRV;
AEMRRW;
AEMRSS;
AEMRST;
AEMRSU;
AEMRSY;9782,9985
AEMRSZ;3274,3309,3375,8332,10801,11470,11700,12621,12947
AEMRTT;10665
AEMRTU;
AEMRUV;5403,11697,12875,12944
AEMSSS;
AEMSST;
AEMSSU;
AEMSSY;5952,6243,8308
AEMSSZ;3341,3745
AEMSTT;
AEMSTU;
AEMSTY;6243,10006
AEMSUV;
AEMSYZ;
AEMTTU;
AEMUZZ;
AENNNO;2247,6040,6103,8056,8604,8624,9452,10007,11535,11805,11886,12121
AENNOS;320
AENNOV;959,7932,8008,12023,12944
AENNOY;3580,3741,11426,12124,12301,12680,12687
AENNPR;5108
AENNPS;
AENNRT;
AENNRV;5230,5280,5501
AENNRW;1078,3340,4249,9453,10933
AENNSS;3369
AENNST;
AENNTT;
AENOPS;
AENOPT;
AENOPV;6515,6716,11149
AENOPW;12372
AENOPY;224,5108,5278,8608,8625,10381,12680,12695
AENORS;
AENORT;
AENOSS;
AENOST;
AENOSW;82,936,1126
AENOSX;2351,11826
AENOTT;10783,11422
AENOTV;
AENOTZ;2045,3637,3657,7593,7860
AENPPR;
AENPPS;5530
AENPPT;
AENPRS;
AENPRT;
AENPRW;
AENPRY;416,2089,5108,10381,11331,12439
AENPRZ;786,5108,7589,7648,7984,10144,10156,10804,12027,12217
AENPSS;
AENPST;
AENPSV;7184,7266,9312,10805,10900
AENPTT;11036
AENPTU;1316
AENPTZ;7511
AENQSU;5695,6829
AENQTU;
AENRRS;
AENRRT;
AENRRW;
AENRRY;
AENRSS;
AENRST;
AENRSU;
AENRSV;9312,9638
AENRSW;
AENRSY;
AENRTT;
AENRTU;
AENRTV;
AENRTW;
AENRTY;
AENRUW;5811,11292
AENRWY;
AENSST;
AENSSU;
AENSSW;
AENSSY;
AENSTU;
AENSTX;
AENSTY;
AENSTZ;
AENSUV;
AENSUY;1523,3776,6238,7780,8618,8672,12266,12385
AENSVW;
AENSWY;
AENSWZ;
AENSZZ;
AENTTT;11723
AENTTU;
AENTTX;9735,9887,10783,11866
AENTTY;3443,3507,3741,10783,12574,12705
AENTWY;5216
AEOOSZ;805,8372,8653,9741,10044
AEOPPR;11330,12432
AEOPPS;
AEOPQU;8568
AEOPRR;786,11156
AEOPRS;
AEOPRT;
AEOPSS;11752
AEOPST;
AEOPTT;9887
AEOPTY;1370,1514,3580,10288,12680,12695
AEORRR;2362,3447,4217,4921,5818,10104,10502,11156
AEORRS;
AEORSS;
AEORST;
AEORSU;
AEORTT;11422
AEORUV;7004,11923
AEORVW;
AEORVY;535,7889,8487,12883
AEOSSV;10269
AEOSTV;
AEOSTW;12692
AEOSTZ;805
AEOTTU;
AEOUVZ;
AEPPRR;1188
AEPPRS;
AEPPRT;8002,12432
AEPPRU;3408
AEPPRW;
AEPPRY;5730,8002,11330,12432
AEPPRZ;
AEPPSY;12931,12932
AEPPTT;7060,8586,11330,12430,12432
AEPPTU;3408,12262
AEPRRS;
AEPRRT;
AEPRRU;2090,3438,3447
AEPRRW;
AEPRRY;3683,5514,11417
AEPRSS;
AEPRST;
AEPRSU;
AEPRSV;
AEPRSW;
AEPRSX;3587,3655,10129,11101,11158,12139
AEPRSY;4216,11331,12026
AEPRTT;
AEPRTU;3385
AEPRTX;3587,3655,3797,3804,12561
AEPRTY;
AEPRTZ;
AEPRUY;4688,5540,5730,7813,8708
AEPRWY;
AEPSSS;
AEPSST;
AEPSSU;
AEPSSV;9312,10687,11153
AEPSSY;7920,8000,12395
AEPSTT;
AEPSTU;
AEPSTX;3587,12358,12422,12423,12425
AEPSUX;8572,10282,12133,12358
AEQRRU;4400
AEQRSU;
AEQRTU;
AEQRUV;
AEQSTU;12743
AEQSUY;3030,3808,11802
AEQUYZ;
AERRSS;
AERRST;
AERRSU;11851
AERRSV;
AERRSZ;2753,7450
AERRTT;
AERRTY;3171,9776
AERRUZ;
AERRWY;
AERSSS;
AERSST;
AERSSU;
AERSSV;
AERSSW;
AERSSY;
AERSTT;
AERSTU;
AERSTV;
AERSTW;
AERSTX;
AERSTY;
AERSTZ;
AERSUU;413,3029,7828,11434
AERSUV;
AERSUZ;
AERSVV;
AERSVW;
AERSWX;
AERSWY;
AERSZZ;
AERTTT;11858
AERTTU;
AERTTV;
AERTTW;7459,12548
AERTTY;11330,12430,12432
AERTUU;1363,2061,2865,3717,4829,5005,5127,8486,9786
AERTWY;
AERTYZ;11700
AERVWY;
AESSSS;81,380,2023,7242,10835,10951,11822,12952
AESSST;
AESSSY;6788,6824,8308,8315,8671,10366,11850,12047
AESSTT;
AESSTU;
AESSTV;
AESSTW;994
AESSTY;
AESSVY;9638
AESSZZ;
AESTTT;
AESTTU;
AESTUV;12463
AESTVW;
AESTWY;
AESTXY;2800,3545,7292,8436,10006,11787,12266,12356,12463,12478,12948
AESTYY;2154,3338,5819,6888,12276,12376,12410
AESVVY;
AESVWY;11098
AESVYZ;3334
AESWZZ;
AETUXY;3774,9784,10006,11787,12266,12463
AFFFLS;
AFFGRS;
AFFGUW;
AFFHIT;11838
AFFIKR;
AFFILP;
AFFIMR;5304,11837,11840
AFFIRT;2758
AFFIRZ;
AFFLNY;12967,12969
AFFLOS;3032,3817
AFFLOY;4266,10961,12967
AFFLSU;7827,11848
AFFLUX;
AFFLWY;
AFFNSY;5305
AFFOPY;
AFFQSU;
AFFRST;
AFFSST;6495,12964,12971
AFFSUW;
AFGGLY;12978
AFGGOT;
AFGHOS;4280,8725
AFGIJM;
AFGIKN;
AFGIMN;7307
AFGIMY;1207
AFGINN;
AFGINR;
AFGINS;
AFGINT;
AFGINX;11841
AFGINY;
AFGINZ;2372,12990
AFGISY;12993
AFGITZ;2372,11871,12990
AFGLNO;
AFGLNU;
AFGLOS;
AFGLRU;5549,12983
AFGMNO;
AFGMOR;1207
AFGNOS;2373,6257,8725
AFGORR;5549,8737,10507,12983
AFGORT;2368,3821,10507
AFGOST;2373,6257
AFGOTU;10507,11838
AFGRST;7312,9471,10983
AFGRUY;8738,12983
AFHIIR;7830,8742,9455
AFHIKL;
AFHIKR;6550
AFHIMS;4280
AFHIOS;
AFHIRS;
AFHIST;3370
AFHLMU;1093,1208
AFHLOO;12983
AFHLSY;8740
AFHLTU;1208
AFHMOT;1208,8741,9455
AFHORS;3032
AFHRSW;3032
AFHSST;6260,12964
AFIILL;1210,4936,5119,5312,5315,5316,6021,7824,7869,8742,9391,11918,11922,12991,12993
AFIILN;5016
AFIIMN;7068,8741,8746,11004,11923,11930,12965,12992,13023,13024
AFIJNN;
AFIKLS;
AFIKNU;
AFIKRS;
AFILLN;3836,5552
AFILLS;3826,8780,12993
AFILMU;2367,3836,4939,6019,11848,11918,11923,11936,12992,13019,13028
AFILMY;1209,11847
AFILNS;
AFILNU;
AFILNV;8745
AFILNY;
AFILOR;5557,8779,8780
AFILPS;8729,11954
AFILRS;8780,11846
AFILRY;
AFILRZ;
AFILSY;9457
AFIMNR;
AFIMNY;3831,10689
AFIMRS;
AFIMRT;3360,7070,9455,11837
AFIMRY;1207,4696,5321,5556,11847
AFIMSS;13033
AFIMSV;3354
AFIMUZ;10066
AFINNN;
AFINNO;12988
AFINNT;12976
AFINRU;
AFINST;5555,13033,13034
AFINSU;2882,10512
AFINSY;4864,5305,9457
AFINTU;7305
AFINTY;2375,6262,8738,8758,13004
AFINYZ;
AFIORT;3364,3821,7070,9455,10979
AFIQRS;
AFIQRU;2397
AFIRRS;1533,2412,3035,3826,3830,13003,13004,13017,13021,13022,13033
AFIRRY;6558,6563,7893,8776
AFIRST;
AFIRTY;1532,6268,7070,9455
AFIRUY;5320
AFISTW;
AFJLRU;
AFKLNS;
AFKLSS;2041
AFKNRS;7330
AFKOST;
AFKRST;3160
AFLLMU;3836,11918,12992
AFLLNO;364,921,1100,1212,3836,5552,8778,12992
AFLLNU;3836,7347,7850
AFLLOR;1099,5552,8742
AFLLOW;
AFLLPU;
AFLLTY;
AFLLUW;
AFLMMS;2052,11940
AFLMNU;259,5131,6019,9684,11000
AFLMNY;3367,3838,10689
AFLMOR;
AFLMRU;259
AFLMYY;1212
AFLNNY;1213,3833,9664,10514,11873,12967,12974,12996,13006
AFLNOT;
AFLNPU;
AFLNSW;11032
AFLNTU;
AFLOOS;8721,8780
AFLORS;3032
AFLORV;
AFLOST;10518,13022
AFLOTY;3366,8752,10518,11971,12993
AFLPPY;
AFLPSU;
AFLRSU;
AFLRTU;
AFLSSU;6775,7190,7827,10053,11000
AFLSTU;
AFLSTY;
AFLSWY;
AFLTTY;
AFLTUV;11867
AFLTUY;10518
AFLWYY;
AFMNOT;8741,8746,11915,11930
AFMNSU;1102,3392,5131,11000
AFMOOS;3392,5325,9668
AFMORS;
AFMORT;7070,9455
AFMOSU;
AFMSSU;5131,9684,10701,11000
AFMSUU;2064
AFNNNO;11886,11930,12988
AFNNOS;3392,11030,11979
AFNNOT;
AFNORT;332,333,1535,2739,3819,3821,5314
AFNPRY;3383,4281
AFNRSS;3834,6267,8740,10510,13012,13027,13031,13032,13036
AFNRSU;
AFNRYZ;
AFNSSU;7190,9327,9684,11000
AFOORT;7070
AFORRS;1533,2377,2412,11053,13021,13022
AFORRW;11001
AFORRY;1839,2368,5556,8742,8776,12983
AFORSS;3389,3840,3841,6267,10988,11051,11052,11980,13027,13036
AFORSV;8759
AFORSY;6268
AFORTU;3157,9690,10507
AFORUV;
AFOSSS;321,2047,2386,5315,5318,6788,7891,8782,10026,10705,11030,11031,11037,11850,13022
AFOSST;4699,6267,8756,12964,12971,13022
AFOSSU;2060,3389,4699,10992,11052
AFOSTU;
AFOSUV;11941
AFPTUW;
AFRRTY;2368,8776,13004
AFRSSW;3841,11014
AFRSTU;
AGGGIN;
AGGGOS;3394,5564
AGGHIS;419,13058
AGGHSY;13041,13043,13050,13065
AGGIIL;13076
AGGILN;
AGGILO;7916
AGGIMN;7934,10714
AGGINO;8792
AGGINP;4701
AGGINR;
AGGINS;
AGGINT;
AGGINW;
AGGINZ;
AGGIOR;422,1105,3858,4831,8794,13040,13057
AGGISW;
AGGIWW;
AGGIZZ;
AGGKNY;3866,4701
AGGLNY;8797,8801,13064
AGGLOT;216,3872,13066
AGGLSU;3412,3870,3871,5567,12014,12036,13058,13077
AGGLSY;2422,3412,3866,13041,13065
AGGLWY;11987
AGGMNO;10525
AGGMOT;13055,13084
AGGMRU;
AGGMSU;10719,11092,13049
AGGNOU;4831,11984,13083
AGGNOW;7071
AGGNOX;3166,7928,13057
AGGNPU;27
AGGNRU;27
AGGNSU;3870
AGGNSY;3866,10520,12026,13050
AGGORS;3410,7193,7937,10031,13041,13043,13044
AGGPRY;3849,12027,13056,13057,13062,13066
AGGQUY;
AGGSTY;3412,10520,13050
AGHHSU;7829,12056,12981,13044,13094,13097,13098,13100,13104,13105
AGHHTU;5574,9402,11856,11858
AGHIJR;
AGHIKU;3423,4708,4709
AGHILN;
AGHILS;13058
AGHILT;12067
AGHIMN;336,4201,5916,8840,13122
AGHINO;7071,11838
AGHINR;
AGHINS;
AGHINT;
AGHINV;
AGHINW;
AGHINY;7830
AGHINZ;2428,8822,13046,13048
AGHIQU;3423,12071,12110
AGHIRR;3873,7990,11115
AGHIRS;
AGHIRT;814,1537
AGHIST;11098
AGHISU;13058,13094,13097,13098
AGHISZ;13100,13143
AGHKSU;647
AGHLMU;12135
AGHLNU;677,6573,12135
AGHLOS;
AGHLSU;
AGHLSY;4710,7378,13065,13145
AGHLTU;12067
AGHLUY;3892,4710,12137,12983,13145
AGHMOS;2454,2455,3891,3893,3896,4280,6284,8853,10532,13145
AGHNNU;677,715,7197
AGHNOS;7384
AGHNOU;2090,2448,3438,3441,3447,7962,7999,12135
AGHNPS;
AGHNPU;2448,3438,3447,3848
AGHNRT;3398,7197,11099,11149,12147,13061,13152,13154
AGHNRU;
AGHNRY;8814,10538,13064,13096,13146,13149,13150,13154
AGHNSS;
AGHNST;
AGHNSW;
AGHNTU;4709,7197
AGHNUY;
AGHOQU;
AGHPRS;2455,8862
AGHRRU;10507,11115
AGHRRY;815,2073,3875,3889,10127,10535,11100,12061
AGHRST;3893
AGHRTU;2446
AGHSST;8817,8858,12964,13155
AGHSSU;2454,3899,8727,12964,13052
AGHSTU;13105
AGHSUW;4706,12056
AGHSUY;4710,10131,10536,12056,13105,13134,13145
AGHTTU;2446,3442,3443,3892,4709
AGHTUW;12067
AGIIJN;1656,6483,8792,10143,10144,10550
AGIILN;
AGIIMN;
AGIINR;
AGIIRT;191,192,337,3060,4715,5590,8901,8905
AGIIST;13092
AGIISV;
AGIJLN;
AGIJNP;
AGIJNW;
AGIJRS;
AGIJSW;
AGIKLN;
AGIKLS;
AGIKMN;4709,5916,6298
AGIKNR;
AGIKNS;
AGIKNT;
AGIKNW;
AGILLU;
AGILMM;7930
AGILMN;
AGILMO;162,1207,2466,6292,7405,8068,8926
AGILMP;1388,2466
AGILMY;10567,11172,12308
AGILNN;
AGILNP;
AGILNR;
AGILNS;
AGILNU;13221
AGILNV;
AGILNW;
AGILNX;5147,5373,8005,8006,13057
AGILNY;
AGILNZ;433,2428,3932
AGILOR;8901,8926,11115
AGILOS;13208
AGILOT;
AGILOV;11115
AGILRS;
AGILRU;3060,3885,3932,5021,12321,13123,13255
AGILRY;1091,4284,5344,8920,8926,12308
AGILSS;13208
AGILST;
AGILSU;3885,13058,13094
AGILSW;
AGIMMS;
AGIMNN;
AGIMNP;
AGIMNR;
AGIMNS;
AGIMNT;
AGIMNW;3962
AGIMNX;3913,3914
AGIMNY;
AGIMNZ;6802,8015,8870,10557,12338,13072,13076,13119,13159,13164,13170,13249
AGIMOS;
AGIMRU;2446,3060
AGIMSS;
AGIMST;
AGIMWW;13242
AGINNO;
AGINNP;
AGINNS;
AGINNT;
AGINNU;
AGINNW;
AGINOR;
AGINOS;
AGINOT;
AGINPR;
AGINPS;
AGINPT;1527
AGINPV;
AGINPW;
AGINPY;4701
AGINRR;
AGINRS;
AGINRT;
AGINRU;13221
AGINRV;
AGINRW;
AGINRX;350,3131,7394,13057
AGINRY;
AGINRZ;
AGINSS;
AGINST;
AGINSU;
AGINSV;
AGINSW;
AGINSY;
AGINSZ;3977,8870,10557,13249
AGINTW;3962
AGINTX;
AGINUX;5147,5373,6042
AGINVW;
AGINWX;
AGINWY;
AGIOPS;1220,7091,13058,13097,13098
AGIORS;1423
AGIORU;422,3408,3948,11115
AGIORV;6032,7409,7932,8031,8905,9717,11115
AGIOTU;422,3408
AGIOUY;4831,8738
AGIPRS;6306,8934
AGIRST;
AGIRSV;
AGIRTU;422,2446,2494,3060,3408,6053
AGISST;8858
AGISTT;
AGISTU;8867
AGITTW;
AGJLMO;
AGJLNY;10237
AGJLSU;4595
AGJLUU;
AGJNOR;
AGJTTY;
AGKLNO;4878,4957
AGKLNS;9663
AGKLOO;4470
AGKLOS;
AGKLOT;3920,4718
AGKLOU;
AGKNOU;3438,7962,11289
AGKNRS;
AGKNRU;3423,3438
AGKNSY;2486,3866,4713,12281
AGKOPS;1940,4719,5599,11073
AGLLNO;3963
AGLLOP;2466
AGLLOR;
AGLLOW;
AGLLRY;2484,5590,7078,8884,8920,13146
AGLLSU;
AGLMMY;3872,3882,7088
AGLMOR;1207,13102
AGLMOS;
AGLMSU;
AGLNNO;13149
AGLNNU;86,93,677,715,2508,5157,5388,6573
AGLNOO;2148,7440,12324,12383,13064,13149,13255
AGLNOP;13064,13149,13150
AGLNOS;
AGLNOU;1224,3963,4288,5589,5591,8728,8927,11984,12135,12303
AGLNOW;8726,11882,11985
AGLNRS;
AGLNRU;5021
AGLNRY;3984,8946,13064,13146,13149,13150
AGLNSS;
AGLNSY;10574,13289,13290
AGLNTY;9476,10669
AGLNUU;8791,8928
AGLOOP;2148,5549,8901,12096,13255
AGLOOR;2148,2440,2441,3985,5374,5549,7440,8901,12098,12983,13085,13149,13255,13261
AGLOOS;2746,4722,6294,6299
AGLOOT;6817,7440,8901,11139,12383,13122,13255
AGLOPS;3412,3893
AGLORS;
AGLORU;5549,11115,12983
AGLOSS;12964
AGLOST;39,3893,3983
AGLOSV;2509
AGLOSW;7919
AGLOTV;
AGLOTY;1544,1859,3178,6578,7402,8048,12993,13066
AGLOWY;5344
AGLPSY;3412,3973,6047,10982,13065,13263
AGLPUY;12983
AGLRSU;10534
AGLRUV;3060,5156,13182
AGLRUY;3527,3985,4710,5021,5387,6304,8138,8884,12036,12983,13213
AGLRYY;8131,8946,10567,13064,13149
AGLSSU;3067,5576,10561,12964,13259,13266
AGLSSY;8130
AGLSTU;2507,3412,8029,8867,13293
AGLSUV;
AGMMNO;1944,3882,12135,13225
AGMMNU;6298,12135
AGMMSU;2454,4725
AGMNNO;
AGMNNU;86,93,1114,1232,5358,5371,13291
AGMNOR;
AGMNOS;
AGMNOX;3913,3914
AGMNRU;4604,11292
AGMNSU;7209,10762
AGMNUY;93,1232,3443,3962,10237,11873,13213,13290
AGMOOY;13253,13273
AGMOPS;3893,13095,13184,13226,13257,13294
AGMORS;
AGMORV;8905,11253
AGMORY;1207,3985
AGMOST;39,1238,1861,3893,8885,8947,13293,13294
AGMOYZ;13076
AGMPRS;
AGMPRY;3957,3984,11301,13268
AGMPUZ;
AGMRSU;3897
AGMSTU;3897,8947,8949,11147,13293
AGNNOT;
AGNNOY;3519,5388,8919,9784,10533,12124,12147,13149,13154
AGNNRY;5388,13149,13154
AGNNSU;
AGNNTU;
AGNNUW;
AGNOOZ;8822,11269,13229
AGNOPS;3898,13104
AGNOQU;8888
AGNORR;3849,3874
AGNORS;
AGNORU;2090,3438,3447
AGNORW;8726,8839,8849
AGNORY;3849,3984,8814,8946,13056,13057,13064,13096,13146,13149,13150,13154
AGNOSS;
AGNOST;
AGNOSU;3441
AGNOSW;503,2482,3879,5599,6290,13244
AGNOSZ;10531,10557,13176,13249
AGNOTU;
AGNOWY;13244
AGNOZZ;
AGNPRS;8946
AGNPSS;368,9477,10730
AGNPSU;
AGNRRS;
AGNRST;
AGNRSU;
AGNRSW;9460
AGNRTY;10538,13146,13150,13152,13154
AGNSST;
AGNSSU;
AGNSSY;3984
AGNSTU;
AGNSTW;3
AGNSTY;13104
AGNTTY;2496,3443,3507,3520,3955,8018,8055,8738,8801,13179,13273
AGNTWY;3962
AGOORT;1552,2489,6306,8901,8925
AGOORV;3449,5374,6032,11149,11269,11889,12154,12324,13188
AGOOSZ;
AGOPRS;3986,8946
AGOPRT;1546,3875,7089,8925,13154
AGOPRU;5549,10507,13221
AGORRT;440,1546
AGORSS;3046,8815
AGORST;39
AGORSU;
AGORSY;2492,3047,4585,4955,6274,6833,7945,10131,12155,13289
AGORTU;422
AGOSTU;13105
AGOSTV;326,2504,3532,10132,12396,13294
AGOSYZ;7994,13143
AGOTTU;2508,13229
AGOTUY;12395,12993,13104,13105
AGPRSS;3046,3899,3986,6306,8815,8940,13067,13269
AGPSUU;5604
AGPSUW;12056
AGRRTU;1550,2494,6053,10507,10671
AGRSST;5574
AGRSSU;
AGRSSY;3890,8815,13067
AGRSTU;
AGRSUU;3897,3981,12963,13044,13284,13285
AGRSUY;3218,3527,4710,5387,8138,8945,10131,10534,10536,10982,13268,13289
AGRUUY;3982,5387,7850,8138,8931,11892,12387,13267,13288,13289
AGSTTU;3070,3512
AGSTUU;3981,13044,13127,13285
AGSUWY;12056
AHHIJR;
AHHIKS;2424
AHHIRS;
AHHISS;274,6061,8968,13297
AHHISV;
AHHKOO;
AHHKPS;
AHHKSY;
AHHLPY;3992,5337,13102
AHHOOR;722,1219,2514,4359,6273,6310,7093,7094,7095,8168,8169,8172,8969,11855,12407,12421,12424,12430
AHHOPW;
AHHORS;6274,7945,8740,10781,13044
AHHPPU;
AHHRRU;7214
AHHRST;3987,13044,13309,13311
AHHUZZ;
AHIIKP;275,8978
AHIILT;115,340,540,724,1221,1246,3876,5930,6595,8188,8819,8827,12067
AHIINT;
AHIISS;1130,1247,1328,1417,1542,5399,5406,5619,6060,6307,7449,8981,10269,11861,12435,13052,13114
AHIJJS;
AHIJRS;
AHIKKS;
AHIKLP;4012
AHIKLS;13107
AHIKLT;4012
AHIKMR;2433,2940,4583,6030,9007
AHIKMS;
AHIKMV;9007
AHIKNS;
AHIKOW;
AHIKPP;
AHIKRS;
AHIKSS;
AHIKST;424
AHIKSU;2531,4521,5408
AHIKSZ;
AHIKTW;
AHILLO;1134,3993,4016
AHILLP;3993,11357,12093
AHILLS;
AHILLT;
AHILLZ;8822,13336
AHILMO;
AHILMS;
AHILMU;1446,8959,11311,11355
AHILNR;
AHILNU;682,1446,2535,10582,10994,11311,11355
AHILNY;2532,3997,12969,13336,13340
AHILPS;419,13058
AHILRW;2943,5344,8726,8849,10720,12102
AHILST;
AHILSV;9464
AHILTU;2943,3233,6605,8959,9707,10080,11311,12067,13123
AHILTW;2943,8972,12476
AHILYZ;4235,5417,9804,13336
AHIMNR;8959
AHIMNT;
AHIMOR;384,449,2895,2940,5163,5625,7494,8238,9007,9455,10584,11312,11377,11378,12492
AHIMPS;1556
AHIMRS;
AHIMRT;836,4023,5163,5625,9007,10584,11312,11377,11378,11383,12492,13341
AHIMSU;1255,5403,8260,10581,13353
AHINPR;13304
AHINPT;166,5033
AHINRS;
AHINRU;
AHINSS;
AHINST;
AHINSU;11900
AHINSV;9464
AHINSW;
AHIOPS;13058,13097,13098,13296
AHIORS;285,13296
AHIORT;3429,3435,9455,10584
AHIORV;6032
AHIPPS;428,1220,3084,3990,4028,5615,13092,13097,13098,13101,13121,13142
AHIPRS;
AHIPRU;
AHIPSS;5541
AHIRRS;8992,9020,13347
AHIRRW;
AHIRST;
AHIRSU;971,4289,13337
AHIRSV;
AHIRSW;
AHIRSZ;451,3049,3242,4006,5619,7229,7450,7483,10044,10110,10531,10676,10727,10801,13100
AHIRTW;
AHISST;
AHISSV;116,972
AHISSW;
AHISTT;
AHISTU;12463,13353
AHJKOS;
AHJOOP;
AHJPSU;
AHJSTU;13049
AHKKPU;
AHKKSU;
AHKLOO;9802,13365
AHKLPU;
AHKMNU;4709
AHKMOS;
AHKMOW;
AHKNPU;3438
AHKNRS;4033
AHKNSS;
AHKNST;6847,7466,9794,10786,11902
AHKNSU;4706,11105,11902
AHKOOS;1261,4033
AHKOPS;3552,10817,11424
AHKOSS;541,4011
AHKPUU;
AHKRSS;
AHKRST;1261,4033
AHKRTU;3423,5336
AHLLMO;879,4016,8980,11134,11429
AHLLMU;11355
AHLLNU;4708,6573,6618,6619,8229,8744,11355,12969
AHLLOO;3586,4016,12440,13146,13336,13365
AHLLOS;
AHLLOT;447,3586,5176,11428,13365
AHLLOU;2535,3993,7542,8228,8229,8231,8971
AHLLOW;
AHLLPY;263,1443,3554,5425,6863,8825,11357,11426
AHLLRT;287,2212,11324,12548,13146
AHLLUX;12547
AHLLWY;11425,12548
AHLMNY;8840
AHLMOO;2536,2554,3588,4959,8238,8980,11428,12135,12421,13055,13122
AHLMOS;3893,13367
AHLMSS;
AHLMSU;13367
AHLMUY;3559,3892,3992,5179,5622,9824,12137,12547,13145,13366
AHLNOP;1323,1760,2554,3882,9348,10311
AHLNOS;
AHLNSU;4037,13367
AHLOOP;1250,1323,2211,2440,2441,2554,3082,4198,4734,5182,5425,6116,7544,8168,8294,9019,9802,10595,12096,12421,12424,12440,12983,13149,13365
AHLOPS;419,4191,7500,12073,13347
AHLORT;13066
AHLOSS;5619
AHLOST;
AHLOSY;4036,4037,4191,4710,6334,7500,8220,8222,12547,13065,13338,13347
AHLOTY;3892,9824,13066
AHLPRS;
AHLPRY;4284,10533,13149,13150,13304
AHLPSS;5541
AHLPSU;5419,5613,8988,13058,13094,13347,13366
AHLPSY;
