AAABC;CR,HT,IR,MR,OR,TW
AIMRR;BE,DE,DO,EE,EF,EG,EL,EM,EN,EO,EP,ER,EV,GN,GT,NU,OU,PY
AIMRS;AK,KM
AIMRT;BT,GR,GY,OT
AIMRU;CC,CF,OR,OZ
AIMRZ;HO,OU
AIMSS;AC,AH,AU,CH,CO,HI,HO,HU,IN,JN,NN
AIMST;FF,HP,HV,PP
AIMSV;AT,AU,CO,HP,HT,LU
AIMSW;DR,DY,EN,EP,ER,GW,HK,HP,HR,KN,LL,NP,RT
AIMSX;CE,DE,EX
AIMTY;AC,BT,DE,EN,EZ,FT,GR,IN,NP,RS
AINNO;CC,CD,CI,CL,CZ,DR,LL
AINNP;
AINNW;DR,ES,HS
AINOP;CC,CE,CH,CP,CT,DO,DP,DT,EI,EZ,GO,PT,TT,TU
AINOR;AR,AV,BB,BI,BO,BW,EL,FN,OR
AINOV;AL,AR,DE,DR,GL,GM,GT,GW,OT
AINOX;EZ,GH,RT
AINPS;DH,FH
AINPT;NO,OP,OR,OT,RT,RW
AINPV;LU
AINQU;EI,EL,GK,IN
AINRS;
AINRT;BV,HY,IV,IZ,NT,PT,PW,RY,TT
AINRU;EV,EW,EZ,QY,RY
AINRV;AD,AN,AO,AT,BT,CO,DO,HY,IT,MT
AINRW;AT,BO,OT
AINRY;AL,DD,DL,DN,EL,EW,HT,HV,IL,IS,LT,QU,RT,RU,TU
AINRZ;AC,AJ,AT,CH,IT
AINSS;AC,AY,CO,DM,FU,IM,IX,JM,MN,NO,OU,QU,XY
AINST;BO,NN,NO
AINSU;OS
AINSV;IT
AINSW;AB,CC,EF,EK,EM,EN,EP,EY,KM,MP,NO
AINSY;AD,AS,CC,CD,CE,CN,CO,EK,EW,IR,MN,MP,MV,OV,QU,SX
AINSZ;AB,DI,IN
AINTT;BE,BG,DE,DY,EE,EN,EP,ER,FG,GH,GP,GR,GT,GU,GV,GW,HK,NR,OP,PR,RT,VY
AINTU;AT,BG,DG,GN,GO,GT,GV,HI,HU,NY
AINTW;ER,EV,LY,OR,PR
AINUX;CI
AINXY;ET,GT,SS
AINYZ;CE,EK,GN,GT,GV
AIOPS;AR,CR,DR,DU,MY,RV
AIOPT;AR,BG,DN,DR,GL,GP,LR,LT,LV,NN,NP,NR,NT,RR,RT,RY
AIORT;AP,MT,PR,PT,PY,RT,RX
AIORX;DE,LU,NT,PR,RT
AIOSS;AG,BE,BI,BM,BN,BR,CF,CM,CN,CT,DE,EN,EP,ET,GN,GP,HM,HP,HR,MM,NN,NP,NU,OR,RT,RU,TT,YZ
AIOST;AH,AN,EG,EN,ES,EZ,GH,GN,GU,HO,NN
AIOSV;
AIPPP;EN,ER,ES,GN
AIPPS;AE,AN,AR,EG,EN,EP,ER,ES,EY,GN,NR,RR
AIPPU;AR,DE,LR
AIPRS;AO,AP,AY,PR
AIPRT;CC,CI,CK,CL,CN,CO,CT,DO,GN,HL,LO,NO,NT,NU,NW,OR,OT,RT
AIPRU;AG,AP,BD,DG,IL,LL,LM,LP,OV
AIPSS;GO,RW
AIPST;AY,BM,CH,CM,HM,IK,JU
AIPSV;AA,HM
AIPTT;AL,AR,GN,IU,LO,NO,NR,OR,RR
AIPZZ;
AIQRU;AA,CD,CE,CH,CT,DE,DI,DK,EK,EV,NT,NY
AIQSU;AS,DT,GH
AIRRS;AO,PP,ZZ
AIRRU;FF,IK,MN,NY
AIRRW;AD,BD,GN,OO,OR
AIRSS;AF,AH,AK,DH,DP,DV,DW,FH,FK,GL,HK,HO,HP,LO,LP,OO,OV,PW
AIRST;BB
AIRSU;AF,AW,EZ,FF
AIRSV;
AIRSW;AG,AJ,AU,AY,CT,EE,EG,EI,EK,EM,ET,EV,JO,MT
AIRSZ;AB,AZ,BL,CT,FF,FL,RZ,TT
AIRTT;AL,AP,BM,FU,GN,IK,KL,LN,LU,MO,NN,NP,OP,OR,PR
AIRVX;TU
AIRVY;EL,ET,GN,GT,HN,LL,LO,LR,PT,ST
AIRWZ;
AISST;CF,CO,CT,CU,FT,FY,LU,OT,TT,TU
AISSV;DR,FM
AISTT;AB,AV,DY,FS,FT,LL,LY,ST,VY
AISTU;AY,CC,CQ,CS,CV,EP,FV,IW,JP,OP,VY
AISTV;AM,AN,AT,CU,FU,GN,GU,HM,IN,TY,UY
AISTW;CR,GT,HR,HT,IU,JL,KO,LU,MR
AISTX;AA,AC,GN
AISTZ;CR,DD,DK,EG,EH,EL,EM,EN,EO,HU,MR,RT
AISVV;CE,EE,EL,EN,ER,ES,LY
AITTV;AS,GN,NY,SY
AITVV;AK
AITZZ;EO,RR
AIUWX;
AJKOR;
AJKRS;AI,CE,EN
AJKSU;DO
AJLOP;
AJLOU;CR,EZ,NR
AJLRS;EI,IO,OO
AJLRU;BI,CO,GU,LY,NO
AJMMY;
AJMNO;BE,GH
AJMNU;CT,KN,KT,RY
AJMOR;AR,AT,DE,DL,LY
AJMRU;DE,NY
AJNNS;EO,EY
AJNNY;
AJNOY;CE,GR
AJNTU;CD,CE,CM,DE,EE,EI,KM
AJNTY;
AJOOP;
AJORW;
AJOSS;
AJOST;CI,MP,NR
AJOSU;AC,AP,BC,DK
AJPRS;AN,IU
AJPSS;
AJPSU;AO,IR,IT
AJRTU;
AJYZZ;IL
AKKLU;AR
AKKMO;AT,IT,OT
AKKNS;AA,AU,DE,ER,IO,RU
AKKOP;IY
AKKOR;AE
AKKOS;KO,QU
AKKOW;IO
AKKPU;
AKKRS;AA,AM,EN,EY,LY,NU
AKKSY;ER,LR,LW
AKKTY;
AKLLY;BC,BE,BI,CI,CO,EI,FI
AKLNP;AI,DE,EI,EP,ER
AKLNR;GI
AKLNS;OX
AKLNU;EI,FT,GN
AKLNY;IS
AKLOP;AO,BE,DE,RW
AKLOS;DE,DH,EF,HO,NU,NX
AKLPS;RY
AKLPU;AM,IM
AKLRS;HI,IY,KY,PY,TY,VY
AKLRY;AM,CC,CO,EI,EO,IS,KS,ST
AKLST;CH
AKLSU;AR,AS,GO,MM
AKLSW;KY,OT
AKLTU;FN,OT,OW
AKLTY;
AKLUW;BR,DE,EF,ER,OT
AKMNY;
AKMOR;AI,AU,CC,CE,CL,HR,NW,OT
AKMOS;AM,BJ,BO,BT,CE,CN,CT,EN,ET,OS
AKMOU;AR,DI,EL
AKMRS;BI,HI,IM,IN,IP,IU,PU,TU
AKMSS;HO,NU,OO
AKMSW;AE,HI,HO,IN
AKMUZ;AR
AKMWY;AR
AKNOP;EN,FG,GM,GT
AKNOR;EG,MW
AKNOS;AR,CM,CW,DI,GI,GL,IK,IL,IT,LU,LX,NO,RU,RY,TU
AKNOT;GP,RU,SU
AKNPR;DE,EL,EP
AKNPS;AY,YY
AKNPU;ET
AKNRS;AI,AO,DI,IM
AKNRT;CU,MU,OU
AKNRU;CM,CT,FM,MT
AKNRY;GI
AKNRZ;ES
AKNST;BE,DE,EL,EN,OU
AKNSU;AK,BC,BE,CE,CT,DE,ES,OT
AKNSW;AZ,CO,GI,IM
AKNSY;AP,IL,PY
AKNTW;DE
AKNTY;EI
AKNUZ;
AKNWY;
AKOOP;AL,AP,RT
AKOOR;CL,EH,IT,IW,MT,PT
AKOOZ;AB,AG
AKOPP;AO
AKOPS;CJ
AKOPW;LR
AKOPY;IK
AKORS;AN,AP,HI,IR,NY
AKORT;AG,BL,BU,CR,FG,MO,NU,OP,RW
AKORU;AI,AM,BH,BT,PR
AKORW;BG,CL,DH,DY,EE,GR,IO,LP,MN,RT,RW,WX
AKOSS;CC,MO,TU
AKOST;BM,CC,CM,CW
AKOSY;AI,NR
AKOTU;BC,BE,BR,ET,LT,LW,NR
AKOTY;DI
AKOWY;DR,FL
AKPRS;MU
AKPRY;AW
AKPSU;AD,AH,AK,BC,DO,EH,EM,EP,HU,MR
AKPSW;LU
AKPTU;HM
AKPWY;AC,AR,IL
AKQRU;DI
AKQUY;ES,IL,SW
AKRRS;AC,OO
AKRSS;AI,FI,IR,QU
AKRST;LY
AKRSU;AL,AM,CE,CH,EE,EM,EW,HS,MP
AKRSW;DY,HI
AKRSY;DW,IL,KL,LT,LV
AKRTU;AY,BO,CN,FR,IZ,MN,NO
AKRUU;BN
AKRUY;AT
AKRYZ;
AKSST;BU,OU
AKSSU;AB,AL,BT,DI,HK,HR,IL,MN,OT,QR,QW,RT
AKSSV;
AKSSW;QU,YY
AKSTT;CE,OU
AKSTU;AY,BC,BS,CN,IN,MU
AKSTY;AU,ER
AKSUW;BC,CE,ER
ALLLS;OT
ALLLY;BU,CI,CO,FG,OY
ALLMO;CE,DY,NP,NY
ALLMS;BE,DE,EE,ER,ET
ALLMU;AP,BG,DE,EN,NP,PU
ALLMY;BI,DO,IN,NO,OR
ALLNO;AX,DH,DW,DY,ER,EV,EY,HI,HY,IL,IN,MT,MY,TY,YZ
ALLNU;AC,AP,GI,GT,IM,MP
ALLOR;BR,BT,BU,IT,IZ
ALLOS;AB,AZ,BE,BO,BU,GP,GU,OP
ALLOT;CE,CU,EF,EG,ER,FU,GI,GO,IR,NY,OX,YY
ALLOV;BE,EE,EH,EI,EN,ER
ALLOW;DE,DN,RY
ALLOY;BB,BC,BT,CF,CK,CL,DE,DM,DN,EN,FO,HN,HT,LY,MN,NT,NZ,TT,TW,TY
ALLPS;AH,AP,BU,CO,DO,FU,GO,HO,HU,IR,IU,NO,OO,OR,OW,RU
ALLPY;AP,AW,BI,FU,GT,IN,OR
ALLRY;AV,CY,DW
ALLST;AB,AT,HR,HU,RU
ALLSW;BI,EI,EN,ER,ES,ET,IM,IN
ALLSY;DI,GR,QU,RU,UU
ALLTY;BO,DI,DU,GP,HI,HO,IV,NO,OT,OW,OY
ALLWY;AB,AP,BI,DR,FU,OR,OT
ALLXY;AI
ALMMS;HU,KU,UW
ALMMY;EO,HI
ALMNO;AC,AM,AY,CK,CO,LP,LT,LY,OP,OT,OW,PW,WY
ALMNU;BC,BE,BG,CP,CY,EL,ET,HY,LP,NY
ALMNY;CU,DO,LO,NU,OR,OS,OW
ALMOO;CN,DF,DR,IV,NP,NT,NW,PY
ALMOR;DJ,DO,IM,JY
ALMOS;BP,BY,IP,IY,XY
ALMOT;CE,EN,ET,NO,PP,TU
ALMOU;CE,DI,EG,EK,EP,HI,TT
ALMOY;AN,AR,BC,BS,BV,DH,DI,DL,DN,EM,EP,ES,FI,GP,IN,IS,JR,LN,LR,NR,NS,NW,OP
ALMPS;BO,NO
ALMPU;AK,AL,CN,DF,FL,GH,LN,LU
ALMPY;AR,EO,ER,FI,GO,HN,IS,OO
ALMQU;AI
ALMRS;
ALMRU;DK,TU
ALMRY;AK,AO,AP,II,JO,LO,NO
ALMSS;AA,AB,AU,CE,DE,EE,EN,EO,ER,EU,NO,OR,UY
ALMST;BY,CU,DU,FU,HZ,RY,UU
ALMSU;FT,FU,KM,MW,TU
ALMSY;AB,AT,BC,BG,BH,BO,BT,CH,HN,NO,OX
ALMTY;RS
ALNNU;CE,DE,EP,ER,ET,MY
ALNOP;AD,AE,BO,CE,DF,DU,EU,MO,MW,NY,OV,PY,YY
ALNOR;AF,AG,CG,CI,CO,CU,GI,GU,JU,NO,UY,UZ
ALNOS;AC,BC,CF,CX,KU,KX
ALNOT;BU,BY,LM,LY,MO
ALNOW;BE,DL,MO,MP,MY
ALNOX;
ALNOY;AG,AM,BC,BE,BT,CG,CH,CI,DE,DG,DL,DM,DT,EL,ET,HL,IM,IP,LM,LT,LZ,MR,MW,NP,PP,PY,RU
ALNOZ;CE,CI,GI,LY
ALNPS;AG,AM,CU,DU,FU,GY,MU
ALNPT;XY
ALNPU;AL,AR,AU,CM,CS,GO,GY,LM,MS,RY
ALNRS;AC,AW,CI,DI,HI,IM,IT
ALNRT;CU,FU
ALNRU;CO,CT,FT,JO,LU,OZ
ALNST;
ALNSU;CF,CG,CP,CV,FG,FP,GO,OZ,UU
ALNSW;AR,DE,EE,EG,EK,EL,ES
ALNUW;GI
ALNUY;GH,GP,HM,MN
ALNWY;AE,GI,IT,MO
ALNXY;PT
ALOOP;AK,BN,CP,CR,MN,MY,NR,NT,NV,YZ
ALOOS;CL,CZ,DD,ER,HK,HL,IR,JR,LT,RR
ALOPR;AC,BI,CH,CO,CU,DI,DU,KW
ALOPS;AY,BM,DL,LW
ALOPT;CH,CI,CY,FT,GI,IM,IT,IV,UY
ALOPU;EM,EN,ET,GL,GN,NT,PR,RR,TY
ALORR;AE,AU,BE,BL,ET,MU,OS,QU,ST
ALORS;JO,OR,RW
ALORT;BG,BK,BL,BO,BW,WW,YY
ALORV;AI,BI,CI,CK,EG,EI,EL,EM,EN,ET,EX,II
ALORY;AM,BD,BO,EF,EK,ET,EW,HI,IT,JM,MN,NU,TY
ALOSS;BE,CE,EM,EW,EZ,FU
ALOST;QU,UW,UY
ALOSU;BG,BL,BV,EG,EZ,FS,GH,GK,GL,GN,GV,HL,HT,IT,KN,LT,NZ,QT,TT,TW,TY
ALOSV;AB,AW,BU,PU
ALOSW;AV,BR,IY,KT,MT,PS,RR,TU
ALOSZ;AL,DI,IP
ALOTT;AC,AY,CE,DE,EM,EP,ER,EU,FN,FP,IP,KU,MU
ALOTV;AC,CI,EI,ER,EU,EV,EY,IP,IY
ALOTX;AE,AR,BK,LO
ALOVV;AP
ALOZZ;AP
ALPPS;OR,OT
ALPPU;IR,OR
ALPPY;AL,AR,HI,IS,IT,JO,NO,OR
ALPRY;DI,IS,NU,SW
ALPSS;
ALPST;
ALPSU;BL
ALPSW;DE,KU,LO
ALPSY;BY,CE,CO,DE,DI,EI,EK,ER,IM,IO,IP,IR,IW,KR,OR,RW
ALPTT;AI,FO,IO
ALPTU;OY
ALPTY;AC,AE,BE,CE,CI,CO,DE,EL,EN,GL,IN,IP,NU,NX,OU
ALPUY;ER,FL,HR,NR,NT,OT
ALRRU;AD,AM,AN,AO,BG,DE,EG,EL,EQ,LY,MO,OQ
ALRST;HL
ALRSU;LY,SU,UV
ALRSY;GL,KK,KP,KV,LU,PW
ALRTU;AN,EG,EM,EN,ET,EV,MU
ALRTW;BE,BO,DE,EI,ER,EY,EZ,OW
ALRTY;AB,BU,FU,OY
ALRWW;DE,FO,OT
ALRWY;LO,PS
ALSST;HI,IX
ALSSU;AC,AK,AM,AX,CI,DN,IK,IQ,IV,LQ,MY,OR
ALSSW;AR,CR,GO,LO
ALSSY;FI,IK,IM,MU
ALSTU;AB,BT,LO,MU,OQ,OT,OW,OY,QY
ALSTW;CO,IJ,IU,KO,LO,MO,NU,OU
ALSTY;AM,CD,DI,GH,GI,HI,IM,OU,OX,QU
ALSUU;BD,CE,CM,FM,GR,HM,LY,MN,MR,MT,NN,NU,PR,RT
ALSUV;BO,LM,OP,OR
ALSUW;FY,IT,MM,OT
ALSVY;KR
ALSWW;AQ,LO
ALSWY;CR,DE,EE,EH,ER,GO,HI,IO,IP,KK,PR
ALTTY;AO,BI,CI,IN,IT,LO
ALTUV;CI,DE,EG,EN,EO,ER,EV,IN,IR
ALTWY;BE,DD,EH,ER,IN,LO
ALTWZ;DE,ER,ES
ALUUV;
ALUVV;
ALVVY;IS
AMMMO;CK,HT
AMMMY;AR
AMMNO;AL,EL,ET
AMMOS;AK,AO,DT,ER,HS,HW,RT
AMMOY;AT,EL,GR,HT
AMMRS;AD,AG,AR,AT,BE,BI,CE,DE,EG,EH,EI,EJ,EL,EM,EO,EP,ER,ET,EZ,HI,IK,IO,OT
AMMRY;AM,GO,NU
AMMSU;AK,AZ,DN,KL,LY
AMMSY;
AMMTY;AO,HO
AMNNU;DE,EO,ET,JK,LY,OW
AMNOR;KW,PP
AMNOS;AO,AZ,NY,OO,YZ
AMNOT;AB,AG,LL,LO,MO,OT,OZ
AMNOW;AD,DE,DO,GN,KR,LO,LP,LY,NU
AMNOY;AB,AL,BG,CC,CP,IL,LL,LS,LW,SZ
AMNRU;AC,AY,CH,CK,FK,JY,MY,RY
AMNSU;AT,OT,TT,TU
AMNSW;AA,AG,EG,EI,EN,IK,IP
AMNSY;AC,AD,DO,GI,GT,GY,IN,IP,IV,IZ,LO,NO,OR,OZ,PT
AMNTY;AA,EI,ES,EW,GS,II,UU
AMNUY;AR,CL,HL,JR,LN,MR,OT,RR,TU
AMOQR;
AMORR;AJ,AZ,BO,GG,GP,HK,MO
AMORS;OO,OP,OV
AMORT;AA,AD,AJ,AY,BP,BU,DO,DW,DZ,IT,KO,OP,TU
AMORU;AB,AK,BT,CE,EN,FT,GI,GN,GP,IN,IZ,NT,TT
AMORW;BG,CT,DT,FL,KN,WX
AMORY;AL,AT,DO,JL,LL,OX
AMOSS;CE,CI,CP,CU,EL,EV,FO,IM,KO,LL
AMOST;BB,BK,BP,BU,DM,FH,FT,FU,HU,JP,PT
AMOSU;AG,BT,EZ,NT,TZ,YZ
AMOSW;BO,DL,HK,HM,HY,LL
AMOSX;ER,LY,MY
AMOSY;AB,AC,BL,DE,DI,DN,EG,EL,EW,GI,GZ,IL,IP,LN,LX,NN,NZ,PP,UZ
AMOTW;CR,DR
AMOTY;AE,AM,AR,GG,HM,RR
AMOTZ;AE,DR,EI,NO
AMPRS;KU,OO,UW
AMPRT;AA,AN,AR,BO,CO,LO,NO,OO
AMPSS;AN,AY,DE,EN,EU
AMPST;AN,BI,BO,CE,CI,CO,DE,EE,EI,EL,EN,HI,IL,IN,IO,IP,JO,NO,NY,OT
AMPSU;GR,GZ,KR
AMPSV;EI,ER,HI
AMPSW;DE,EE,EI,ER,HI,IN
AMPVY;
AMPYY;NT
AMRRU;AL,IN
AMRRY;AD,AG,EF,ER,IP
AMRST;AA,AC,AK,AM,AN
AMRSU;KP,PW
AMRSW;BE,DE,DI,EI,EP,ER,ET,HI,HT,IT,PU
AMRSY;AG,DI,IP,RU
AMRTY;AO,AT,AW,EE,ET,GI
AMRUU;CC,ET,IN,LT
AMRUV;
AMRVY;
AMRWY;AK,AT,OR
AMSST;AB,AH,AU,CU,MU
AMSSU;AI,AL,AT,DI,GN,IT,KN,LY
AMSSW;EU
AMSSY;AK,AP,CP,HO,LU
AMSTT;AA,AO,AU,CO,FO,NU,OP,RU
AMSTU;BN,BO,FL,FO,KU,LU,NN,NO,NT,NU,OW
AMSTY;AL,BL,GN,IL,NP
AMSUW;CH,EH,ES
AMSUY;BH,EG,MR,OZ,RR
AMSWY;DI,EO,HO
AMSYZ;GO,IN,NO,OU
AMTUZ;HI
AMUYZ;OS
ANNNY;CU,OS
ANNOS;AG,AJ,AN,GL,GM,KO,MR,MW,RW
ANNOY;DO,LP
ANNSU;CE,IR
ANNTU;AK,CI,DO,DR,EE,EH,EK,EL,EM,EO,EQ,HM,IQ,IR,IY
ANOOP;BL,DE,DI,DR,GI,HR,IR,LM,LR,LT,LV,MP,RT
ANOPR;AG,BG,CM,EE,EF,EM,EP,MP,MY
ANOPT;CI,GK,IP,IU
ANOPW;DY,LM
ANOPY;DW,IL,LN,LP,LY,MR,MT,NT
ANORS;AK,FF,KU,UU
ANORT;GR
ANORW;AA,BE,BI,EZ,FT,IT,KM,WY
ANORY;EX,LU,WW
ANOST;DF,IK
ANOSV;EN,EP,ET,EW,MT
ANOSX;BD,DL,GG,HR,KL
ANOSY;AB,AQ,BD,BE,BF,CE,CH,CI,DE,DM,EG,GG,IV,MZ
ANOSZ;AE,AM,EI,MY
ANOTT;FL,HW,II,MO
ANOTU;BL,BY,DH,DL,DN,EN,EP,FL,FW,IL,IP,LP
ANOTX;DI,IR
ANOTY;CH,DL,EL,LL
ANOUY;BT,CH,LR,MT
ANOWY;DP,DR,LM,RW
ANPPY;AA,EL,GI,HU,LO
ANPRU;CE,DE,DO,EP,EV
ANPRW;
ANPRY;CI,GI,HX,MO
ANPSS;LO,NO,NU,OR,RU
ANPST;AC,AM,AR,AS,DU,MY,NU,RU,UU
ANPSU;BE,DL,DT,EE,EL,EM,EO,ET,FL,IL,IT,LM,LT,OT,TU
ANPSW;AN,CE,DE,EE,EI,ET,IM
ANPSY;AK,DE,ES,ET,GI,GL,IM,KY,MT
ANPTU;DS,MO,OS,RS
ANPTY;CE,EH,EL,ES,LU,LX,NO
ANPUY;CH,GI,GL,HP,LT
ANPUZ;
ANQRT;AU
ANQTU;MU
ANRSS;DU,GP,GU,PU,UY
ANRST;
ANRSU;CO,CR,OU
ANRSW;CY,DU,UY
ANRSY;AR,CN,CW,GI,II
ANRTT;CI,GI,IL,IN,IP,IT
ANRTU;FL,GY
ANRTY;CH,CU,DH,HI,IL,IR,IU
ANRUY;AM,CH,CT,CZ,DE,DH,GH,GT,IQ,IR,IT,JM,MM,MR
ANRUZ;AE,CY,DE,EI,LO
ANSST;AB,AP,AT,AV,AZ,NY
ANSSW;
ANSSY;AI,AY,IX,JK,LV,NT
ANSTU;AM,MU,PU
ANSTV;DE,EI,EL,EO,ER,GI,II,MO
ANSTW;AE,BU,CO,EN,EP,EY,HU,LU,NO
ANSTY;AF,BZ,MP
ANSUU;BR,CE,LM,LN,LU,MT,OR,PT
ANSUW;AH,BT,DE,DR,EH,ER,HT,RY
ANSUY;AG,GH,HT,IQ
ANSWY;AG,AY,CR,GI,RU
ANTTU;AI,AL,GI
ANTTY;DI,IL,IV,NO
ANTUV;DE,EI,EL,ER,GI,IL
ANTUX;DE,ES
ANTUY;BO,CR,GH,GR,HS,IN,IR,MO,MU
ANTWY;IL
ANVVY;
ANWYY;
AOOPP;AK,CE,CL,ES,FR,MN,RS
AOORS;AM,BL,BN,CN,EL,EP,GL,GV,JL,LM,LR,MN,MO,MP,MU,MV,NP,PP,RY
AOORT;BE,BL,BW,CC,CL,CP,CU,DE,DM,DW,EH,EM,IK,KM,KP,MP
AOORZ;BN,FT
AOOWZ;
AOPPP;
AOPPR;DN,FO,IR,MN
AOPPZ;
AOPRS;AD,AI,AK,AM,DI,DO,MO,RW
AOPRT;AD,AI,BM,DH,DI,HY,IT,IY,KO,MO,OT,TU,UY
AOPRU;CL,DH,DL,DN,EQ,HI,LP,TT,TY
AOPRV;DE,DN,EP,ER,ET,NT
AOPRY;CH,EW,HT,IT,MN,RT,TU
AOPSS;AG,GI,HI,IN,NN
AOPSU;AD,AJ,CO,DI,DK,DO,EN,EQ,NY,PP
AOPSY;AL,BW,DD,DJ,ET,FF,IL,IM,MP,TU,TW
AOPTY;CC,CI,CL,HR,IR,MN,NN,RR,SW
AOPTZ;AE,EE,ES
AOQTU;
AORRS;AI,AU,AV,CH,CI,CL,CN,GN,IK,IU,KO,LO,LP,NP,PU
AORRW;AO,DE,GK,IO,IR,KW
AORRY;CG,CN
AORRZ;AM,BI,DE
AORSS;BB,BI,HI,IU,UY
AORST;
AORSU;AH,AR,BR,RS,SY
AORSV;AM,AR,AV,CT,DE,EE,ER,EW,GO,MO,OT
AORSW;BL,BT,EF,EV,HI,HT,PT,TU
AORTT;FU,IM,IP,IR,MU,PU
AORTX;AL,EV,IN,IR
AORTY;AM,CF,CL,EL,HP,HT,IL,IP,LY
AORVY;UV
AOSST;EG,EI,EV,KU,UY
AOSSY;FR,HM,IZ,MR,RU,TU
AOSTT;AM,AV,EM,EP,FM,MP,OP,PX
AOSTU;DD,DI,EH,HL,HM,HU,IL,LL,MZ,OZ
AOSVW;AL,DI,EN,ER
AOSVY;EG,EL,IN
AOTTU;AM,AY,BT,FR,IW,KL,LM,MR,PR,PU
AOWYZ;
APPPY;
APPRS;AG,AH,AI,CY,IN,IR,IU,TY,UW,UY
APPSU;EH,EK,ER,ET,HH,NW,RW
APPSY;CR,IL,MO,RT
APPUY;DE,HN
APPUZ;
APPYY;
APPYZ;
APRRS;IP,LO,LU,NO,OT,OU,OW
APRRY;HT,IM,OT
APRSS;AA,DI,IL,IN,IW,LU,LW,NU,SU
APRST;BU,DU,NU
APRSU;AR,GM,KM,MW,PW,PY,SS,TT,WY
APRSW;DU,MU,OR,OT,PU
APRSY;AI,AL,BU,CI,CP,GG,IL,IM,IU,PU
APRTT;CI,IN,IO,IR,OO,OU
APRTU;AU,IN,IS,NS,OS,OT,OY,ST
APRTW;AH,AY,BE,EI,EN,ER,IN,OS
APRTY;AW,HO,HR,OR,OU
APSST;
APSSW;AD,CR,EE,EI,IR,IT,RY
APSSY;AM,CK,CM,TU,UW
APSTU;BR,DN,DR,FW,HZ,IJ,IN,IR,NN,NR,NU,RT
APSTW;CO,EN,FU,HO,OR,OY
APSTY;AI,EH,EN,EO,MN,OW
APSUY;BR,ER,IR
APSUZ;EG,GM,HT
APSWY;BO,DE,HI,IL,OT
APSZZ;DE,ES,EZ
APTTY;RS
APZZZ;ES
AQRTU;AD,AN,CI,IN
AQSSU;AI,AO,AR,CE,EI,EK,EL,EM,ER,ES,IL,IN,KR,LL
AQSTU;CI,DI,LY,TY
AQSUW;
AQSUY;BB,DD,HS,IN,KW,LL,LT,TT
ARRST;CU,GU,MU
ARRSU;AC,AO,AP,AW,CN,CT,GT,OP
ARRSY;BE,BU,DE,EN,EW,HU,MU
ARRTY;BU,HP
ARSST;FF
ARSSU;DN,DW,KQ,LO,LP,LU,NP,NY,OP,OV,OY,PS
ARSTT;LY
ARSTU;AD,DP
ARSTW;BO,CI,DO,IM,OP,OR
ARSTY;CI,DI,IT,IV
ARSTZ;AN,CI,IM,IT
ARSUV;AG,GL,LU
ARSUW;AI,AR,EK,EN,MP,NP,NY,PP,PY
ARSUY;BP,BR,EP,HR,IP,LL,MM,MR,OS,OV,PP,PW
ARSXY;EH
ARTTT;AA,AC
ARTTU;AA,FI,FO,IL,MO,OP
ARTTY;AM,HO,PS,SS
ARTUY;AC,AK,BL,BR,CE,CI,CN,EI,FL,GN,HW,IN,QZ
ARTWY;AC,AM,AP
ARUYZ;CN,QT
ASSSY;IM
ASSTT;AN,FI,HI,IM,IN,IP,IT
ASSTU;AM,GU,IM,KO,MM,OY
ASSTV;AN
ASSTW;DU
ASSTY;CH,DN,FI,NN,OU,PU,TU
ASSWY;AE,BU,EN,ER,KY,PR,PU
ASTTT;AK,AN,FI,IS
ASTTU;BF,BL,QY
ASTTW;AB,DE,EI,EL,ER,ET,GI,HI,HR,OT
ASTTY;DI,EI,ER,GJ,IR,IV,NR,PR,QU,RS,SU
ASTUV;CI,FI,GI,IY
ASTUX;AB,EH,EL,EN
ASTVY;ER,IR,IT,IU
ASTWY;KO,OP
ASVVY;IL
ATTTY;ER,IL
BBBEU;
BBBIS;EL,EO,ER,EU,HO,NO
BBBOY;ER
BBBUY;
BBCEU;AH,IR,KK,LR
BBCOS;EL,ER,EW
BBCOY;AT
BBCUY;AK,RS
BBDEE;IR,IS,LP,OR
BBDEY;AI
BBDIS;AJ,EE,EL,EN,EO,ER,KU,NO,NU
BBDOU;AM
BBDOY;
BBEER;DO,EU
BBEET;
BBEIK;GN
BBEIL;AT,OT,QU
BBEIR;CO,CU,NO,NU,OY,TU
BBEIS;BO,DE,DN,DO,EW,GO,GT,HN,HO,IM,JO,MO,OO
BBEKO;CK,DN,LN,NR
BBELS;BO,BU,CO,DO,DU,EK,EP,ES,GO,HO,KO,LU,MO,MU,NO,NU,NY,OR,OT,OW,RU,TU
BBEMO;
BBEOP;
BBEOR;GI,IN,IY,KN,YY
BBESY;IL,LN,OO
BBEUZ;AM
BBEWY;
BBFUY;ER
BBGIO;ER,ES,SU
BBGOO;AK,AU,IN
BBGOY;
BBHOY;IS
BBHUY;RS
BBIIK;EL,TZ
BBIJS;EO,ER,NO
BBILO;DE,ET,GN,NY
BBILY;DR,ES
BBIMO;AN,GN,JO
BBIRY;AT,BE,DL,DU,EF,EO,ER,NO,TU
BBISS;EL,EU,KO
BBLOO;DE,JW,KU
BBLOS;AA,BE,CE,DE,EG,EH,EK,EM,EN,ER,ET,EW,UU
BBLOY;AL,EL,ER,IN,KN
BBLRU;
BBLSU;BE,DE,EL,EM,EN,ET,FI,IL,LU,OU
BBMOO;IJ,OX
